#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.71804e+07 1.22613e-05 3.69692e-06 451593 16951.9 0 0 0 0.229805 6.09613e-05 0.223741 0.0625154 0.0508107 0.36255 5.58696e-05 0.366662 0.0466278 0.0558494 0.471314 1.81164e-05 0.474618 0.0114973 0.0174819 897128
1.57174e+08 8.97881e-06 5.1839e-06 665551 35572.9 0 0 0 0.231684 0.000100432 0.226321 0.0620978 0.0515782 0.367389 8.79926e-05 0.371128 0.0447313 0.0530088 0.47267 2.6865e-05 0.475459 0.0108406 0.0159747 334120
2.48953e+08 2.25171e-05 9.19249e-06 842730 43569.9 0 0 0 0.235757 0.000112852 0.230776 0.0615564 0.0521087 0.370988 9.54028e-05 0.374427 0.0433572 0.0510171 0.473509 2.86441e-05 0.476101 0.010493 0.0153774 266464
3.94392e+08 1.43857e-05 8.30553e-06 1.19761e+06 62195.3 0 0 0 0.240625 0.000128287 0.235692 0.0619078 0.0523906 0.374646 0.000104639 0.377605 0.0425824 0.0491203 0.474559 3.11564e-05 0.477022 0.0101568 0.0147516 208541
6.25024e+08 1.83568e-05 1.05983e-05 1.82599e+06 92618 0 0 0 0.246065 0.000145217 0.241436 0.0617596 0.0526754 0.378917 0.000115306 0.381598 0.0416566 0.0474066 0.475932 3.35908e-05 0.478331 0.00957543 0.0141034 163427
9.89707e+08 7.94187e-05 2.51135e-05 2.33719e+06 124598 0 0 0 0.25187 0.000166869 0.247249 0.0624947 0.0533665 0.384099 0.000128111 0.386683 0.0408941 0.046615 0.477752 3.62246e-05 0.479977 0.00901872 0.0131493 125915
1.56793e+09 0.000153766 3.96993e-05 4.02275e+06 204143 0 0 0 0.258799 0.000190971 0.254445 0.0625754 0.0545034 0.391114 0.000142197 0.39389 0.0397902 0.0451711 0.48001 3.80459e-05 0.482144 0.00815544 0.012184 97551
2.49005e+09 0.000539452 8.42261e-05 5.91983e+06 278773 0 0 0 0.266619 0.000219277 0.261978 0.0640517 0.0547706 0.399313 0.000155565 0.402503 0.0378705 0.044192 0.482163 3.98039e-05 0.484134 0.00730971 0.0108811 76003
3.94644e+09 0.00128047 0.000145831 9.57791e+06 408928 0 0 0 0.275727 0.000248599 0.271412 0.0646095 0.0559185 0.408272 0.000163298 0.411658 0.0347294 0.0408953 0.48406 4.12476e-05 0.48579 0.00653344 0.00949308 60134
6.26833e+09 0.00204332 0.000204125 1.4731e+07 583445 0 0 0 0.286357 0.000277515 0.282147 0.0657415 0.0568201 0.416501 0.000167912 0.419485 0.0323341 0.0366655 0.485215 4.53854e-05 0.486875 0.00604606 0.00873083 48940
9.93639e+09 0.00386909 0.000308193 2.08304e+07 777451 0 0 0 0.29702 0.000306176 0.29374 0.0656384 0.0576285 0.421916 0.000170612 0.424518 0.0300897 0.0336394 0.485463 5.20865e-05 0.48717 0.00598422 0.00856829 40578
1.57745e+10 0.00754553 0.000465298 3.20518e+07 1.0387e+06 0 0 0 0.306187 0.000326432 0.303822 0.0637336 0.0580305 0.424798 0.000174816 0.426703 0.0295524 0.0310652 0.48511 6.0351e-05 0.487042 0.00606519 0.00862968 34590
2.49757e+10 0.0131343 0.000656513 4.83995e+07 1.36977e+06 0 0 0 0.31337 0.000340994 0.312162 0.0606162 0.0577287 0.424293 0.000187074 0.426416 0.0289711 0.0306967 0.48339 8.26482e-05 0.486185 0.00647312 0.00984323 30074
3.95488e+10 0.0217001 0.000930574 6.13472e+07 1.68645e+06 0 0 0 0.317168 0.000362544 0.31603 0.0587026 0.0551412 0.420198 0.000215004 0.42295 0.0291908 0.0320473 0.480425 0.000114269 0.484375 0.00724906 0.0117789 24516
6.22292e+10 0.0344239 0.00131077 7.24452e+07 2.04501e+06 0 0 0 0.317807 0.000392782 0.317372 0.0551867 0.0537883 0.413416 0.000255782 0.416667 0.0303546 0.0344163 0.475789 0.000157794 0.481198 0.00865731 0.0151748 19347
9.81685e+10 0.0583313 0.00209225 9.06819e+07 2.88902e+06 0 0 0 0.313517 0.00047379 0.313172 0.0531054 0.0510611 0.403079 0.000336521 0.406639 0.0317769 0.0370853 0.468585 0.000241102 0.475702 0.011262 0.0207697 12549
1.53387e+11 0.0958346 0.00368387 1.19215e+08 4.87125e+06 0 0 0 0.305811 0.000639298 0.306542 0.0491209 0.0493182 0.388659 0.000514369 0.393581 0.0330135 0.0398589 0.457751 0.000422505 0.467583 0.0148091 0.031078 6386
2.39828e+11 0.151316 0.0075066 1.8941e+08 1.04277e+07 0 4.49746e+08 0 0.290314 0.00108107 0.290296 0.0506538 0.0509172 0.366381 0.000962734 0.371246 0.0391507 0.0479478 0.439349 0.000877446 0.450981 0.0237934 0.0478646 2280
3.71668e+11 0.247619 0.0210865 3.58084e+08 3.2828e+07 0 9.26147e+08 0 0.264363 0.00248574 0.267165 0.0484439 0.0552877 0.334683 0.0024517 0.344169 0.0387622 0.0604759 0.411723 0.00245792 0.42465 0.0338291 0.068737 420
5.81046e+11 0.416667 0.0719124 7.20944e+08 1.27421e+08 4.49746e+08 1.27056e+09 4.49746e+08 0.22595 0.00791357 0.225648 0.0511498 0.0489997 0.295885 0.00848806 0.293486 0.0669511 0.0599835 0.373654 0.00892273 0.375877 0.0626126 0.0562193 48
8.91396e+11 0.333333 0.333333 5.21738e+08 5.21738e+08 0 1.56521e+09 0 0.204303 0.0117274 0.204121 0.0205846 0.0200389 0.290304 0.0223612 0.274319 0.0601502 0.012194 0.359477 0.0216942 0.350377 0.0503891 0.0230906 3
1.30387e+12 1 1 2.83824e+09 2.83824e+09 2.83824e+09 0 0 0.159252 0.159252 0.159252 0 0 0.210323 0.210323 0.210323 0 0 0.253118 0.253118 0.253118 0 0 1
