#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.8742 0 0 153567 8187.63 0 0 0 0.222254 4.26892e-05 0.218123 0.0546456 0.0427781 0.262722 3.69137e-05 0.265143 0.0409837 0.0443704 0.314292 1.47586e-05 0.317835 0.0108841 0.0172861 1145173
62.8009 0 0 344406 16218.3 0 0 0 0.194458 5.06859e-05 0.188998 0.0480704 0.0352997 0.247187 4.6651e-05 0.247734 0.0400672 0.0402158 0.311394 1.79706e-05 0.314212 0.0108073 0.0160175 691726
79.6168 0 0 1.59642e+06 44007.2 0 0 0 0.177152 5.5537e-05 0.172705 0.0430017 0.0345007 0.240873 5.065e-05 0.241947 0.0355074 0.0375406 0.310687 1.86947e-05 0.313173 0.00956044 0.0143597 528216
98.2981 0 0 4.86754e+06 108064 0 0 0 0.174154 7.26981e-05 0.170605 0.0421849 0.0356735 0.241323 6.47411e-05 0.242611 0.0339166 0.0365401 0.311545 2.29982e-05 0.313862 0.00863984 0.0130886 303502
123.664 0 0 1.46006e+07 315277 0 0 0 0.179987 0.000114262 0.177145 0.0413046 0.0364388 0.246214 9.72044e-05 0.247719 0.0317103 0.0351863 0.313201 3.45127e-05 0.31552 0.00774044 0.0120723 122572
155.124 0 0 3.58166e+07 847255 0 0 0 0.187465 0.000187792 0.184964 0.0411234 0.0366048 0.252969 0.00015701 0.254943 0.0305878 0.0347956 0.315493 5.90377e-05 0.318118 0.00695691 0.011263 44334
194.742 0 0 6.00156e+07 2.00923e+06 0 0 0 0.201009 0.000350784 0.198598 0.0426678 0.0383179 0.266726 0.000275183 0.269462 0.0289187 0.0338674 0.319846 0.000103488 0.322587 0.00539801 0.0091393 13439
243.912 0 0 7.78099e+07 4.57087e+06 0 0 0 0.214953 0.000720498 0.212505 0.0448019 0.0383996 0.276579 0.000536133 0.279615 0.027246 0.0325517 0.320512 0.000234751 0.32388 0.00533736 0.00959712 3104
306.366 0 0 1.01242e+08 1.23153e+07 0 0 0 0.219223 0.00180997 0.215323 0.0484343 0.0364229 0.274728 0.00148156 0.27856 0.0309495 0.0359709 0.315877 0.000825705 0.321928 0.0072003 0.0162152 538
381.91 0 0 1.29487e+08 3.87509e+07 0 3.03164e+08 0 0.216459 0.00457349 0.217981 0.0403546 0.0479427 0.26679 0.00408926 0.274605 0.0320867 0.0396191 0.314722 0.00192453 0.318858 0.00876117 0.0180437 78
484.981 0 0 0 0 0 0 0 0.203323 0.0199659 0.235505 0.000903621 0.0809934 0.271094 0.00838268 0.268816 0.0263195 0.0120115 0.305574 0.00746364 0.314781 0.00603452 0.0265563 4
