#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#sm range: 10.25 - 10.75
#HM   Stats: 9.441180e+11 (median) + 9.147020e+11  / - 2.957360e+11
#SM   Stats: 3.105740e+10 (median) + 1.535150e+10  / - 9.900599e+09
#VMP  Stats: 1.793500e+02 (median) + 4.381999e+01  / - 1.852000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 7.615255e-10 (median) + 8.592826e-10  / - 7.576490e-10
sfh 0.055623 0 0 0 #avg: 2.55325e-15; avg_err: 1.35993e-15; sd: 3.49153e-13; counts: 65918
sfh 0.060123 0 0 0 #avg: 5.9852e-14; avg_err: 1.55359e-14; sd: 3.98874e-12; counts: 65918
sfh 0.062373 0 0 0 #avg: 1.5681e-13; avg_err: 3.37549e-14; sd: 8.66632e-12; counts: 65918
sfh 0.064623 0 0 0 #avg: 2.5119e-13; avg_err: 3.51282e-14; sd: 9.01891e-12; counts: 65918
sfh 0.066873 0 0 0 #avg: 4.91757e-13; avg_err: 8.44154e-14; sd: 2.16731e-11; counts: 65918
sfh 0.069123 0 0 0 #avg: 7.60667e-13; avg_err: 1.12159e-13; sd: 2.87961e-11; counts: 65918
sfh 0.071373 0 0 0 #avg: 8.87528e-13; avg_err: 6.65668e-14; sd: 1.70906e-11; counts: 65918
sfh 0.073623 0 0 0 #avg: 1.32381e-12; avg_err: 1.29886e-13; sd: 3.33474e-11; counts: 65918
sfh 0.075873 0 0 0 #avg: 1.82294e-12; avg_err: 1.34098e-13; sd: 3.44287e-11; counts: 65918
sfh 0.078123 0 0 0 #avg: 2.48894e-12; avg_err: 1.65619e-13; sd: 4.25216e-11; counts: 65918
sfh 0.080373 0 1.38834e-13 0 #avg: 3.07627e-12; avg_err: 2.00091e-13; sd: 5.13721e-11; counts: 65918
sfh 0.082623 0 8.15828e-13 0 #avg: 3.12014e-12; avg_err: 1.26511e-13; sd: 3.24808e-11; counts: 65918
sfh 0.085998 0 2.45625e-12 0 #avg: 4.40859e-12; avg_err: 1.3617e-13; sd: 3.49607e-11; counts: 65918
sfh 0.089373 0 4.68568e-12 0 #avg: 5.44183e-12; avg_err: 1.36286e-13; sd: 3.49905e-11; counts: 65918
sfh 0.092748 0 6.81023e-12 0 #avg: 6.70838e-12; avg_err: 1.48581e-13; sd: 3.81471e-11; counts: 65918
sfh 0.096123 2.67104e-13 8.69608e-12 2.67104e-13 #avg: 8.34523e-12; avg_err: 1.97603e-13; sd: 5.07331e-11; counts: 65918
sfh 0.099498 7.42278e-13 1.00726e-11 7.42278e-13 #avg: 9.6671e-12; avg_err: 2.03352e-13; sd: 5.22092e-11; counts: 65918
sfh 0.102873 1.28487e-12 1.15973e-11 1.28487e-12 #avg: 1.13348e-11; avg_err: 2.51198e-13; sd: 6.44933e-11; counts: 65918
sfh 0.106248 1.81473e-12 1.29074e-11 1.81473e-12 #avg: 1.30846e-11; avg_err: 2.89556e-13; sd: 7.43414e-11; counts: 65918
sfh 0.109623 2.36895e-12 1.44622e-11 2.36895e-12 #avg: 1.48305e-11; avg_err: 3.14926e-13; sd: 8.08551e-11; counts: 65918
sfh 0.112998 2.90594e-12 1.60602e-11 2.83734e-12 #avg: 1.66202e-11; avg_err: 3.14901e-13; sd: 8.08486e-11; counts: 65918
sfh 0.116373 3.35493e-12 1.80329e-11 3.16743e-12 #avg: 1.85209e-11; avg_err: 3.43581e-13; sd: 8.82121e-11; counts: 65918
sfh 0.119748 3.86129e-12 2.01731e-11 3.55132e-12 #avg: 2.05647e-11; avg_err: 3.53795e-13; sd: 9.08345e-11; counts: 65918
sfh 0.123123 4.41256e-12 2.25168e-11 3.96271e-12 #avg: 2.26566e-11; avg_err: 3.8712e-13; sd: 9.93903e-11; counts: 65918
