#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.8741 0.000341425 0.000341425 1.72637e-05 0 0 0 0.000342164 5.22824e-06 0 0 0 1145200
62.8009 0.000744505 0.000744505 3.27946e-05 0 0 0 0.000799757 1.0061e-05 0 0 0 691735
79.6172 0.00297949 0.00298517 7.52022e-05 0 0 0 0.00233331 2.23881e-05 0 0 0 528279
98.3034 0.00798818 0.00804413 0.000163192 0 0 0 0.00533211 5.12347e-05 0 0 0 303824
123.721 0.0195933 0.0198192 0.000400432 0 0 0 0.0135911 0.000148348 0 0 0 123971
155.465 0.0407092 0.0415074 0.000932339 0 0 0 0.038051 0.000437675 0 0.0659721 0 47606
195.836 0.061403 0.0621982 0.00184493 0 0 0 0.0878981 0.00108162 0 0.216083 0 17605
245.909 0.0755777 0.0773427 0.00347428 0 0 0 0.157807 0.0022165 0.0961789 0.249866 0.0961789 6232
309.06 0.0814249 0.0834606 0.0064048 0 0 0 0.233316 0.00438224 0.203667 0.237339 0.191151 1965
386.221 0.117647 0.117647 0.013615 0 0 0 0.308083 0.00804613 0.312274 0.187785 0.21586 561
486.467 0.0714286 0.0714286 0.0218442 0 0 0 0.369162 0.0157256 0.372672 0.188871 0.217265 140
617.568 0.111111 0.111111 0.0762216 0 0 0 0.380917 0.0295379 0.345815 0.186877 0.0726127 18
805.615 0 0 0 0 0 0 0.598785 0.101669 0.61891 0.145042 0.205419 3
