#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.11103e+07 5.0321e+08 1.01294e+07 4.21578e+08 2.67374e+08 9.38185e+07 3.99074e+09 2.91487e+07 4.10191e+09 5.21663e+08 7.07614e+08 496
1.57898e+08 5.34714e+08 1.65492e+07 4.28905e+08 3.2478e+08 1.07052e+08 3.87325e+09 4.13767e+07 3.97868e+09 5.89866e+08 7.89168e+08 287
2.48267e+08 5.16666e+08 1.39492e+07 4.37779e+08 2.69674e+08 1.12999e+08 3.88099e+09 4.50723e+07 4.04061e+09 5.27933e+08 7.82323e+08 303
3.94227e+08 5.52741e+08 1.50179e+07 4.626e+08 2.91085e+08 1.29347e+08 3.74323e+09 4.7712e+07 3.85294e+09 7.15607e+08 8.0249e+08 294
6.34299e+08 5.78224e+08 1.79511e+07 4.73838e+08 3.4773e+08 1.46079e+08 3.58015e+09 4.86387e+07 3.78915e+09 6.67111e+08 1.09468e+09 354
1.00881e+09 5.83425e+08 1.86675e+07 4.72159e+08 3.67415e+08 1.532e+08 3.39482e+09 5.78294e+07 3.59426e+09 8.0477e+08 1.26707e+09 330
1.5751e+09 6.83238e+08 2.42734e+07 5.35262e+08 4.20028e+08 1.88893e+08 3.24313e+09 6.00567e+07 3.52816e+09 8.12309e+08 1.50157e+09 360
2.52435e+09 6.38695e+08 1.93642e+07 4.95451e+08 4.63467e+08 1.67692e+08 2.93093e+09 6.08257e+07 3.25829e+09 9.64245e+08 2.0068e+09 426
3.97565e+09 6.92212e+08 2.13799e+07 5.35262e+08 4.48472e+08 1.81624e+08 2.68578e+09 6.23633e+07 2.90944e+09 1.19246e+09 1.97593e+09 456
6.3689e+09 6.78299e+08 1.93778e+07 5.13974e+08 5.79104e+08 1.60336e+08 2.48553e+09 5.97944e+07 2.47555e+09 1.44057e+09 1.54204e+09 462
1.00591e+10 7.37922e+08 2.3898e+07 5.58931e+08 5.59548e+08 1.98435e+08 2.2409e+09 6.1215e+07 2.02659e+09 1.76257e+09 1.25349e+09 440
1.594e+10 7.89013e+08 2.3623e+07 5.89866e+08 6.61624e+08 2.2414e+08 2.21468e+09 5.72319e+07 2.10229e+09 1.55751e+09 1.3623e+09 494
2.51038e+10 7.62905e+08 2.35479e+07 5.71272e+08 6.17868e+08 2.22427e+08 2.08741e+09 5.88593e+07 1.87412e+09 1.85065e+09 1.10102e+09 452
3.9348e+10 7.26526e+08 2.49574e+07 5.51839e+08 6.20534e+08 1.91342e+08 2.17235e+09 6.71499e+07 2.02659e+09 1.69818e+09 1.31718e+09 347
6.214e+10 6.48188e+08 2.08512e+07 5.56055e+08 3.70092e+08 2.00077e+08 1.99329e+09 7.74341e+07 1.79737e+09 1.60582e+09 1.18556e+09 252
9.85115e+10 7.26099e+08 4.12441e+07 5.49915e+08 5.52934e+08 1.8032e+08 2.03142e+09 1.07759e+08 1.87412e+09 1.72015e+09 1.2623e+09 143
1.52767e+11 8.40103e+08 6.00578e+07 6.92559e+08 5.58931e+08 2.42813e+08 1.80161e+09 1.51988e+08 1.25149e+09 2.22834e+09 6.94242e+08 71
2.33737e+11 7.7382e+08 1.69557e+08 5.47975e+08 4.61322e+08 2.27159e+08 1.30033e+09 2.24029e+08 1.093e+09 7.81121e+08 5.34066e+08 19
3.61631e+11 6.56679e+08 1.08265e+08 5.62121e+08 3.10533e+08 2.68593e+07 1.47098e+09 8.60531e+08 6.92559e+08 2.49695e+09 1.61682e+08 3
5.38947e+11 3.15921e+08 3.15921e+08 3.15921e+08 0 0 1.093e+09 1.093e+09 1.093e+09 0 0 1
