#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.65356e+07 0.00256792 0.00258554 5.54149e-05 0 0 0 0.00215635 1.7565e-05 0 0 0 851273
1.5694e+08 0.00366018 0.00369849 0.000114453 0 0 0 0.00287056 3.60568e-05 0 0 0 287144
2.48635e+08 0.00504521 0.00509042 0.000152658 0 0 0 0.00368879 4.8792e-05 0 0 0 221200
3.94199e+08 0.00673903 0.00680947 0.000201316 0 0 0 0.0046932 6.58347e-05 0 0 0 170351
6.24628e+08 0.00828655 0.00841639 0.000256363 0 0 0 0.00569558 8.44965e-05 0 0 0 130935
9.89255e+08 0.00958149 0.00966184 0.000312595 0 0 0 0.00672154 0.000105041 0 0 0 99567
1.56857e+09 0.0117563 0.0118748 0.000396985 0 0 0 0.00799038 0.000132031 0 0 0 75959
2.48166e+09 0.0129269 0.0131204 0.000484292 0 0 0 0.00906705 0.000165111 0 0 0 56858
3.93636e+09 0.0153536 0.0154958 0.000606804 0 0 0 0.0112521 0.000212001 0 0 0 42205
6.24388e+09 0.0179271 0.01815 0.000762664 0 0 0 0.0133372 0.000270747 0 0 0 31405
9.89922e+09 0.0206466 0.020774 0.000935451 0 0 0 0.0146889 0.000316918 0 0.0107616 0 23539
1.57104e+10 0.0222272 0.0223943 0.00111278 0 0 0 0.0167438 0.000391049 0 0.0201703 0 17951
2.48887e+10 0.0261284 0.0264844 0.00137347 0 0 0 0.019804 0.000481767 0 0.0246277 0 14046
3.93543e+10 0.0274473 0.028103 0.0016376 0 0 0 0.0209708 0.000557095 0 0.0278355 0 10675
6.21885e+10 0.0266684 0.0267947 0.00182434 0 0 0 0.0208955 0.000614064 0 0.0376398 0 7912
9.82311e+10 0.023639 0.0239971 0.00207928 0 0 0 0.0206431 0.000730847 0 0.0355329 0 5584
1.54942e+11 0.0173529 0.0173529 0.0022398 0 0 0 0.0204274 0.000928649 0 0.0370227 0 3400
2.42255e+11 0.00942127 0.00942127 0.00250689 0 0 0 0.0188385 0.0012581 0 0.034429 0 1486
3.80198e+11 0.00744417 0.00744417 0.00428719 0 0 0 0.0203696 0.00236729 0 0.0442009 0 403
5.86394e+11 0 0 0 0 0 0 0.0182497 0.00572927 0 0.0365057 0 64
8.90052e+11 0 0 0 0 0 0 0.0340415 0.0292402 0.0120057 0.167722 0.0120057 6
