#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.2606 0.0666169 0.0776315 0.000156503 0 0 0 0.0100037 1.81091e-05 0 0.00500446 0 3926163
62.0646 0.059593 0.0703361 0.000299368 0 0 0 0.00853387 2.90901e-05 0 0.00872542 0 1001107
78.2838 0.0731071 0.0860408 0.000493692 0 0 0 0.0102667 4.84368e-05 0 0.00921563 0 440942
98.5898 0.108281 0.127889 0.000868048 0 0 0 0.0152015 9.0094e-05 0 0.0257357 0 205991
123.882 0.186327 0.227039 0.00169522 0 1 0 0.0273374 0.000193045 0 0.059908 0 93116
155.958 0.326294 0.425876 0.00344057 0 1 0 0.0541225 0.000440278 0.00836474 0.120135 0.00836474 40439
196.212 0.554354 0.794227 0.00664758 1 1 1 0.117652 0.00101968 0.0700152 0.184253 0.0700152 17009
247.114 0.727339 1.10076 0.0109725 1 1 1 0.213879 0.00212189 0.17669 0.228685 0.145525 6818
310.037 0.784738 1.14541 0.0164263 1 1 1 0.276882 0.00353773 0.261587 0.212527 0.1824 2634
389.731 0.757 1.052 0.0260763 1 1 1 0.333694 0.00586987 0.333027 0.198553 0.209287 1000
490.505 0.707937 1.01905 0.0482099 1 1 1 0.346343 0.00917267 0.356787 0.153866 0.191239 315
611 0.557895 0.663158 0.0679413 1 0 1 0.385277 0.0159792 0.396806 0.139073 0.170993 95
783.321 0.565217 0.73913 0.156763 1 1 1 0.305763 0.0332194 0.294112 0.221489 0.149718 23
1017.8 0.4 0.4 0.244949 0 1 0 0.25715 0.0354891 0.288115 0.0401422 0.132875 5
1227.55 0 0 0 0 0 0 0.221083 0.117909 0.260562 0.142124 0.260562 3
