#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.45 - 2.61667
#HM   Stats: 9.795590e+12 (median) + 5.792610e+12  / - 2.951470e+12
#SM   Stats: 1.317330e+11 (median) + 9.485700e+10  / - 6.084840e+10
#VMP  Stats: 3.180300e+02 (median) + 5.132001e+01  / - 2.723999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.308832e-11 (median) + 2.986992e-11  / - 1.028604e-11
sfh 0.055623 0 0 0 #avg: 2.07878e-05; avg_err: 1.9691e-05; sd: 0.00115289; counts: 3429
sfh 0.060123 0 0 0 #avg: 0.0178611; avg_err: 0.00696839; sd: 0.407993; counts: 3429
sfh 0.062373 0 0 0 #avg: 0.0289248; avg_err: 0.0109127; sd: 0.638929; counts: 3429
sfh 0.064623 0 0 0 #avg: 0.072874; avg_err: 0.0282205; sd: 1.65229; counts: 3429
sfh 0.066873 0 0 0 #avg: 0.115516; avg_err: 0.0429507; sd: 2.51472; counts: 3429
sfh 0.069123 0 0 0 #avg: 0.124053; avg_err: 0.0194704; sd: 1.13998; counts: 3429
sfh 0.071373 0 0.0392779 0 #avg: 0.213273; avg_err: 0.0291615; sd: 1.70738; counts: 3429
sfh 0.073623 0 0.136178 0 #avg: 0.3271; avg_err: 0.0714788; sd: 4.18502; counts: 3429
sfh 0.075873 0 0.305825 0 #avg: 0.395616; avg_err: 0.0571447; sd: 3.34577; counts: 3429
sfh 0.078123 0 0.503163 0 #avg: 0.471909; avg_err: 0.03805; sd: 2.2278; counts: 3429
sfh 0.080373 0.0218119 0.711799 0.0218119 #avg: 0.536016; avg_err: 0.0321653; sd: 1.88325; counts: 3429
sfh 0.082623 0.0626081 0.747136 0.0626081 #avg: 0.558085; avg_err: 0.030305; sd: 1.77433; counts: 3429
sfh 0.085998 0.15281 1.02421 0.15281 #avg: 0.815105; avg_err: 0.0406578; sd: 2.38048; counts: 3429
sfh 0.089373 0.26486 1.18422 0.259195 #avg: 1.0468; avg_err: 0.0581222; sd: 3.40301; counts: 3429
sfh 0.092748 0.375582 1.57922 0.348927 #avg: 1.34385; avg_err: 0.0826932; sd: 4.84161; counts: 3429
sfh 0.096123 0.509788 1.83434 0.447495 #avg: 1.62869; avg_err: 0.0749628; sd: 4.389; counts: 3429
sfh 0.099498 0.634364 2.09522 0.52549 #avg: 1.92002; avg_err: 0.080994; sd: 4.74213; counts: 3429
sfh 0.102873 0.773232 2.45226 0.614575 #avg: 2.38517; avg_err: 0.109342; sd: 6.4019; counts: 3429
sfh 0.106248 0.914007 2.73248 0.711585 #avg: 2.7825; avg_err: 0.136019; sd: 7.96377; counts: 3429
sfh 0.109623 1.08667 3.14337 0.822372 #avg: 3.20577; avg_err: 0.149806; sd: 8.771; counts: 3429
sfh 0.112998 1.264 3.72169 0.96208 #avg: 3.62868; avg_err: 0.166766; sd: 9.76398; counts: 3429
sfh 0.116373 1.4163 4.33222 1.05405 #avg: 4.21532; avg_err: 0.224554; sd: 13.1474; counts: 3429
sfh 0.119748 1.65494 4.5412 1.23949 #avg: 4.79477; avg_err: 0.240888; sd: 14.1038; counts: 3429
sfh 0.123123 1.91217 5.28479 1.42863 #avg: 5.65907; avg_err: 0.409912; sd: 24; counts: 3429
sfh 0.126498 2.12592 5.96327 1.56731 #avg: 6.07844; avg_err: 0.426802; sd: 24.9889; counts: 3429
sfh 0.129873 2.42185 6.7189 1.79537 #avg: 6.61023; avg_err: 0.356289; sd: 20.8604; counts: 3429
sfh 0.133248 2.72714 7.79086 2.01589 #avg: 7.0347; avg_err: 0.30745; sd: 18.0009; counts: 3429
sfh 0.136623 3.06631 8.26979 2.26108 #avg: 7.69064; avg_err: 0.316249; sd: 18.5161; counts: 3429
sfh 0.141685 3.43977 9.41903 2.5227 #avg: 8.4587; avg_err: 0.288095; sd: 16.8677; counts: 3429
sfh 0.146748 3.88959 10.6641 2.8268 #avg: 9.75075; avg_err: 0.353695; sd: 20.7085; counts: 3429
sfh 0.15181 4.3557 12.1031 3.14258 #avg: 10.8515; avg_err: 0.392132; sd: 22.959; counts: 3429
sfh 0.156873 4.8799 13.4339 3.52042 #avg: 12.0596; avg_err: 0.461783; sd: 27.037; counts: 3429
sfh 0.161935 5.5394 14.4574 4.01004 #avg: 13.1518; avg_err: 0.465749; sd: 27.2692; counts: 3429
sfh 0.166998 6.27904 16.6974 4.52663 #avg: 14.2953; avg_err: 0.432625; sd: 25.3298; counts: 3429
sfh 0.17206 6.9961 18.2751 4.99175 #avg: 16.2248; avg_err: 0.5196; sd: 30.4221; counts: 3429
sfh 0.177123 7.76465 20.3125 5.54515 #avg: 18.0804; avg_err: 0.621439; sd: 36.3847; counts: 3429
sfh 0.182185 8.67977 22.308 6.26669 #avg: 19.9419; avg_err: 0.732407; sd: 42.8818; counts: 3429
sfh 0.187248 9.47534 24.7197 6.85728 #avg: 21.0276; avg_err: 0.653625; sd: 38.2692; counts: 3429
sfh 0.19231 10.0105 27.5539 7.25292 #avg: 22.613; avg_err: 0.668059; sd: 39.1143; counts: 3429
sfh 0.197373 10.8268 30.5375 7.7803 #avg: 24.1232; avg_err: 0.679737; sd: 39.798; counts: 3429
sfh 0.202435 11.8395 30.6696 8.59116 #avg: 25.7107; avg_err: 0.720065; sd: 42.1592; counts: 3429
sfh 0.207498 12.8581 31.9976 9.35297 #avg: 28.2808; avg_err: 0.901892; sd: 52.805; counts: 3429
sfh 0.21256 14.1915 35.0683 10.4192 #avg: 31.0754; avg_err: 1.02528; sd: 60.0294; counts: 3429
sfh 0.217623 15.6316 37.6342 11.509 #avg: 32.5791; avg_err: 0.968094; sd: 56.6811; counts: 3429
sfh 0.222685 16.6914 41.4017 12.2971 #avg: 34.3151; avg_err: 0.937433; sd: 54.8859; counts: 3429
sfh 0.227748 18.8431 43.9906 14.0849 #avg: 36.3301; avg_err: 0.935884; sd: 54.7952; counts: 3429
sfh 0.23281 20.0001 46.8499 15.187 #avg: 38.6392; avg_err: 0.990912; sd: 58.0171; counts: 3429
sfh 0.237873 20.7916 50.8795 15.5821 #avg: 40.6229; avg_err: 1.03133; sd: 60.3832; counts: 3429
sfh 0.242935 22.363 53.6753 16.9455 #avg: 43.4538; avg_err: 1.12645; sd: 65.9529; counts: 3429
sfh 0.247998 24.467 56.5718 18.9635 #avg: 46.4442; avg_err: 1.21401; sd: 71.079; counts: 3429
sfh 0.25306 25.9136 62.9239 20.1242 #avg: 49.435; avg_err: 1.27301; sd: 74.5337; counts: 3429
sfh 0.258123 27.1759 66.9371 20.9564 #avg: 52.1574; avg_err: 1.2853; sd: 75.2535; counts: 3429
sfh 0.263185 28.4083 73.9237 21.8458 #avg: 55.0919; avg_err: 1.31533; sd: 77.0116; counts: 3429
sfh 0.268248 31.0331 74.3389 24.2633 #avg: 58.2253; avg_err: 1.41936; sd: 83.1023; counts: 3429
sfh 0.27331 32.0382 79.0078 24.7648 #avg: 60.5489; avg_err: 1.40733; sd: 82.3978; counts: 3429
sfh 0.278373 35.022 80.362 27.4956 #avg: 62.3297; avg_err: 1.38791; sd: 81.2609; counts: 3429
sfh 0.283435 37.8527 80.7633 29.714 #avg: 63.9573; avg_err: 1.32333; sd: 77.4799; counts: 3429
sfh 0.288498 39.2195 83.3595 31.4223 #avg: 65.5046; avg_err: 1.35047; sd: 79.0689; counts: 3429
sfh 0.29356 40.5769 86.8671 32.6072 #avg: 67.6015; avg_err: 1.38938; sd: 81.3468; counts: 3429
sfh 0.298623 42.8388 87.9222 35.0001 #avg: 69.3934; avg_err: 1.39622; sd: 81.7475; counts: 3429
sfh 0.303685 43.7617 91.4863 35.4605 #avg: 71.4244; avg_err: 1.42961; sd: 83.7023; counts: 3429
sfh 0.308748 45.8335 89.4425 37.6995 #avg: 72.27; avg_err: 1.41326; sd: 82.7454; counts: 3429
sfh 0.31381 46.9887 89.5023 38.7534 #avg: 73.9032; avg_err: 1.45147; sd: 84.9821; counts: 3429
sfh 0.318873 49.5234 89.1056 41.2568 #avg: 75.1144; avg_err: 1.44057; sd: 84.3441; counts: 3429
sfh 0.323935 50.8485 86.8435 43.1269 #avg: 75.2834; avg_err: 1.42861; sd: 83.644; counts: 3429
sfh 0.328997 51.3695 88.7255 43.0572 #avg: 75.5049; avg_err: 1.39685; sd: 81.7844; counts: 3429
sfh 0.33406 52.3746 88.2524 44.4289 #avg: 75.3305; avg_err: 1.38637; sd: 81.1705; counts: 3429
sfh 0.339122 50.7529 86.5021 43.6666 #avg: 74.1767; avg_err: 1.36006; sd: 79.6306; counts: 3429
sfh 0.344185 50.6592 88.3948 44.2567 #avg: 73.7001; avg_err: 1.36533; sd: 79.939; counts: 3429
sfh 0.349247 49.557 86.632 43.8193 #avg: 73.1721; avg_err: 1.37104; sd: 80.273; counts: 3429
sfh 0.35431 48.8721 87.8509 43.6814 #avg: 72.43; avg_err: 1.37511; sd: 80.5113; counts: 3429
sfh 0.359372 48.2997 88.2583 43.7263 #avg: 70.7511; avg_err: 1.35023; sd: 79.0549; counts: 3429
sfh 0.364435 46.1685 85.5175 41.7452 #avg: 69.5264; avg_err: 1.35128; sd: 79.116; counts: 3429
sfh 0.369497 44.1564 82.7766 40.0824 #avg: 67.2717; avg_err: 1.31403; sd: 76.9351; counts: 3429
sfh 0.37456 43.1103 79.4947 39.537 #avg: 65.142; avg_err: 1.28042; sd: 74.9674; counts: 3429
sfh 0.379622 42.6257 77.8933 39.1746 #avg: 63.5225; avg_err: 1.26371; sd: 73.9893; counts: 3429
sfh 0.384685 41.0307 77.6843 38.1102 #avg: 61.3037; avg_err: 1.20833; sd: 70.7465; counts: 3429
sfh 0.389747 38.9634 76.5746 36.1814 #avg: 58.8322; avg_err: 1.17088; sd: 68.5538; counts: 3429
