#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.4788e+09 4.83026e+08 7.91171e+06 4.2435e+08 2.21805e+08 1.01203e+08 1.65208e+09 1.60318e+07 1.69834e+09 3.41727e+08 3.65726e+08 537
1.64679e+10 5.37191e+08 9.72663e+06 4.51982e+08 3.09054e+08 1.21503e+08 1.56369e+09 1.7478e+07 1.57905e+09 4.61019e+08 5.02745e+08 675
2.5437e+10 5.38295e+08 7.23901e+06 4.55301e+08 2.97997e+08 1.17934e+08 1.44414e+09 1.36528e+07 1.45711e+09 4.72159e+08 5.12454e+08 1121
3.97696e+10 5.39401e+08 6.78824e+06 4.59494e+08 3.01542e+08 1.31735e+08 1.35478e+09 1.32744e+07 1.33261e+09 5.40147e+08 5.21825e+08 1352
6.29037e+10 5.68984e+08 7.66215e+06 4.72159e+08 3.48186e+08 1.3987e+08 1.25171e+09 1.40699e+07 1.20565e+09 6.09881e+08 5.30864e+08 1337
9.9832e+10 5.96148e+08 8.05969e+06 5.12454e+08 3.46005e+08 1.73806e+08 1.13307e+09 1.38796e+07 1.0763e+09 6.22037e+08 4.70296e+08 1299
1.56664e+11 5.91068e+08 8.41233e+06 5.02745e+08 3.62924e+08 1.65378e+08 1.05285e+09 1.41889e+07 1.01076e+09 5.68287e+08 4.74045e+08 1173
2.47257e+11 5.85667e+08 9.48926e+06 5.12454e+08 3.22873e+08 1.73806e+08 9.88343e+08 1.64213e+07 8.77994e+08 6.40409e+08 4.03949e+08 862
3.89268e+11 5.86652e+08 1.26343e+07 5.0218e+08 3.56279e+08 1.63532e+08 9.86684e+08 2.0635e+07 8.77994e+08 5.79115e+08 4.03949e+08 522
6.15795e+11 5.76482e+08 1.46961e+07 4.74045e+08 3.71439e+08 1.32767e+08 9.48312e+08 2.61906e+07 8.10788e+08 5.84386e+08 2.74073e+08 320
9.55003e+11 5.98451e+08 2.06282e+07 5.22369e+08 3.23115e+08 1.78525e+08 8.61214e+08 3.39145e+07 7.43049e+08 5.89564e+08 2.76105e+08 155
1.50388e+12 5.9706e+08 3.22896e+07 5.17828e+08 3.27656e+08 1.67608e+08 8.16095e+08 4.81287e+07 7.43049e+08 5.26385e+08 3.82884e+08 73
2.4677e+12 5.67588e+08 5.48217e+07 4.46348e+08 2.69789e+08 1.21568e+08 8.39159e+08 6.963e+07 8.10788e+08 3.94861e+08 3.43845e+08 29
4.27949e+12 5.86489e+08 7.96337e+07 4.66483e+08 5.68526e+08 1.27835e+08 9.28401e+08 1.28163e+08 8.77994e+08 5.17181e+08 4.1105e+08 15
5.71345e+12 6.64406e+08 1.86696e+08 8.51102e+08 0 3.73392e+08 5.36475e+08 6.95312e+07 6.06006e+08 0 1.39062e+08 2
