#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 8.75 - 9.25
#HM   Stats: 1.525000e+11 (median) + 8.000001e+10  / - 5.449999e+10
#SM   Stats: 8.965060e+08 (median) + 4.840140e+08  / - 2.542040e+08
#VMP  Stats: 1.288400e+02 (median) + 1.410001e+01  / - 1.182000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.104188e-09 (median) + 1.075469e-09  / - 5.618389e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 82225
sfh 0.060123 0 0 0 #avg: 6.59604e-05; avg_err: 2.84585e-05; sd: 0.00816038; counts: 82225
sfh 0.062373 0 0 0 #avg: 0.000240207; avg_err: 7.15995e-05; sd: 0.020531; counts: 82225
sfh 0.064623 0 0 0 #avg: 0.000621765; avg_err: 0.00012573; sd: 0.0360527; counts: 82225
sfh 0.066873 0 0 0 #avg: 0.00126704; avg_err: 0.000193283; sd: 0.0554232; counts: 82225
sfh 0.069123 0 0 0 #avg: 0.00273915; avg_err: 0.000318138; sd: 0.0912252; counts: 82225
sfh 0.071373 0 0 0 #avg: 0.00441045; avg_err: 0.000357919; sd: 0.102632; counts: 82225
sfh 0.073623 0 0 0 #avg: 0.00753809; avg_err: 0.000519518; sd: 0.14897; counts: 82225
sfh 0.075873 0 0 0 #avg: 0.0118101; avg_err: 0.000780918; sd: 0.223926; counts: 82225
sfh 0.078123 0 0 0 #avg: 0.0158383; avg_err: 0.000704835; sd: 0.20211; counts: 82225
sfh 0.080373 0 0 0 #avg: 0.0217086; avg_err: 0.000802777; sd: 0.230194; counts: 82225
sfh 0.082623 0 0 0 #avg: 0.0257489; avg_err: 0.00085214; sd: 0.244349; counts: 82225
sfh 0.085998 0 0.00517087 0 #avg: 0.0386944; avg_err: 0.00089266; sd: 0.255968; counts: 82225
sfh 0.089373 0 0.0266952 0 #avg: 0.0503158; avg_err: 0.00102511; sd: 0.293947; counts: 82225
sfh 0.092748 0 0.0581666 0 #avg: 0.0601072; avg_err: 0.000943203; sd: 0.270461; counts: 82225
sfh 0.096123 0 0.091575 0 #avg: 0.0756343; avg_err: 0.00104369; sd: 0.299276; counts: 82225
sfh 0.099498 0 0.122534 0 #avg: 0.0891069; avg_err: 0.00116521; sd: 0.33412; counts: 82225
sfh 0.102873 0.00482417 0.142638 0.00482417 #avg: 0.101752; avg_err: 0.00119568; sd: 0.342859; counts: 82225
sfh 0.106248 0.0128843 0.159194 0.0128843 #avg: 0.115902; avg_err: 0.00131088; sd: 0.37589; counts: 82225
sfh 0.109623 0.0214327 0.177006 0.0214327 #avg: 0.129754; avg_err: 0.00129082; sd: 0.370139; counts: 82225
sfh 0.112998 0.0290763 0.193626 0.0290763 #avg: 0.144679; avg_err: 0.00140231; sd: 0.402107; counts: 82225
sfh 0.116373 0.0363305 0.211659 0.0363305 #avg: 0.161118; avg_err: 0.00151288; sd: 0.433813; counts: 82225
sfh 0.119748 0.0435096 0.232572 0.0435096 #avg: 0.177796; avg_err: 0.00158177; sd: 0.453569; counts: 82225
sfh 0.123123 0.0509282 0.257556 0.0500444 #avg: 0.192759; avg_err: 0.00160664; sd: 0.460701; counts: 82225
sfh 0.126498 0.0593539 0.277178 0.0567617 #avg: 0.207433; avg_err: 0.00164234; sd: 0.470937; counts: 82225
sfh 0.129873 0.0686375 0.301756 0.0641165 #avg: 0.225841; avg_err: 0.00172426; sd: 0.494428; counts: 82225
sfh 0.133248 0.0785429 0.327107 0.0719741 #avg: 0.245693; avg_err: 0.00185484; sd: 0.531871; counts: 82225
sfh 0.136623 0.088681 0.353307 0.079746 #avg: 0.265125; avg_err: 0.00189721; sd: 0.54402; counts: 82225
sfh 0.141685 0.104916 0.3969 0.0922847 #avg: 0.292831; avg_err: 0.00197991; sd: 0.567733; counts: 82225
sfh 0.146748 0.124276 0.436544 0.107311 #avg: 0.319601; avg_err: 0.00200762; sd: 0.57568; counts: 82225
sfh 0.15181 0.143316 0.473335 0.121851 #avg: 0.347261; avg_err: 0.00209587; sd: 0.600986; counts: 82225
sfh 0.156873 0.166577 0.500351 0.140603 #avg: 0.373304; avg_err: 0.00211647; sd: 0.606891; counts: 82225
sfh 0.161935 0.18997 0.526715 0.158417 #avg: 0.399376; avg_err: 0.00215511; sd: 0.617972; counts: 82225
sfh 0.166998 0.215706 0.550667 0.177336 #avg: 0.428002; avg_err: 0.00220914; sd: 0.633463; counts: 82225
sfh 0.17206 0.241112 0.568138 0.196352 #avg: 0.451271; avg_err: 0.00221839; sd: 0.636116; counts: 82225
sfh 0.177123 0.269966 0.580912 0.217329 #avg: 0.476828; avg_err: 0.00224448; sd: 0.643599; counts: 82225
sfh 0.182185 0.297473 0.594118 0.235233 #avg: 0.500797; avg_err: 0.00224148; sd: 0.642737; counts: 82225
sfh 0.187248 0.318968 0.612755 0.248041 #avg: 0.522544; avg_err: 0.00225867; sd: 0.647668; counts: 82225
sfh 0.19231 0.340804 0.613719 0.259147 #avg: 0.540148; avg_err: 0.0022766; sd: 0.652809; counts: 82225
sfh 0.197373 0.362634 0.613042 0.269902 #avg: 0.556253; avg_err: 0.0022559; sd: 0.646873; counts: 82225
sfh 0.202435 0.381724 0.609925 0.276872 #avg: 0.571706; avg_err: 0.00224686; sd: 0.644281; counts: 82225
sfh 0.207498 0.397627 0.604553 0.28027 #avg: 0.582514; avg_err: 0.00220377; sd: 0.631926; counts: 82225
sfh 0.21256 0.415633 0.593587 0.282655 #avg: 0.593041; avg_err: 0.00218412; sd: 0.626292; counts: 82225
sfh 0.217623 0.42807 0.58321 0.281836 #avg: 0.60229; avg_err: 0.00216622; sd: 0.621158; counts: 82225
sfh 0.222685 0.440544 0.579966 0.280072 #avg: 0.609036; avg_err: 0.00212033; sd: 0.607999; counts: 82225
sfh 0.227748 0.450217 0.573293 0.275238 #avg: 0.616515; avg_err: 0.0020919; sd: 0.599848; counts: 82225
sfh 0.23281 0.45717 0.57203 0.271113 #avg: 0.625033; avg_err: 0.00209266; sd: 0.600065; counts: 82225
sfh 0.237873 0.464099 0.567031 0.266107 #avg: 0.631433; avg_err: 0.00208466; sd: 0.597771; counts: 82225
sfh 0.242935 0.471606 0.558614 0.262148 #avg: 0.63497; avg_err: 0.00205805; sd: 0.590141; counts: 82225
sfh 0.247998 0.472997 0.542223 0.253947 #avg: 0.632485; avg_err: 0.00200625; sd: 0.575286; counts: 82225
sfh 0.25306 0.477821 0.532129 0.250973 #avg: 0.635748; avg_err: 0.00201066; sd: 0.576552; counts: 82225
sfh 0.258123 0.481605 0.521365 0.24785 #avg: 0.635958; avg_err: 0.00198862; sd: 0.570231; counts: 82225
sfh 0.263185 0.483887 0.517593 0.243553 #avg: 0.63911; avg_err: 0.00197445; sd: 0.566169; counts: 82225
sfh 0.268248 0.487439 0.509455 0.241926 #avg: 0.639279; avg_err: 0.00194508; sd: 0.557747; counts: 82225
sfh 0.27331 0.488526 0.500055 0.238709 #avg: 0.636619; avg_err: 0.00192139; sd: 0.550954; counts: 82225
sfh 0.278373 0.488556 0.502446 0.238625 #avg: 0.638402; avg_err: 0.0019325; sd: 0.55414; counts: 82225
sfh 0.283435 0.488808 0.483262 0.236638 #avg: 0.630907; avg_err: 0.00188408; sd: 0.540256; counts: 82225
sfh 0.288498 0.489111 0.473694 0.235631 #avg: 0.627752; avg_err: 0.0018594; sd: 0.533177; counts: 82225
sfh 0.29356 0.486597 0.458026 0.23292 #avg: 0.620871; avg_err: 0.00183387; sd: 0.525856; counts: 82225
sfh 0.298623 0.485763 0.456146 0.231726 #avg: 0.617529; avg_err: 0.00179552; sd: 0.514861; counts: 82225
sfh 0.303685 0.48471 0.459348 0.230827 #avg: 0.617406; avg_err: 0.00180784; sd: 0.518392; counts: 82225
sfh 0.308748 0.484521 0.454341 0.232404 #avg: 0.614593; avg_err: 0.00179411; sd: 0.514458; counts: 82225
sfh 0.31381 0.482942 0.458699 0.233235 #avg: 0.615534; avg_err: 0.00182132; sd: 0.522259; counts: 82225
sfh 0.318873 0.482387 0.459317 0.235871 #avg: 0.617427; avg_err: 0.00187007; sd: 0.536238; counts: 82225
sfh 0.323935 0.479116 0.468065 0.237288 #avg: 0.62095; avg_err: 0.00196421; sd: 0.563231; counts: 82225
sfh 0.328997 0.476024 0.469647 0.238073 #avg: 0.626866; avg_err: 0.00215083; sd: 0.616744; counts: 82225
sfh 0.33406 0.47166 0.477825 0.23857 #avg: 0.639534; avg_err: 0.00271933; sd: 0.779761; counts: 82225
iclh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 82225
iclh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 82225
iclh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 82225
iclh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 82225
iclh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 82225
iclh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 82225
iclh 0.071373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 82225
iclh 0.073623 0 0 0 #avg: 1.2244e-07; avg_err: 1.2244e-07; sd: 3.51092e-05; counts: 82225
iclh 0.075873 0 0 0 #avg: 7.81979e-07; avg_err: 4.05818e-07; sd: 0.000116367; counts: 82225
iclh 0.078123 0 0 0 #avg: 3.27383e-06; avg_err: 1.05368e-06; sd: 0.000302141; counts: 82225
iclh 0.080373 0 0 0 #avg: 1.28586e-05; avg_err: 3.42016e-06; sd: 0.000980722; counts: 82225
iclh 0.082623 0 0 0 #avg: 3.31608e-05; avg_err: 7.39809e-06; sd: 0.00212138; counts: 82225
iclh 0.085998 0 0 0 #avg: 6.84755e-05; avg_err: 1.51497e-05; sd: 0.00434414; counts: 82225
iclh 0.089373 0 0 0 #avg: 0.000138828; avg_err: 2.58784e-05; sd: 0.00742055; counts: 82225
iclh 0.092748 0 0 0 #avg: 0.000180158; avg_err: 2.64765e-05; sd: 0.00759207; counts: 82225
iclh 0.096123 0 0 0 #avg: 0.000245931; avg_err: 3.31304e-05; sd: 0.00950004; counts: 82225
iclh 0.099498 0 0 0 #avg: 0.000322319; avg_err: 4.54661e-05; sd: 0.0130373; counts: 82225
iclh 0.102873 0 0 0 #avg: 0.000409534; avg_err: 5.21614e-05; sd: 0.0149571; counts: 82225
iclh 0.106248 0 0 0 #avg: 0.000457857; avg_err: 4.33998e-05; sd: 0.0124448; counts: 82225
iclh 0.109623 0 0 0 #avg: 0.000519888; avg_err: 3.94951e-05; sd: 0.0113251; counts: 82225
iclh 0.112998 0 0 0 #avg: 0.000537902; avg_err: 3.77623e-05; sd: 0.0108282; counts: 82225
iclh 0.116373 0 0 0 #avg: 0.000524749; avg_err: 3.48393e-05; sd: 0.00999007; counts: 82225
iclh 0.119748 0 0 0 #avg: 0.000527696; avg_err: 3.3918e-05; sd: 0.00972589; counts: 82225
iclh 0.123123 0 0 0 #avg: 0.000550605; avg_err: 3.76991e-05; sd: 0.0108101; counts: 82225
iclh 0.126498 0 0 0 #avg: 0.000586943; avg_err: 4.20198e-05; sd: 0.0120491; counts: 82225
iclh 0.129873 0 0 0 #avg: 0.000646823; avg_err: 6.2995e-05; sd: 0.0180636; counts: 82225
iclh 0.133248 0 0 0 #avg: 0.000715709; avg_err: 8.58015e-05; sd: 0.0246033; counts: 82225
iclh 0.136623 0 0 0 #avg: 0.000699266; avg_err: 6.97532e-05; sd: 0.0200015; counts: 82225
iclh 0.141685 0 0 0 #avg: 0.000688999; avg_err: 5.51145e-05; sd: 0.0158039; counts: 82225
iclh 0.146748 0 0 0 #avg: 0.000679953; avg_err: 5.10691e-05; sd: 0.0146439; counts: 82225
iclh 0.15181 0 0 0 #avg: 0.000685785; avg_err: 6.16749e-05; sd: 0.0176851; counts: 82225
iclh 0.156873 0 0 0 #avg: 0.000692664; avg_err: 6.9669e-05; sd: 0.0199774; counts: 82225
iclh 0.161935 0 0 0 #avg: 0.000655499; avg_err: 5.51769e-05; sd: 0.0158218; counts: 82225
iclh 0.166998 0 0 0 #avg: 0.000653321; avg_err: 5.70731e-05; sd: 0.0163656; counts: 82225
iclh 0.17206 0 0 0 #avg: 0.000605961; avg_err: 5.36864e-05; sd: 0.0153944; counts: 82225
iclh 0.177123 0 0 0 #avg: 0.000543621; avg_err: 4.07584e-05; sd: 0.0116874; counts: 82225
iclh 0.182185 0 0 0 #avg: 0.000512919; avg_err: 3.73137e-05; sd: 0.0106996; counts: 82225
iclh 0.187248 0 0 0 #avg: 0.000500216; avg_err: 4.35312e-05; sd: 0.0124825; counts: 82225
iclh 0.19231 0 0 0 #avg: 0.000468529; avg_err: 4.5604e-05; sd: 0.0130768; counts: 82225
iclh 0.197373 0 0 0 #avg: 0.000455178; avg_err: 4.29988e-05; sd: 0.0123298; counts: 82225
iclh 0.202435 0 0 0 #avg: 0.000399093; avg_err: 3.80744e-05; sd: 0.0109177; counts: 82225
iclh 0.207498 0 0 0 #avg: 0.000386792; avg_err: 4.33377e-05; sd: 0.012427; counts: 82225
iclh 0.21256 0 0 0 #avg: 0.000348783; avg_err: 2.67874e-05; sd: 0.0076812; counts: 82225
iclh 0.217623 0 0 0 #avg: 0.000337327; avg_err: 2.82963e-05; sd: 0.00811389; counts: 82225
iclh 0.222685 0 0 0 #avg: 0.000318084; avg_err: 2.98493e-05; sd: 0.0085592; counts: 82225
iclh 0.227748 0 0 0 #avg: 0.000300021; avg_err: 3.13153e-05; sd: 0.00897957; counts: 82225
iclh 0.23281 0 0 0 #avg: 0.000267939; avg_err: 2.46238e-05; sd: 0.00706081; counts: 82225
iclh 0.237873 0 0 0 #avg: 0.000221607; avg_err: 1.79637e-05; sd: 0.00515104; counts: 82225
iclh 0.242935 0 0 0 #avg: 0.000209338; avg_err: 1.80217e-05; sd: 0.00516769; counts: 82225
iclh 0.247998 0 0 0 #avg: 0.0001971; avg_err: 2.09027e-05; sd: 0.00599378; counts: 82225
iclh 0.25306 0 0 0 #avg: 0.000173998; avg_err: 1.89096e-05; sd: 0.00542227; counts: 82225
iclh 0.258123 0 0 0 #avg: 0.000168267; avg_err: 2.39729e-05; sd: 0.00687416; counts: 82225
iclh 0.263185 0 0 0 #avg: 0.000279709; avg_err: 0.00015074; sd: 0.0432244; counts: 82225
iclh 0.268248 0 0 0 #avg: 0.000204878; avg_err: 9.02272e-05; sd: 0.0258724; counts: 82225
iclh 0.27331 0 0 0 #avg: 0.00017715; avg_err: 7.11518e-05; sd: 0.0204026; counts: 82225
iclh 0.278373 0 0 0 #avg: 0.00016281; avg_err: 6.74373e-05; sd: 0.0193375; counts: 82225
iclh 0.283435 0 0 0 #avg: 0.000115683; avg_err: 3.20399e-05; sd: 0.00918736; counts: 82225
iclh 0.288498 0 0 0 #avg: 0.000106628; avg_err: 3.48803e-05; sd: 0.0100018; counts: 82225
iclh 0.29356 0 0 0 #avg: 9.50873e-05; avg_err: 3.42127e-05; sd: 0.00981041; counts: 82225
iclh 0.298623 0 0 0 #avg: 8.05291e-05; avg_err: 2.80143e-05; sd: 0.00803302; counts: 82225
iclh 0.303685 0 0 0 #avg: 7.50821e-05; avg_err: 2.7018e-05; sd: 0.00774732; counts: 82225
iclh 0.308748 0 0 0 #avg: 6.63148e-05; avg_err: 3.09754e-05; sd: 0.0088821; counts: 82225
iclh 0.31381 0 0 0 #avg: 3.23098e-05; avg_err: 6.30802e-06; sd: 0.00180881; counts: 82225
