#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
6.3877e+10 3.73016e+08 3.1738e+07 4.04754e+08 0 6.3476e+07 5.71361e+08 3.46454e+07 6.06006e+08 0 6.92907e+07 2
1.07468e+11 4.26376e+08 8.82784e+07 3.60165e+08 4.15189e+08 5.05524e+07 9.88203e+08 1.52145e+08 1.14127e+09 1.28166e+08 6.2344e+08 5
1.62009e+11 6.20274e+08 8.22747e+07 5.36715e+08 4.27529e+08 2.0906e+08 8.19653e+08 6.14282e+07 8.10788e+08 1.99972e+08 2.06236e+08 15
2.63018e+11 5.73583e+08 8.11983e+07 4.7771e+08 5.3305e+08 1.54563e+08 7.91706e+08 1.08689e+08 6.74785e+08 6.57828e+08 2.07841e+08 16
4.01916e+11 6.00814e+08 6.2008e+07 5.46096e+08 3.82135e+08 2.30256e+08 1.1515e+09 1.36665e+08 1.14127e+09 7.31492e+08 6.74324e+08 15
6.21823e+11 5.36464e+08 4.95656e+07 4.66944e+08 2.71761e+08 1.06779e+08 9.82536e+08 7.76399e+07 9.44654e+08 4.5052e+08 3.38648e+08 19
1.01234e+12 6.08375e+08 8.2291e+07 5.21825e+08 4.84727e+08 1.61659e+08 8.2445e+08 6.60218e+07 8.10788e+08 3.3048e+08 2.26299e+08 12
1.63927e+12 5.50158e+08 8.36765e+07 5.62728e+08 3.39265e+07 1.67867e+08 8.27682e+08 1.43786e+08 8.10788e+08 5.21825e+08 3.43845e+08 8
2.58357e+12 7.13326e+08 1.14626e+08 6.06006e+08 5.06097e+08 1.39062e+08 7.56008e+08 9.94832e+07 8.51102e+08 2.252e+08 4.96745e+08 10
4.04666e+12 5.42734e+08 1.5832e+08 7.01053e+08 0 3.16639e+08 9.44377e+08 6.63834e+07 1.01076e+09 0 1.32767e+08 2
6.02312e+12 9.78243e+08 5.46121e+07 9.70877e+08 1.05425e+08 8.33265e+07 9.41354e+08 1.99203e+08 8.10788e+08 5.21825e+08 1.30127e+08 3
