#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.16403e+09 1.05473e+09 1.60386e+06 7.94287e+08 9.26562e+08 4.2474e+08 2.17643e+09 2.9198e+06 1.74201e+09 2.14595e+09 1.02505e+09 261686
1.56482e+10 8.57849e+08 1.93217e+06 6.76918e+08 6.48577e+08 3.20645e+08 1.88654e+09 4.43796e+06 1.39649e+09 1.88396e+09 7.91253e+08 105983
2.46734e+10 8.24062e+08 2.3235e+06 6.05234e+08 6.70604e+08 2.54786e+08 1.73625e+09 5.40929e+06 1.28215e+09 1.75756e+09 6.76918e+08 69648
3.91838e+10 8.15865e+08 2.8481e+06 5.91894e+08 6.7941e+08 2.43876e+08 1.59602e+09 6.38674e+06 1.16825e+09 1.39422e+09 5.63017e+08 47220
6.23089e+10 8.45134e+08 3.53521e+06 6.00964e+08 7.35139e+08 2.5172e+08 1.54106e+09 7.30753e+06 1.16825e+09 1.27584e+09 5.63017e+08 34207
9.911e+10 9.03759e+08 4.41433e+06 6.79528e+08 7.51738e+08 3.29079e+08 1.54732e+09 8.58208e+06 1.16825e+09 1.27584e+09 5.63017e+08 26047
1.57332e+11 9.68622e+08 5.43004e+06 6.94765e+08 9.08468e+08 3.40764e+08 1.5845e+09 9.59182e+06 1.16825e+09 1.39422e+09 5.63017e+08 20479
2.49267e+11 1.02113e+09 6.34779e+06 7.1696e+08 9.37068e+08 3.56372e+08 1.67849e+09 1.1012e+07 1.28215e+09 1.39907e+09 6.76918e+08 17033
3.95455e+11 1.12034e+09 7.67122e+06 8.09101e+08 1.04953e+09 4.39554e+08 1.7831e+09 1.20173e+07 1.39649e+09 1.52337e+09 7.91253e+08 14375
6.26652e+11 1.24475e+09 9.60979e+06 8.52577e+08 1.22342e+09 4.04784e+08 1.94993e+09 1.37737e+07 1.51125e+09 1.7692e+09 7.94287e+08 12260
9.90769e+11 1.37555e+09 1.19685e+07 9.54364e+08 1.35205e+09 4.96887e+08 2.18661e+09 1.63937e+07 1.74201e+09 2.02384e+09 1.02505e+09 9953
1.56906e+12 1.57961e+09 1.56788e+07 1.08462e+09 1.65192e+09 6.1497e+08 2.41553e+09 1.99917e+07 1.85802e+09 2.39794e+09 1.13792e+09 7913
2.46526e+12 1.8285e+09 2.12557e+07 1.26673e+09 2.0053e+09 7.66428e+08 2.58048e+09 2.43358e+07 2.09125e+09 2.53496e+09 1.26213e+09 5802
3.91914e+12 2.20151e+09 3.22885e+07 1.48011e+09 2.67099e+09 8.95984e+08 2.47988e+09 2.9535e+07 1.97444e+09 2.40471e+09 1.14531e+09 3652
6.1326e+12 2.46234e+09 4.59333e+07 1.71452e+09 3.01779e+09 1.10929e+09 2.43096e+09 3.65881e+07 1.97444e+09 2.28152e+09 1.14531e+09 2066
9.76828e+12 2.77244e+09 6.69949e+07 2.02384e+09 3.31512e+09 1.34172e+09 2.18975e+09 4.63441e+07 1.74201e+09 1.85749e+09 9.12884e+08 1164
1.55223e+13 3.18181e+09 9.94747e+07 2.54162e+09 3.51988e+09 1.74432e+09 2.06529e+09 6.18827e+07 1.74201e+09 1.78051e+09 1.02505e+09 590
2.43121e+13 3.06192e+09 1.56172e+08 2.20847e+09 3.74692e+09 1.41418e+09 2.03854e+09 9.88588e+07 1.62642e+09 1.8961e+09 9.0946e+08 238
3.91494e+13 2.99956e+09 2.03232e+08 2.44409e+09 3.23269e+09 1.61496e+09 1.75063e+09 1.15805e+08 1.39649e+09 1.40387e+09 6.79528e+08 116
6.02145e+13 3.41622e+09 4.4593e+08 3.34407e+09 3.02799e+09 2.65684e+09 1.21231e+09 1.03837e+08 1.05478e+09 8.03239e+08 4.49546e+08 31
9.27447e+13 3.4093e+09 5.86962e+08 3.01613e+09 1.70863e+09 1.95778e+09 1.67551e+09 2.37106e+08 1.51125e+09 1.16998e+09 5.69512e+08 15
1.64043e+14 2.71619e+09 7.24888e+08 1.83849e+09 2.61377e+09 7.53872e+08 1.83189e+09 4.09691e+08 1.85802e+09 1.30188e+09 1.14106e+09 8
3.01176e+14 3.48018e+08 3.48018e+08 3.48018e+08 0 0 1.62642e+09 1.62642e+09 1.62642e+09 0 0 1
5.06765e+14 1.53348e+09 1.53348e+09 1.53348e+09 0 0 1.62642e+09 1.62642e+09 1.62642e+09 0 0 1
