#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.81773e+07 0.169426 0.190665 0.00144218 0 1 0 0.144189 0.000366951 0.11861 0.139564 0.0862412 96520
1.57784e+08 0.16426 0.183855 0.00215655 0 1 0 0.156873 0.000592507 0.130292 0.152046 0.0916301 41337
2.50562e+08 0.165704 0.183802 0.00223337 0 1 0 0.166821 0.000619654 0.145715 0.14731 0.101963 37905
3.97248e+08 0.171499 0.190154 0.00229789 0 1 0 0.169057 0.000612766 0.150778 0.141501 0.10343 36665
6.27237e+08 0.171019 0.189635 0.00243883 0 1 0 0.169511 0.000663557 0.149594 0.145798 0.102757 32552
9.93288e+08 0.173996 0.193905 0.00266511 0 1 0 0.176093 0.000740718 0.155868 0.150792 0.108345 27926
1.57223e+09 0.183566 0.206294 0.00301155 0 1 0 0.185629 0.000837254 0.166761 0.152149 0.112201 23452
2.49809e+09 0.197951 0.222959 0.00338065 0 1 0 0.194822 0.000938821 0.174518 0.16047 0.118449 19914
3.95935e+09 0.213871 0.244153 0.0037793 0 1 0 0.209437 0.00107419 0.187621 0.170165 0.12443 17403
6.27352e+09 0.225466 0.262358 0.00428317 0 1 0 0.226271 0.00124002 0.204205 0.178576 0.138377 15071
9.96759e+09 0.258974 0.306712 0.00491177 0 1 0 0.248319 0.00143096 0.226265 0.192454 0.15 13260
1.57657e+10 0.282699 0.340907 0.00551419 0 1 0 0.273743 0.00162227 0.250551 0.208944 0.16173 11751
2.50387e+10 0.320449 0.398406 0.00622654 0 1 0 0.305026 0.00180131 0.287805 0.218781 0.182751 10788
3.95466e+10 0.345851 0.444606 0.007047 0 1 0 0.339776 0.00197996 0.327085 0.227755 0.199168 9640
6.24145e+10 0.371981 0.48377 0.00813317 0 1 0 0.363555 0.00223048 0.361097 0.213964 0.216794 7702
9.84516e+10 0.372127 0.482306 0.00965474 0 1 0 0.382064 0.00270894 0.385847 0.2203 0.229366 5482
1.54354e+11 0.38899 0.50242 0.0125265 0 1 0 0.392117 0.00364928 0.400844 0.223951 0.258104 3306
2.42377e+11 0.381714 0.485934 0.0178478 0 1 0 0.420124 0.00502632 0.438562 0.198154 0.256227 1564
3.8175e+11 0.349174 0.448347 0.0310726 0 1 0 0.456094 0.00745259 0.467412 0.163022 0.197369 484
5.97117e+11 0.282609 0.293478 0.0501742 0 1 0 0.507614 0.0127287 0.51064 0.116056 0.138879 92
9.68979e+11 0.333333 0.333333 0.125988 0 1 0 0.501606 0.0288962 0.489716 0.129925 0.0983773 15
