#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.45 - 2.61667
#HM   Stats: 8.070590e+12 (median) + 4.570610e+12  / - 3.007350e+12
#SM   Stats: 9.991090e+10 (median) + 6.677310e+10  / - 6.397860e+10
#VMP  Stats: 3.138500e+02 (median) + 4.335999e+01  / - 2.361002e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.945268e-11 (median) + 7.508592e-11  / - 1.668485e-11
sfh 0.055623 0 0 0 #avg: 0.000124316; avg_err: 0.000124316; sd: 0.00262246; counts: 446
sfh 0.060123 0 0 0 #avg: 0.00151205; avg_err: 0.000779894; sd: 0.0164519; counts: 446
sfh 0.062373 0 0 0 #avg: 0.0142335; avg_err: 0.00621569; sd: 0.13112; counts: 446
sfh 0.064623 0 0 0 #avg: 0.0286369; avg_err: 0.0106256; sd: 0.224148; counts: 446
sfh 0.066873 0 0 0 #avg: 0.0499059; avg_err: 0.0136159; sd: 0.287228; counts: 446
sfh 0.069123 0 0 0 #avg: 0.1604; avg_err: 0.0509493; sd: 1.07478; counts: 446
sfh 0.071373 0 0.0350809 0 #avg: 0.209905; avg_err: 0.0521218; sd: 1.09951; counts: 446
sfh 0.073623 0 0.110071 0 #avg: 0.261996; avg_err: 0.0508657; sd: 1.07301; counts: 446
sfh 0.075873 0 0.232105 0 #avg: 0.432527; avg_err: 0.105071; sd: 2.21648; counts: 446
sfh 0.078123 0 0.415085 0 #avg: 0.579763; avg_err: 0.134508; sd: 2.83745; counts: 446
sfh 0.080373 0 0.691661 0 #avg: 0.755379; avg_err: 0.207369; sd: 4.37446; counts: 446
sfh 0.082623 0.0223709 0.761577 0.0223709 #avg: 0.728008; avg_err: 0.183744; sd: 3.87609; counts: 446
sfh 0.085998 0.0681531 0.967797 0.0681531 #avg: 1.05048; avg_err: 0.221916; sd: 4.68132; counts: 446
sfh 0.089373 0.157744 1.35389 0.157744 #avg: 1.44839; avg_err: 0.359595; sd: 7.58566; counts: 446
sfh 0.092748 0.226403 1.55969 0.226403 #avg: 1.57545; avg_err: 0.287031; sd: 6.05492; counts: 446
sfh 0.096123 0.347229 1.70607 0.343915 #avg: 1.59259; avg_err: 0.239553; sd: 5.05337; counts: 446
sfh 0.099498 0.432538 1.86483 0.420126 #avg: 1.78061; avg_err: 0.258261; sd: 5.44802; counts: 446
sfh 0.102873 0.533058 1.92622 0.508033 #avg: 1.91984; avg_err: 0.255293; sd: 5.38542; counts: 446
sfh 0.106248 0.605541 2.32578 0.560455 #avg: 2.37613; avg_err: 0.353781; sd: 7.46301; counts: 446
sfh 0.109623 0.698692 2.83899 0.635469 #avg: 2.55372; avg_err: 0.309914; sd: 6.53765; counts: 446
sfh 0.112998 0.837095 3.22461 0.758196 #avg: 2.72206; avg_err: 0.278233; sd: 5.86933; counts: 446
sfh 0.116373 1.01226 3.61785 0.914181 #avg: 3.05067; avg_err: 0.325576; sd: 6.86803; counts: 446
sfh 0.119748 1.20447 4.25981 1.08152 #avg: 3.62014; avg_err: 0.495668; sd: 10.4561; counts: 446
sfh 0.123123 1.38022 3.89849 1.23574 #avg: 4.39539; avg_err: 0.804931; sd: 16.98; counts: 446
sfh 0.126498 1.41364 4.46964 1.24859 #avg: 4.88616; avg_err: 0.917547; sd: 19.3557; counts: 446
sfh 0.129873 1.6172 5.14084 1.46217 #avg: 5.65963; avg_err: 1.18268; sd: 24.9486; counts: 446
sfh 0.133248 1.79096 6.55739 1.61987 #avg: 6.17104; avg_err: 1.17395; sd: 24.7644; counts: 446
sfh 0.136623 1.88674 6.59345 1.68073 #avg: 6.0865; avg_err: 0.873037; sd: 18.4167; counts: 446
sfh 0.141685 2.33752 8.37918 2.08334 #avg: 6.4298; avg_err: 0.592669; sd: 12.5024; counts: 446
sfh 0.146748 2.65877 10.7711 2.34504 #avg: 8.1289; avg_err: 0.841077; sd: 17.7425; counts: 446
sfh 0.15181 2.98015 10.5709 2.641 #avg: 9.99292; avg_err: 1.23282; sd: 26.0063; counts: 446
sfh 0.156873 3.38422 14.7941 3.0761 #avg: 11.5914; avg_err: 1.23361; sd: 26.0231; counts: 446
sfh 0.161935 4.03785 17.2712 3.67933 #avg: 13.4592; avg_err: 1.57436; sd: 33.2112; counts: 446
sfh 0.166998 4.79132 22.2683 4.41338 #avg: 14.9993; avg_err: 1.57727; sd: 33.2726; counts: 446
sfh 0.17206 5.56852 22.7522 5.07693 #avg: 16.2256; avg_err: 1.78581; sd: 37.6716; counts: 446
sfh 0.177123 5.85092 21.2493 5.22596 #avg: 16.6222; avg_err: 1.57128; sd: 33.1462; counts: 446
sfh 0.182185 6.38858 20.5518 5.67291 #avg: 16.8519; avg_err: 1.67918; sd: 35.4223; counts: 446
sfh 0.187248 7.12452 24.6835 6.36576 #avg: 18.8754; avg_err: 1.82605; sd: 38.5207; counts: 446
sfh 0.19231 7.74771 25.946 6.87424 #avg: 19.6629; avg_err: 1.73894; sd: 36.683; counts: 446
sfh 0.197373 8.55829 23.3298 7.67286 #avg: 21.1601; avg_err: 1.80358; sd: 38.0465; counts: 446
sfh 0.202435 9.41268 28.0622 8.54677 #avg: 22.2867; avg_err: 1.74825; sd: 36.8793; counts: 446
sfh 0.207498 9.46891 33.8887 8.6883 #avg: 22.7217; avg_err: 1.68261; sd: 35.4947; counts: 446
sfh 0.21256 10.1185 39.713 9.36006 #avg: 24.5471; avg_err: 1.80201; sd: 38.0135; counts: 446
sfh 0.217623 10.6589 40.507 9.82172 #avg: 28.182; avg_err: 2.24252; sd: 47.306; counts: 446
sfh 0.222685 11.3572 42.5944 10.4613 #avg: 31.3116; avg_err: 2.64373; sd: 55.7695; counts: 446
sfh 0.227748 12.0452 38.0424 11.2578 #avg: 32.5009; avg_err: 2.78582; sd: 58.7669; counts: 446
sfh 0.23281 12.802 40.319 11.9941 #avg: 33.322; avg_err: 3.12455; sd: 65.9124; counts: 446
sfh 0.237873 14.3043 41.7093 13.3579 #avg: 33.9066; avg_err: 3.05314; sd: 64.4062; counts: 446
sfh 0.242935 16.0751 45.2108 15.0145 #avg: 34.4274; avg_err: 2.77686; sd: 58.5779; counts: 446
sfh 0.247998 15.3235 48.5218 14.499 #avg: 34.333; avg_err: 2.6223; sd: 55.3175; counts: 446
sfh 0.25306 16.7443 56.787 15.749 #avg: 37.0489; avg_err: 2.92605; sd: 61.7252; counts: 446
sfh 0.258123 18.211 56.517 17.2804 #avg: 39.1765; avg_err: 2.92019; sd: 61.6015; counts: 446
sfh 0.263185 17.478 67.2755 16.6074 #avg: 43.3303; avg_err: 3.40314; sd: 71.7892; counts: 446
sfh 0.268248 18.1212 65.7015 17.2558 #avg: 45.6853; avg_err: 3.60285; sd: 76.0021; counts: 446
sfh 0.27331 20.5151 71.1143 19.5324 #avg: 49.8669; avg_err: 4.0646; sd: 85.7429; counts: 446
sfh 0.278373 21.4009 77.086 20.5966 #avg: 51.7871; avg_err: 3.89929; sd: 82.2556; counts: 446
sfh 0.283435 22.3708 85.4382 21.5077 #avg: 53.5364; avg_err: 3.86092; sd: 81.4462; counts: 446
sfh 0.288498 27.7866 86.9264 26.9499 #avg: 56.388; avg_err: 3.82554; sd: 80.6998; counts: 446
sfh 0.29356 26.5341 89.8949 25.5904 #avg: 56.5969; avg_err: 3.86855; sd: 81.6072; counts: 446
sfh 0.298623 25.7849 87.0481 24.9078 #avg: 55.7218; avg_err: 3.73505; sd: 78.7909; counts: 446
sfh 0.303685 31.0391 76.4999 30.0758 #avg: 56.3061; avg_err: 3.68975; sd: 77.8354; counts: 446
sfh 0.308748 29.4819 90.5871 28.3864 #avg: 56.3487; avg_err: 3.6634; sd: 77.2795; counts: 446
sfh 0.31381 32.249 78.576 31.4175 #avg: 54.9539; avg_err: 3.4449; sd: 72.6702; counts: 446
sfh 0.318873 34.7667 75.9583 33.9718 #avg: 54.8477; avg_err: 3.16448; sd: 66.7547; counts: 446
sfh 0.323935 32.5179 79.2401 31.7362 #avg: 54.2511; avg_err: 3.07848; sd: 64.9406; counts: 446
sfh 0.328997 33.9422 71.9078 33.1215 #avg: 52.6181; avg_err: 2.97293; sd: 62.7141; counts: 446
sfh 0.33406 31.4047 68.9773 30.6661 #avg: 51.7555; avg_err: 3.11789; sd: 65.7721; counts: 446
sfh 0.339122 32.8021 67.5399 32.2234 #avg: 51.9945; avg_err: 3.22644; sd: 68.0618; counts: 446
