#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.82138e+09 1.16446e+09 2.60031e+07 9.06013e+08 1.01309e+09 4.37948e+08 1.46399e+09 3.49116e+07 1.05478e+09 1.38931e+09 4.78913e+08 1051
1.58183e+10 1.11617e+09 3.00924e+07 8.29125e+08 1.00302e+09 3.6106e+08 1.30499e+09 3.67743e+07 9.41735e+08 1.26673e+09 3.80897e+08 756
2.50305e+10 1.03688e+09 2.83837e+07 8.00274e+08 9.41735e+08 3.50728e+08 1.25407e+09 3.76455e+07 9.41735e+08 1.0327e+09 4.47792e+08 707
3.91991e+10 1.06821e+09 3.22893e+07 8.03239e+08 8.23207e+08 3.50212e+08 1.21486e+09 4.1116e+07 8.29125e+08 1.14211e+09 3.35182e+08 608
6.32148e+10 1.16959e+09 3.658e+07 9.02545e+08 1.07189e+09 4.44376e+08 1.19218e+09 4.34317e+07 9.32842e+08 8.09167e+08 4.38899e+08 558
9.89187e+10 1.20441e+09 4.06753e+07 9.41735e+08 9.16891e+08 4.47792e+08 1.18889e+09 5.09441e+07 8.29125e+08 9.12884e+08 3.35182e+08 452
1.57215e+11 1.22463e+09 4.84573e+07 9.23002e+08 1.05144e+09 4.29059e+08 1.22566e+09 6.40549e+07 8.6037e+08 9.97649e+08 3.66428e+08 360
2.45829e+11 1.30668e+09 5.47595e+07 9.42342e+08 1.36408e+09 4.72691e+08 1.29769e+09 4.83201e+07 1.04022e+09 1.05104e+09 4.772e+08 327
3.88002e+11 1.54165e+09 7.63787e+07 1.16825e+09 1.51297e+09 6.05234e+08 1.48647e+09 9.10882e+07 1.14952e+09 1.29457e+09 6.55575e+08 229
6.19422e+11 1.84341e+09 1.1854e+08 1.28215e+09 1.9983e+09 6.84718e+08 1.44512e+09 7.96162e+07 1.05478e+09 1.2713e+09 4.89588e+08 172
9.9901e+11 1.83949e+09 1.32736e+08 1.16825e+09 2.23307e+09 6.09289e+08 1.74683e+09 1.28719e+08 1.16825e+09 1.77812e+09 6.74308e+08 155
1.56291e+12 2.12721e+09 1.61759e+08 1.28215e+09 2.83627e+09 6.76918e+08 1.98603e+09 1.35021e+08 1.47673e+09 2.04579e+09 8.52303e+08 124
2.478e+12 2.26074e+09 2.05e+08 1.64666e+09 2.48637e+09 9.51893e+08 2.43724e+09 1.98564e+08 1.74201e+09 2.56048e+09 1.06248e+09 89
3.90437e+12 2.24854e+09 2.38698e+08 1.51125e+09 2.37672e+09 7.94287e+08 1.97182e+09 1.91841e+08 1.63771e+09 1.60113e+09 1.18468e+09 73
6.17805e+12 2.00882e+09 3.06577e+08 1.28215e+09 2.36187e+09 7.88209e+08 2.07979e+09 2.49836e+08 1.80694e+09 1.95508e+09 1.00965e+09 34
9.89077e+12 1.93137e+09 2.89183e+08 1.74201e+09 2.07556e+09 1.24807e+09 1.50917e+09 2.63745e+08 9.60049e+08 2.14603e+09 3.99212e+08 22
1.67019e+13 2.5484e+09 5.12095e+08 2.01459e+09 3.43783e+09 1.18546e+09 1.45452e+09 2.80969e+08 8.34303e+08 1.84692e+09 3.79551e+08 18
2.78307e+13 2.47552e+09 2.11484e+08 2.68123e+09 1.19135e+08 8.23207e+08 8.39838e+08 2.9497e+08 7.0445e+08 9.93476e+08 3.44908e+08 4
3.86169e+13 4.13267e+09 1.38197e+09 4.28144e+09 3.66016e+09 2.65502e+09 1.17725e+09 5.16996e+08 9.628e+08 1.71843e+09 6.14782e+08 4
5.75596e+13 4.43268e+09 1.45438e+09 4.57996e+09 3.47187e+09 3.63822e+09 9.26612e+08 2.48467e+08 1.26673e+09 1.29755e+08 9.40464e+08 4
8.21765e+13 5.99606e+09 5.99606e+09 5.99606e+09 0 0 1.39649e+09 1.39649e+09 1.39649e+09 0 0 1
