#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
6.95691e+09 0 0 0 0 0 0 0.08353 0.017577 0.0440867 0.141106 0.0289023 23
1.6166e+10 0.0666667 0.0666667 0.0666667 0 0 0 0.193953 0.0512061 0.127808 0.181291 0.111607 15
2.58127e+10 0.103448 0.103448 0.0575533 0 0 0 0.233347 0.0372563 0.206009 0.216281 0.189808 29
4.13215e+10 0.104167 0.104167 0.0313412 0 0 0 0.193406 0.0164579 0.16966 0.189399 0.130054 96
6.54792e+10 0.0692308 0.0692308 0.0157732 0 0 0 0.241432 0.0124659 0.193779 0.252808 0.152728 260
1.02972e+11 0.0678514 0.0678514 0.0101164 0 0 0 0.225593 0.00698231 0.195121 0.222706 0.153133 619
1.60882e+11 0.0714286 0.0714286 0.00746883 0 0 0 0.238494 0.00540886 0.195895 0.254448 0.151809 1190
2.54924e+11 0.0686695 0.070279 0.00606631 0 0 0 0.235924 0.00420894 0.193174 0.235938 0.132309 1864
3.99777e+11 0.0619393 0.0632208 0.00513855 0 0 0 0.247721 0.00362463 0.216083 0.223724 0.151911 2341
6.30586e+11 0.0666141 0.0674024 0.00504069 0 0 0 0.239651 0.00333578 0.213686 0.20201 0.148902 2537
9.91315e+11 0.0655889 0.0665127 0.00543557 0 0 0 0.24759 0.00363138 0.220403 0.207639 0.151511 2165
1.55768e+12 0.0822281 0.0822281 0.00707654 0 0 0 0.253533 0.00434449 0.231088 0.19567 0.155338 1508
2.44436e+12 0.0833333 0.0833333 0.00915706 0 0 0 0.281331 0.00589447 0.251966 0.215195 0.151946 912
3.87499e+12 0.0854369 0.0873786 0.0127553 0 0 0 0.307091 0.00780727 0.297568 0.199447 0.187521 515
6.04737e+12 0.142222 0.142222 0.0233371 0 0 0 0.33244 0.011811 0.329226 0.182446 0.176437 225
9.68211e+12 0.104762 0.104762 0.0300299 0 0 0 0.348077 0.0178322 0.34846 0.210157 0.202947 105
1.45453e+13 0.0606061 0.0606061 0.04218 0 0 0 0.417278 0.0291259 0.410847 0.187578 0.153723 33
2.54924e+13 0 0 0 0 0 0 0.399044 0.0531787 0.319477 0.328643 0.0542273 11
3.49914e+13 0 0 0 0 0 0 0.589116 0.0297942 0.61891 0 0.0595885 2
