#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
46.1244 4.00166e-05 5.83691e-06 138164 8436.81 0 0 0 0.280699 6.90081e-05 0.273297 0.0832029 0.0689681 0.371306 5.77497e-05 0.375544 0.0584371 0.06658 0.468703 2.15741e-05 0.473882 0.0145577 0.0240229 1174512
62.4856 1.32697e-05 4.4232e-06 224551 12940.2 0 0 0 0.236946 7.66192e-05 0.227691 0.0688888 0.0514403 0.350904 6.86953e-05 0.353628 0.0516456 0.0584979 0.465915 2.4757e-05 0.469999 0.0135732 0.021547 678238
79.4692 1.34828e-05 5.5043e-06 610271 29165.8 0 0 0 0.221708 8.85397e-05 0.214306 0.0610604 0.0480924 0.349601 7.93323e-05 0.35223 0.0482968 0.0548155 0.467671 2.62669e-05 0.471035 0.0119179 0.0185495 445011
98.4668 3.39791e-05 1.13262e-05 1.88218e+06 69376.8 0 0 0 0.227251 0.000114403 0.220896 0.0599644 0.0491832 0.355575 9.52588e-05 0.358389 0.0439074 0.0508122 0.470284 3.00282e-05 0.47323 0.0104567 0.01622 264869
123.9 0.000290164 4.97558e-05 6.56582e+06 211563 0 0 0 0.244077 0.000173923 0.238571 0.0611296 0.051363 0.376173 0.000135444 0.379927 0.0409893 0.0495887 0.478187 3.54165e-05 0.480667 0.0076474 0.0124112 117175
155.267 0.00596334 0.000360505 3.02057e+07 826265 0 0 0 0.275435 0.000282879 0.272522 0.0614558 0.057255 0.407688 0.000168552 0.412301 0.0272573 0.0368463 0.483077 4.66288e-05 0.484919 0.00563422 0.00867516 45612
192.952 0.0356827 0.00174556 1.1399e+08 3.30754e+06 0 0 0 0.29587 0.00054197 0.294226 0.0560015 0.0545244 0.403376 0.000336604 0.405343 0.0299198 0.0338557 0.473249 0.000189026 0.478296 0.00957006 0.0176094 11294
240.943 0.133473 0.00899332 3.17126e+08 1.55489e+07 0 8.53413e+08 0 0.291814 0.00162614 0.286414 0.0585927 0.052017 0.375808 0.00130056 0.37563 0.0458764 0.0463136 0.447578 0.00102418 0.456879 0.0254441 0.0455065 1431
306.933 0.42132 0.0352693 6.91416e+08 5.99595e+07 4.49746e+08 1.11547e+09 4.49746e+08 0.26867 0.00490264 0.262378 0.0629842 0.0571667 0.347835 0.00465066 0.344803 0.069879 0.058646 0.417672 0.00403385 0.428944 0.0471014 0.074405 197
393.856 0.666667 0.0647524 1.16544e+09 1.29908e+08 1.093e+09 1.08464e+09 1.093e+09 0.248712 0.00934136 0.238336 0.0741846 0.0614263 0.308632 0.00911416 0.295236 0.102051 0.0511634 0.36986 0.00783565 0.368279 0.0681515 0.0534747 54
497.937 0.666667 0.105409 1.42601e+09 2.52076e+08 1.64291e+09 5.34724e+08 1.64291e+09 0.231401 0.0197081 0.20599 0.0854962 0.0600524 0.298664 0.0201556 0.305923 0.126687 0.100132 0.351512 0.0171946 0.353822 0.0968026 0.0780234 21
630.359 1 0 1.26056e+09 5.3809e+08 9.3351e+08 2.256e+09 9.3351e+08 0.216027 0.0311776 0.198374 0.13814 0.0377416 0.261981 0.0371341 0.234646 0.165216 0.055356 0.33738 0.0310899 0.327752 0.113623 0.0788711 5
