#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.75267e+07 9.08177e+08 6.30014e+06 6.79528e+08 8.00967e+08 3.29079e+08 1.51374e+09 1.14514e+07 1.05478e+09 1.38931e+09 4.64807e+08 12475
1.57713e+08 9.47215e+08 1.07167e+07 6.87229e+08 8.24018e+08 3.35583e+08 1.49409e+09 1.87582e+07 1.05478e+09 1.2713e+09 4.49546e+08 5030
2.51215e+08 1.02036e+09 1.2108e+07 7.1696e+08 1.01017e+09 3.62958e+08 1.4676e+09 1.93117e+07 1.05478e+09 1.2713e+09 4.49546e+08 4650
3.99993e+08 1.07272e+09 1.21975e+07 7.91253e+08 1.00016e+09 4.28638e+08 1.51578e+09 1.90389e+07 1.16825e+09 1.27584e+09 5.63017e+08 4621
6.28053e+08 1.08531e+09 1.27372e+07 7.97294e+08 1.06072e+09 4.38814e+08 1.55601e+09 2.19773e+07 1.16825e+09 1.27584e+09 5.63017e+08 4504
9.94617e+08 1.12908e+09 1.44029e+07 8.1198e+08 1.10712e+09 4.47458e+08 1.59952e+09 2.26585e+07 1.16825e+09 1.39422e+09 5.63017e+08 3937
1.5773e+09 1.19117e+09 1.67214e+07 8.31239e+08 1.2183e+09 4.62445e+08 1.67944e+09 2.56281e+07 1.28215e+09 1.28032e+09 6.76918e+08 3453
2.50849e+09 1.19431e+09 1.77009e+07 8.41292e+08 1.21719e+09 4.74961e+08 1.68042e+09 2.70905e+07 1.28215e+09 1.39907e+09 6.76918e+08 3083
3.96812e+09 1.2281e+09 1.99624e+07 8.54637e+08 1.2239e+09 4.06845e+08 1.82138e+09 2.9465e+07 1.39649e+09 1.52337e+09 7.91253e+08 2775
6.28371e+09 1.31403e+09 2.26616e+07 9.02545e+08 1.33065e+09 4.52999e+08 1.88979e+09 3.28485e+07 1.39649e+09 1.64322e+09 7.85981e+08 2635
9.97053e+09 1.42325e+09 2.74179e+07 9.41735e+08 1.50959e+09 4.88708e+08 1.99636e+09 3.59975e+07 1.51125e+09 1.64866e+09 7.94287e+08 2315
1.58443e+10 1.54171e+09 3.14553e+07 1.0173e+09 1.63448e+09 5.60837e+08 2.15526e+09 3.90376e+07 1.62642e+09 1.8961e+09 9.0946e+08 2187
2.49369e+10 1.67632e+09 3.54893e+07 1.05478e+09 1.97534e+09 6.00028e+08 2.30049e+09 4.32707e+07 1.74201e+09 2.02384e+09 1.02505e+09 2128
3.94758e+10 1.96517e+09 4.26199e+07 1.2692e+09 2.43502e+09 7.82562e+08 2.50668e+09 4.88796e+07 1.85802e+09 2.49201e+09 1.14106e+09 1905
6.24407e+10 2.04931e+09 4.93197e+07 1.28911e+09 2.47673e+09 7.95921e+08 2.73777e+09 5.59494e+07 1.97444e+09 2.89971e+09 1.25748e+09 1669
9.709e+10 2.17135e+09 6.34252e+07 1.3343e+09 2.7961e+09 8.40358e+08 2.82954e+09 7.03457e+07 2.09125e+09 3.01085e+09 1.3691e+09 1106
1.51119e+11 2.47624e+09 1.09553e+08 1.39649e+09 3.61943e+09 8.12439e+08 2.80678e+09 9.84808e+07 2.20847e+09 2.97671e+09 1.46603e+09 497
2.33367e+11 2.87624e+09 2.49484e+08 1.74201e+09 4.20257e+09 1.13677e+09 2.48818e+09 1.71333e+08 1.74201e+09 3.32188e+09 9.96152e+08 129
3.82607e+11 3.46922e+09 5.87606e+08 2.20847e+09 5.59705e+09 1.37934e+09 1.68318e+09 2.67377e+08 1.26673e+09 1.83935e+09 8.1198e+08 29
5.88209e+11 2.80036e+09 2.80036e+09 2.80036e+09 0 0 3.59542e+08 3.59542e+08 3.59542e+08 0 0 1
