#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.75383e+07 1 0 1.43533e+09 3.0338e+06 1.05478e+09 1.74558e+09 1.05478e+09 0.331288 0.000211995 0.325225 0.092873 0.0855082 0.641363 0.000231711 0.654666 0.0844039 0.113805 0.867011 0.000181779 0.887558 0.0503841 0.0930306 192487
1.57568e+08 1 0 1.58646e+09 5.21712e+06 1.16825e+09 1.87146e+09 1.16825e+09 0.333157 0.000336504 0.327088 0.0918499 0.0837434 0.638975 0.000361808 0.651104 0.0836028 0.110329 0.858988 0.000312014 0.881833 0.0541348 0.103067 75217
2.49974e+08 1 0 1.69923e+09 5.71933e+06 1.28215e+09 1.9983e+09 1.28215e+09 0.33769 0.000356478 0.332233 0.0894392 0.0833613 0.638546 0.000384172 0.649911 0.0839542 0.110415 0.853391 0.000341204 0.876364 0.0580474 0.108489 65727
3.96929e+08 1 0 1.76975e+09 6.0712e+06 1.39649e+09 2.00484e+09 1.05478e+09 0.34414 0.000367779 0.339542 0.0871871 0.0826578 0.642398 0.000400155 0.655043 0.0817207 0.111184 0.850103 0.00036085 0.871694 0.0610652 0.109696 59786
6.2729e+08 1 0 1.80585e+09 6.63574e+06 1.39649e+09 2.00484e+09 1.04021e+09 0.352445 0.000388195 0.34761 0.0861317 0.0806888 0.646027 0.000418219 0.658556 0.0788212 0.107899 0.847482 0.000391958 0.869729 0.0618166 0.111794 52138
9.94575e+08 1 0 1.8784e+09 7.34905e+06 1.51125e+09 2.01127e+09 1.02712e+09 0.360896 0.000414078 0.357008 0.0838353 0.0811952 0.647575 0.000435548 0.660496 0.0748329 0.106019 0.841705 0.000430313 0.864691 0.0630322 0.115542 45355
1.57436e+09 1 0 1.96305e+09 8.25393e+06 1.51125e+09 2.13278e+09 1.0173e+09 0.370012 0.00044487 0.365627 0.0848626 0.0789957 0.645933 0.000453175 0.658404 0.0711803 0.0999654 0.833736 0.000476169 0.857454 0.0643251 0.118533 39025
2.50187e+09 1 0 2.05076e+09 9.16668e+06 1.62642e+09 2.26154e+09 1.13248e+09 0.378777 0.000467779 0.375454 0.082829 0.0800971 0.640652 0.000461552 0.652776 0.0657508 0.0942867 0.823894 0.000521411 0.84798 0.0665136 0.122306 34145
3.96358e+09 1 0 2.18646e+09 1.02848e+07 1.74201e+09 2.39102e+09 1.24807e+09 0.385895 0.000489049 0.384158 0.0820924 0.0821548 0.627432 0.000470602 0.640552 0.0616874 0.0926229 0.808069 0.000576316 0.833018 0.0700305 0.128743 30772
6.27961e+09 1 0 2.34506e+09 1.16274e+07 1.85802e+09 2.52113e+09 1.36408e+09 0.389435 0.000512061 0.388652 0.0814295 0.0826663 0.608149 0.00048405 0.6218 0.0577125 0.0901052 0.787995 0.000638511 0.813889 0.0728496 0.135584 27513
9.97385e+09 1 0 2.55275e+09 1.32636e+07 2.05848e+09 2.6916e+09 1.45325e+09 0.387825 0.000522128 0.389925 0.0747192 0.0822687 0.581821 0.00051054 0.5972 0.0561822 0.0891737 0.761371 0.000714603 0.790145 0.0753572 0.144934 24700
1.58153e+10 1 0 2.79551e+09 1.48227e+07 2.20847e+09 2.97671e+09 1.49936e+09 0.381482 0.00053888 0.385431 0.073597 0.0843833 0.551335 0.000538969 0.567805 0.0558043 0.0912291 0.727726 0.000777675 0.757582 0.0805141 0.152432 22939
2.505e+10 1 0 3.07188e+09 1.6564e+07 2.44409e+09 3.28214e+09 1.72713e+09 0.369395 0.000546103 0.374541 0.0707105 0.0855286 0.518025 0.000567756 0.535103 0.0596563 0.0971408 0.688107 0.000831382 0.718053 0.0872886 0.160335 21770
3.96522e+10 1 0 3.39992e+09 1.8212e+07 2.80036e+09 3.50992e+09 1.97124e+09 0.352419 0.00055202 0.357446 0.0714892 0.0863773 0.482553 0.000589688 0.498017 0.0638175 0.100862 0.641675 0.000855302 0.665933 0.0971179 0.156233 20375
6.26233e+10 1 0 3.59256e+09 2.02302e+07 3.03971e+09 3.60432e+09 2.21058e+09 0.33339 0.000553963 0.337095 0.0684414 0.0799736 0.449811 0.000603359 0.460323 0.0684566 0.0932937 0.597967 0.000869383 0.616448 0.100212 0.144177 17545
9.9019e+10 1 0 3.73101e+09 2.37332e+07 3.1599e+09 3.90059e+09 2.33078e+09 0.315818 0.000597826 0.318792 0.0686013 0.0774566 0.421006 0.000649802 0.427935 0.0713466 0.0876197 0.558604 0.000910347 0.571371 0.102225 0.134415 14002
1.55996e+11 1 0 3.68439e+09 2.86734e+07 3.03971e+09 4.1039e+09 2.32275e+09 0.29847 0.000671418 0.300005 0.0676467 0.07306 0.395551 0.000735357 0.399998 0.0729648 0.0819823 0.528418 0.000999774 0.538398 0.100468 0.123233 10255
2.44916e+11 1 0 3.91521e+09 3.5441e+07 3.40132e+09 3.82534e+09 2.48359e+09 0.273423 0.000785981 0.270689 0.0693713 0.0629963 0.365073 0.000866262 0.364916 0.0731136 0.0719185 0.495403 0.00115936 0.496531 0.102384 0.101018 6339
