#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.8741 0.000340553 0.000340553 1.72416e-05 0 0 0 0.000341595 5.22088e-06 0 0 0 1145197
62.8009 0.000737283 0.000737283 3.26354e-05 0 0 0 0.00079644 9.97487e-06 0 0 0 691729
79.6168 0.00296088 0.00296845 7.50448e-05 0 0 0 0.00229618 2.2021e-05 0 0 0 528221
98.2988 0.00781453 0.00787054 0.000161538 0 0 0 0.00503479 4.86051e-05 0 0 0 303537
123.671 0.0185001 0.0187119 0.000391192 0 0 0 0.0110967 0.000127496 0 0 0 122756
155.159 0.0352102 0.0357918 0.000893331 0 0 0 0.0229815 0.000320728 0 0.0264724 0 44703
194.839 0.0491661 0.0497437 0.00186985 0 0 0 0.0371919 0.000731821 0 0.0746915 0 13851
244.11 0.0591928 0.0597907 0.00414349 0 0 0 0.0485492 0.00157625 0 0.111978 0 3345
306.679 0.0783699 0.0815047 0.0112856 0 0 0 0.064126 0.00434286 0 0.145284 0 638
382.095 0.115385 0.115385 0.0314798 0 0 0 0.096102 0.0125702 0.0349418 0.171771 0.0349418 104
491.504 0 0 0 0 0 0 0.14755 0.0534692 0.0781439 0.298431 0.0659594 11
719.45 0 0 0 0 0 0 0.302602 0.302602 0.302602 0 0 1
