#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.711e+07 7.64032e+08 3.03274e+06 5.71639e+08 5.96612e+08 2.26118e+08 1.51548e+09 7.07971e+06 1.05478e+09 1.38931e+09 4.91763e+08 35094
1.57613e+08 7.80268e+08 5.1199e+06 5.75867e+08 5.94112e+08 2.29095e+08 1.4917e+09 1.17508e+07 1.05478e+09 1.2713e+09 4.87418e+08 12924
2.49664e+08 8.10293e+08 5.97538e+06 5.8607e+08 6.80663e+08 2.38051e+08 1.46647e+09 1.25444e+07 1.05478e+09 1.2713e+09 4.83141e+08 10601
3.9646e+08 8.23844e+08 6.51393e+06 5.95618e+08 6.86534e+08 2.476e+08 1.4835e+09 1.39779e+07 1.14106e+09 1.18502e+09 5.73697e+08 9055
6.28685e+08 8.58248e+08 7.47251e+06 6.05234e+08 7.69059e+08 2.54786e+08 1.50888e+09 1.45338e+07 1.16825e+09 1.27584e+09 5.63017e+08 7860
9.94687e+08 8.96688e+08 8.29615e+06 6.79528e+08 7.3376e+08 3.27882e+08 1.52228e+09 1.53328e+07 1.16825e+09 1.27584e+09 5.63017e+08 7017
1.5809e+09 9.04161e+08 8.81412e+06 6.82122e+08 7.26491e+08 3.29286e+08 1.60585e+09 1.73749e+07 1.16825e+09 1.39422e+09 5.63017e+08 6478
2.51271e+09 9.59195e+08 9.84536e+06 6.99664e+08 8.23708e+08 3.40122e+08 1.61127e+09 1.7391e+07 1.28215e+09 1.28032e+09 6.76918e+08 6098
3.97653e+09 1.01183e+09 1.08686e+07 7.1696e+08 9.2626e+08 3.56372e+08 1.7107e+09 1.88987e+07 1.28474e+09 1.51562e+09 6.79504e+08 5948
6.32613e+09 1.08524e+09 1.18716e+07 8.03239e+08 9.60177e+08 4.36908e+08 1.74622e+09 1.86394e+07 1.39649e+09 1.47142e+09 7.91253e+08 5835
9.99303e+09 1.1628e+09 1.31159e+07 8.17669e+08 1.11221e+09 4.43455e+08 1.83127e+09 1.84196e+07 1.51125e+09 1.52846e+09 8.18961e+08 6008
1.58858e+10 1.2893e+09 1.49816e+07 8.65372e+08 1.26066e+09 4.15826e+08 1.98231e+09 1.95125e+07 1.62642e+09 1.65403e+09 9.0946e+08 6118
2.51943e+10 1.4237e+09 1.61047e+07 9.58173e+08 1.37261e+09 5.00004e+08 2.11214e+09 2.00221e+07 1.62642e+09 2.01761e+09 9.0946e+08 6540
3.9889e+10 1.53254e+09 1.77083e+07 1.0327e+09 1.52977e+09 5.71171e+08 2.33515e+09 2.13526e+07 1.85802e+09 2.15234e+09 1.14106e+09 6647
6.27384e+10 1.68349e+09 1.99336e+07 1.1083e+09 1.91188e+09 6.38654e+08 2.45418e+09 2.33904e+07 1.97444e+09 2.28152e+09 1.14531e+09 6097
9.83411e+10 1.84541e+09 2.508e+07 1.19994e+09 2.17204e+09 7.15814e+08 2.51849e+09 2.72785e+07 1.97444e+09 2.52813e+09 1.14531e+09 4660
1.53229e+11 2.08096e+09 3.70195e+07 1.38017e+09 2.57917e+09 8.14978e+08 2.40807e+09 3.47649e+07 1.85863e+09 2.2744e+09 1.0295e+09 2471
2.3843e+11 2.21804e+09 6.61128e+07 1.51125e+09 2.75535e+09 9.06013e+08 2.09326e+09 5.08611e+07 1.68427e+09 1.83824e+09 9.67313e+08 848
3.72596e+11 2.50931e+09 1.39471e+08 1.85802e+09 2.86675e+09 1.14106e+09 1.73144e+09 1.06865e+08 1.18169e+09 1.73817e+09 6.05209e+08 193
6.00587e+11 3.04047e+09 3.28488e+08 2.09125e+09 2.65883e+09 5.80006e+08 1.4727e+09 2.51941e+08 1.05835e+09 1.64394e+09 7.05516e+08 30
8.31772e+11 4.9984e+09 4.9984e+09 4.9984e+09 0 0 9.78049e+08 9.78049e+08 9.78049e+08 0 0 1
