#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 8.75 - 9.25
#HM   Stats: 1.153090e+11 (median) + 6.042599e+10  / - 4.055900e+10
#SM   Stats: 9.423910e+08 (median) + 4.878191e+08  / - 2.847350e+08
#VMP  Stats: 9.363000e+01 (median) + 9.570000e+00  / - 7.009995e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.606330e-12 (median) + 2.795356e-12  / - 1.019593e-12
sfh 0.055623 0 0 0 #avg: 1.47317e-05; avg_err: 1.47233e-05; sd: 0.00389473; counts: 69976
sfh 0.060123 0 0 0 #avg: 0.000150192; avg_err: 0.00015011; sd: 0.0397083; counts: 69976
sfh 0.062373 0 0 0 #avg: 0.000259148; avg_err: 0.000258176; sd: 0.0682946; counts: 69976
sfh 0.064623 0 0 0 #avg: 0.00012198; avg_err: 0.000121057; sd: 0.0320231; counts: 69976
sfh 0.066873 0 0 0 #avg: 0.000129974; avg_err: 0.00011698; sd: 0.0309445; counts: 69976
sfh 0.069123 0 0 0 #avg: 0.000324444; avg_err: 0.000262293; sd: 0.0693839; counts: 69976
sfh 0.071373 0 0 0 #avg: 0.000312176; avg_err: 0.000173491; sd: 0.0458931; counts: 69976
sfh 0.073623 0 0 0 #avg: 0.000292336; avg_err: 0.000155176; sd: 0.0410485; counts: 69976
sfh 0.075873 0 0 0 #avg: 0.000350472; avg_err: 0.000132624; sd: 0.0350829; counts: 69976
sfh 0.078123 0 0 0 #avg: 0.000691933; avg_err: 0.000248002; sd: 0.0656034; counts: 69976
sfh 0.080373 0 0 0 #avg: 0.000991735; avg_err: 0.000199438; sd: 0.052757; counts: 69976
sfh 0.082623 0 0 0 #avg: 0.00141521; avg_err: 0.000217821; sd: 0.0576198; counts: 69976
sfh 0.085998 0 0 0 #avg: 0.00222145; avg_err: 0.000197098; sd: 0.0521379; counts: 69976
sfh 0.089373 0 0 0 #avg: 0.00318026; avg_err: 0.000181426; sd: 0.0479921; counts: 69976
sfh 0.092748 0 0 0 #avg: 0.00454651; avg_err: 0.000188969; sd: 0.0499876; counts: 69976
sfh 0.096123 0 0 0 #avg: 0.00602448; avg_err: 0.000198637; sd: 0.052545; counts: 69976
sfh 0.099498 0 0 0 #avg: 0.00782609; avg_err: 0.000200699; sd: 0.0530905; counts: 69976
sfh 0.102873 0 0.00160842 0 #avg: 0.00993522; avg_err: 0.000251648; sd: 0.0665679; counts: 69976
sfh 0.106248 0 0.00687643 0 #avg: 0.012137; avg_err: 0.000264907; sd: 0.0700752; counts: 69976
sfh 0.109623 0 0.0130603 0 #avg: 0.0141832; avg_err: 0.000260174; sd: 0.0688233; counts: 69976
sfh 0.112998 0 0.0189336 0 #avg: 0.0164373; avg_err: 0.00027937; sd: 0.0739011; counts: 69976
sfh 0.116373 0 0.0233672 0 #avg: 0.0179436; avg_err: 0.00026511; sd: 0.070129; counts: 69976
sfh 0.119748 0 0.0268244 0 #avg: 0.0193755; avg_err: 0.000271795; sd: 0.0718974; counts: 69976
sfh 0.123123 0.000579885 0.0298713 0.000579885 #avg: 0.021152; avg_err: 0.000280792; sd: 0.0742772; counts: 69976
sfh 0.126498 0.00162603 0.0330904 0.00162603 #avg: 0.0231087; avg_err: 0.000287057; sd: 0.0759345; counts: 69976
sfh 0.129873 0.00289823 0.036056 0.00289823 #avg: 0.0253341; avg_err: 0.000295157; sd: 0.0780771; counts: 69976
sfh 0.133248 0.00425554 0.0393442 0.00425554 #avg: 0.028012; avg_err: 0.000347205; sd: 0.0918453; counts: 69976
sfh 0.136623 0.00570172 0.0417786 0.00570172 #avg: 0.0306896; avg_err: 0.000375031; sd: 0.0992062; counts: 69976
sfh 0.141685 0.00784707 0.0460158 0.00784707 #avg: 0.034318; avg_err: 0.000401983; sd: 0.106336; counts: 69976
sfh 0.146748 0.0102468 0.0496677 0.0102468 #avg: 0.0371863; avg_err: 0.000359575; sd: 0.0951175; counts: 69976
sfh 0.15181 0.0125972 0.0519123 0.0125235 #avg: 0.0404049; avg_err: 0.000384686; sd: 0.10176; counts: 69976
sfh 0.156873 0.0147528 0.0556909 0.0142328 #avg: 0.0433366; avg_err: 0.00037696; sd: 0.0997164; counts: 69976
sfh 0.161935 0.0167123 0.0586579 0.0155762 #avg: 0.0464688; avg_err: 0.000409971; sd: 0.108449; counts: 69976
sfh 0.166998 0.0187706 0.0612247 0.0169187 #avg: 0.0493995; avg_err: 0.000405691; sd: 0.107317; counts: 69976
sfh 0.17206 0.0204423 0.0633907 0.0179043 #avg: 0.052185; avg_err: 0.000505981; sd: 0.133846; counts: 69976
sfh 0.177123 0.0219926 0.0675624 0.0187647 #avg: 0.0546002; avg_err: 0.000428136; sd: 0.113254; counts: 69976
sfh 0.182185 0.0239804 0.0721728 0.0201083 #avg: 0.0577039; avg_err: 0.000463635; sd: 0.122644; counts: 69976
sfh 0.187248 0.0255709 0.0739421 0.0211878 #avg: 0.0601562; avg_err: 0.000499613; sd: 0.132162; counts: 69976
sfh 0.19231 0.0272768 0.0765932 0.0223343 #avg: 0.0618977; avg_err: 0.000446484; sd: 0.118107; counts: 69976
sfh 0.197373 0.0289385 0.0787055 0.0233844 #avg: 0.0641222; avg_err: 0.000444724; sd: 0.117642; counts: 69976
sfh 0.202435 0.0306359 0.0798021 0.0245306 #avg: 0.0658121; avg_err: 0.000447276; sd: 0.118317; counts: 69976
sfh 0.207498 0.032816 0.080805 0.0260736 #avg: 0.0676788; avg_err: 0.000449168; sd: 0.118817; counts: 69976
sfh 0.21256 0.0344015 0.0821605 0.0269568 #avg: 0.0692761; avg_err: 0.000440926; sd: 0.116637; counts: 69976
sfh 0.217623 0.0362461 0.0829509 0.0280607 #avg: 0.0710621; avg_err: 0.000438558; sd: 0.116011; counts: 69976
sfh 0.222685 0.0380402 0.0847108 0.0292031 #avg: 0.0726054; avg_err: 0.000440515; sd: 0.116528; counts: 69976
sfh 0.227748 0.0397903 0.0864147 0.0303176 #avg: 0.0748138; avg_err: 0.000451992; sd: 0.119565; counts: 69976
sfh 0.23281 0.0414663 0.0880967 0.0313422 #avg: 0.0767219; avg_err: 0.000450743; sd: 0.119234; counts: 69976
sfh 0.237873 0.0428277 0.0878523 0.031819 #avg: 0.07825; avg_err: 0.000458944; sd: 0.121403; counts: 69976
sfh 0.242935 0.0441733 0.0892677 0.0323815 #avg: 0.0794583; avg_err: 0.000456928; sd: 0.12087; counts: 69976
sfh 0.247998 0.0460173 0.0908927 0.0332085 #avg: 0.0816651; avg_err: 0.000456879; sd: 0.120857; counts: 69976
sfh 0.25306 0.0475609 0.0904661 0.034004 #avg: 0.0829443; avg_err: 0.000465269; sd: 0.123077; counts: 69976
sfh 0.258123 0.0492777 0.0914303 0.0349828 #avg: 0.0845157; avg_err: 0.000459269; sd: 0.121489; counts: 69976
sfh 0.263185 0.0505175 0.0911495 0.0354324 #avg: 0.0852177; avg_err: 0.000451236; sd: 0.119365; counts: 69976
sfh 0.268248 0.0516585 0.0919115 0.0359275 #avg: 0.0864968; avg_err: 0.000456017; sd: 0.120629; counts: 69976
sfh 0.27331 0.0529622 0.0929818 0.0364955 #avg: 0.0880403; avg_err: 0.000454679; sd: 0.120275; counts: 69976
sfh 0.278373 0.0541701 0.0941479 0.03702 #avg: 0.0898057; avg_err: 0.000462068; sd: 0.12223; counts: 69976
sfh 0.283435 0.0562086 0.0974834 0.0381245 #avg: 0.0924584; avg_err: 0.00046106; sd: 0.121963; counts: 69976
sfh 0.288498 0.0577436 0.0994554 0.0389323 #avg: 0.0943394; avg_err: 0.000471882; sd: 0.124826; counts: 69976
sfh 0.29356 0.0592379 0.0996081 0.0395574 #avg: 0.0956879; avg_err: 0.000469317; sd: 0.124148; counts: 69976
sfh 0.298623 0.0604737 0.101511 0.0400023 #avg: 0.097331; avg_err: 0.000476738; sd: 0.12611; counts: 69976
sfh 0.303685 0.0617775 0.102647 0.0405512 #avg: 0.0991664; avg_err: 0.000488343; sd: 0.12918; counts: 69976
sfh 0.308748 0.0631942 0.103852 0.0411645 #avg: 0.100465; avg_err: 0.000481614; sd: 0.1274; counts: 69976
sfh 0.31381 0.0648805 0.104944 0.0420335 #avg: 0.1023; avg_err: 0.000489593; sd: 0.129511; counts: 69976
sfh 0.318873 0.0663661 0.105506 0.042685 #avg: 0.103703; avg_err: 0.000488481; sd: 0.129217; counts: 69976
sfh 0.323935 0.0678043 0.105873 0.0433529 #avg: 0.105259; avg_err: 0.00049077; sd: 0.129822; counts: 69976
