#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.08021e+07 4.8066e+08 7.21549e+06 4.10865e+08 2.18552e+08 8.77178e+07 4.06835e+09 2.5259e+07 4.22253e+09 4.55301e+08 6.94375e+08 841
1.58958e+08 5.07101e+08 1.22113e+07 4.14234e+08 2.73345e+08 9.57844e+07 3.98357e+09 3.18721e+07 4.10191e+09 5.21663e+08 7.75354e+08 439
2.47349e+08 4.9558e+08 1.06343e+07 4.16921e+08 2.57342e+08 9.3774e+07 3.96713e+09 3.47568e+07 4.10191e+09 5.21663e+08 7.75354e+08 447
3.96583e+08 5.36079e+08 1.18169e+07 4.55301e+08 2.8811e+08 1.27541e+08 3.86603e+09 3.79663e+07 3.97868e+09 6.44891e+08 7.89168e+08 461
6.36416e+08 5.48948e+08 1.38315e+07 4.50865e+08 2.83146e+08 1.23106e+08 3.69591e+09 3.87977e+07 3.85294e+09 6.59833e+08 9.43495e+08 524
1.00768e+09 5.59556e+08 1.29473e+07 4.8097e+08 3.12053e+08 1.58434e+08 3.49098e+09 4.61619e+07 3.72477e+09 7.31492e+08 1.32338e+09 473
1.57429e+09 6.18491e+08 1.65056e+07 4.97762e+08 3.88773e+08 1.67282e+08 3.27643e+09 5.00313e+07 3.59426e+09 7.46203e+08 1.64374e+09 527
2.53594e+09 6.24459e+08 1.59096e+07 4.82917e+08 4.62959e+08 1.55158e+08 2.94792e+09 5.28629e+07 3.25829e+09 1.02355e+09 2.0068e+09 592
3.97109e+09 6.64047e+08 1.61075e+07 5.13974e+08 4.44582e+08 1.70129e+08 2.75617e+09 5.14226e+07 3.05045e+09 1.05146e+09 2.11694e+09 678
6.36921e+09 6.62643e+08 1.47566e+07 5.26385e+08 5.0471e+08 1.72747e+08 2.40076e+09 4.98913e+07 2.3272e+09 1.58892e+09 1.5541e+09 689
1.01533e+10 7.30894e+08 1.82879e+07 5.49915e+08 5.68564e+08 2.0607e+08 2.07145e+09 4.83151e+07 1.7203e+09 2.00447e+09 1.10849e+09 760
1.59147e+10 7.22698e+08 1.52289e+07 5.55505e+08 5.9403e+08 2.23216e+08 1.90426e+09 3.99317e+07 1.56521e+09 1.89628e+09 9.21961e+08 963
2.51663e+10 7.52902e+08 1.38287e+07 6.12424e+08 5.76716e+08 2.50636e+08 1.71118e+09 3.42002e+07 1.33034e+09 1.72011e+09 7.18525e+08 1121
3.96133e+10 7.37086e+08 1.35785e+07 6.04016e+08 5.11451e+08 2.4133e+08 1.5756e+09 3.31092e+07 1.25149e+09 1.54419e+09 7.20614e+08 1080
6.2627e+10 6.68496e+08 1.22943e+07 5.58931e+08 4.00241e+08 2.02954e+08 1.4736e+09 3.46234e+07 1.093e+09 1.45595e+09 5.62121e+08 903
9.86076e+10 6.78934e+08 1.54574e+07 5.62121e+08 4.68975e+08 1.94847e+08 1.38584e+09 4.44968e+07 9.3351e+08 1.68841e+09 4.02633e+08 557
1.51692e+11 7.26387e+08 2.72925e+07 5.78792e+08 5.22232e+08 1.9853e+08 1.16243e+09 5.7785e+07 8.01745e+08 9.9563e+08 3.51999e+08 266
2.39758e+11 7.37003e+08 4.02044e+07 6.33798e+08 5.43634e+08 3.1045e+08 8.66816e+08 4.8929e+07 6.92559e+08 4.00439e+08 1.61682e+08 105
3.65639e+11 8.06143e+08 7.31366e+07 7.14118e+08 4.58255e+08 3.1045e+08 6.91282e+08 4.7931e+07 6.92559e+08 2.99914e+08 2.42813e+08 35
5.92098e+11 9.51868e+08 2.59454e+08 5.60556e+08 1.01086e+09 2.40652e+08 6.61509e+08 7.9107e+07 5.63628e+08 2.09465e+08 3.27517e+07 7
