#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.89687e+09 2.05612e-05 4.48678e-06 256875 11808.5 0 0 0 0.215469 4.39872e-05 0.21114 0.0524291 0.040688 0.257278 3.962e-05 0.258919 0.0422926 0.0436859 0.312877 1.60082e-05 0.316369 0.0113214 0.0176461 1021340
1.58071e+10 6.67337e-06 3.85286e-06 831843 35270.4 0 0 0 0.193564 6.43328e-05 0.188806 0.0479085 0.0369029 0.245467 5.90124e-05 0.246347 0.0402209 0.0410272 0.310692 2.28435e-05 0.313586 0.0110498 0.0164098 449548
2.49763e+10 7.45066e-06 4.30163e-06 1.57155e+06 51587.6 0 0 0 0.182338 6.70216e-05 0.176817 0.0467306 0.035243 0.241732 6.03296e-05 0.242384 0.0380771 0.0391016 0.310779 2.21776e-05 0.313289 0.0102048 0.0149579 402649
3.92433e+10 1.51562e-05 6.778e-06 2.44577e+06 72811.5 0 0 0 0.177579 7.07881e-05 0.172994 0.0432642 0.0345359 0.242407 6.21361e-05 0.243043 0.0348617 0.0359444 0.311332 2.26938e-05 0.313637 0.00923398 0.0136815 329899
6.1729e+10 0.000170078 2.83439e-05 4.3887e+06 129999 0 0 0 0.178432 8.79469e-05 0.174542 0.0425697 0.0353483 0.246395 7.45453e-05 0.247249 0.0334052 0.0348609 0.312644 2.63695e-05 0.314756 0.00858641 0.0125775 211668
9.78586e+10 0.00061845 7.13906e-05 8.42637e+06 240707 0 0 0 0.181583 0.000116048 0.178193 0.0419304 0.0358604 0.249733 9.57561e-05 0.250686 0.0321247 0.0337777 0.313754 3.35107e-05 0.315777 0.00806168 0.0117882 121271
1.54924e+11 0.00202765 0.000173059 1.59888e+07 455593 0 0 0 0.185783 0.000155021 0.182839 0.0414321 0.0364168 0.25311 0.000124174 0.254152 0.0307803 0.0327906 0.314671 4.47474e-05 0.316823 0.00754204 0.0114538 67566
2.44857e+11 0.00620791 0.0004135 2.6567e+07 817652 0 0 0 0.190463 0.00021015 0.188082 0.041122 0.0368784 0.257059 0.0001645 0.258574 0.0292956 0.0323724 0.315831 6.28054e-05 0.318177 0.00707117 0.0108337 36083
3.88207e+11 0.0136349 0.000858187 3.60043e+07 1.33755e+06 0 0 0 0.19598 0.000287983 0.19356 0.0406609 0.0360724 0.263378 0.000221525 0.264932 0.0281153 0.0303949 0.318073 8.47706e-05 0.320534 0.00616595 0.00992996 18262
6.13089e+11 0.0277903 0.00174715 5.13032e+07 2.21425e+06 0 0 0 0.205023 0.000425567 0.20297 0.0422359 0.0381383 0.271003 0.000314734 0.273531 0.026615 0.0314116 0.319906 0.000130173 0.32281 0.00540683 0.00945845 8852
9.6664e+11 0.0466375 0.00338517 6.47838e+07 3.67133e+06 0 0 0 0.214543 0.000644331 0.213146 0.0425807 0.0386744 0.277979 0.000457718 0.280889 0.0258242 0.0307169 0.320798 0.000209122 0.324154 0.00528827 0.00949347 3881
1.52999e+12 0.0729097 0.00672633 7.5594e+07 6.33778e+06 0 0 0 0.219889 0.00102904 0.217665 0.0453321 0.0385783 0.281268 0.000730517 0.284373 0.0260496 0.032158 0.319881 0.000354122 0.323845 0.00583458 0.0117252 1495
2.41644e+12 0.11418 0.0136606 9.41706e+07 1.14258e+07 0 0 0 0.219669 0.00177969 0.218201 0.0452436 0.0407168 0.278409 0.00139147 0.282993 0.0271755 0.0365423 0.317841 0.000704896 0.323164 0.00645575 0.0163278 543
3.85284e+12 0.172973 0.027883 1.30925e+08 2.36486e+07 0 3.60165e+08 0 0.221706 0.00309023 0.220223 0.0460438 0.039695 0.275205 0.00244551 0.279945 0.0271326 0.0318749 0.315203 0.00119607 0.320165 0.00821614 0.01877 185
5.99386e+12 0.224138 0.0552348 2.06708e+08 5.38167e+07 0 5.36715e+08 0 0.207285 0.00569911 0.202321 0.0560144 0.043358 0.264891 0.00431199 0.265159 0.0343277 0.0282621 0.309799 0.00295016 0.317297 0.00920823 0.0245123 58
9.56913e+12 0.5 0.138675 4.44939e+08 1.73727e+08 0 1.14127e+09 0 0.189462 0.0118924 0.195315 0.0401897 0.0528705 0.244161 0.0111727 0.256805 0.0273874 0.0634002 0.290313 0.0102422 0.30194 0.0207686 0.0611497 14
1.46712e+13 0.75 0.25 2.69075e+08 2.69075e+08 0 1.0763e+09 0 0.222492 0.038759 0.247073 0.0469658 0.134628 0.263518 0.0339938 0.295136 0.0154317 0.13243 0.293706 0.0242023 0.320815 0.00630784 0.098273 4
3.66618e+13 1 1 9.44654e+08 9.44654e+08 9.44654e+08 0 0 0.141728 0.141728 0.141728 0 0 0.156317 0.156317 0.156317 0 0 0.209452 0.209452 0.209452 0 0 1
