#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.8804e+07 1.03901e-05 5.99871e-06 868667 42605.5 0 0 0 0.213558 0.00010762 0.205775 0.0620013 0.0471559 0.336093 0.000109893 0.339736 0.0542493 0.0623804 0.460802 4.84794e-05 0.467057 0.0145484 0.0260747 288736
1.57403e+08 1.60458e-05 1.13461e-05 1.23613e+06 82102.2 0 0 0 0.214398 0.000166514 0.207407 0.0625603 0.0493245 0.339216 0.0001625 0.343636 0.051161 0.0612898 0.462568 6.66948e-05 0.468179 0.0135669 0.0241391 124643
2.48871e+08 2.9666e-05 1.71275e-05 1.56645e+06 99197.2 0 0 0 0.21836 0.000186688 0.211765 0.0622284 0.0500933 0.343371 0.000174411 0.347294 0.0498821 0.0586856 0.463894 7.00775e-05 0.469083 0.0131269 0.0228363 101126
3.94254e+08 3.83054e-05 2.21153e-05 2.15963e+06 139011 0 0 0 0.222546 0.000211906 0.216471 0.0619379 0.0506771 0.347355 0.000191797 0.351476 0.0477042 0.0569665 0.465421 7.67741e-05 0.470482 0.0125108 0.0220905 78318
6.24535e+08 4.92797e-05 2.84512e-05 3.52648e+06 218690 0 0 0 0.227323 0.000240366 0.221139 0.0627532 0.0505045 0.352355 0.000211933 0.356124 0.0465794 0.0550118 0.467594 8.23862e-05 0.472424 0.0117788 0.0209021 60877
9.89013e+08 0.000195075 6.50195e-05 4.65984e+06 305594 0 0 0 0.232032 0.000276511 0.226177 0.0624132 0.0512116 0.358406 0.000237734 0.362212 0.0453784 0.0540554 0.470554 8.88025e-05 0.475143 0.0106429 0.0191546 46136
1.56608e+09 0.000342495 9.88543e-05 8.59187e+06 531584 0 0 0 0.237917 0.000318854 0.232475 0.062083 0.0523567 0.366922 0.000267758 0.371375 0.0437931 0.0536251 0.474067 9.22526e-05 0.47832 0.00913125 0.0169822 35037
2.48766e+09 0.00131179 0.000221592 1.20072e+07 663049 0 0 0 0.244998 0.00036512 0.240092 0.0618292 0.0531867 0.376949 0.000297376 0.382334 0.040898 0.0531856 0.477344 9.48774e-05 0.48113 0.0077047 0.0145809 26681
3.93732e+09 0.00298976 0.000382236 1.92005e+07 1.0199e+06 0 0 0 0.254138 0.00042512 0.249705 0.0626097 0.0547331 0.388415 0.000319424 0.394725 0.0360132 0.0506652 0.479962 9.77298e-05 0.483143 0.00677675 0.0119234 20403
6.25761e+09 0.00443861 0.000525612 2.7933e+07 1.3815e+06 0 0 0 0.263218 0.000478366 0.259139 0.0625093 0.0554112 0.398823 0.00033262 0.40503 0.0314293 0.0442751 0.481371 0.000106245 0.484242 0.00622579 0.0106872 15996
9.91767e+09 0.00696582 0.000748553 3.72538e+07 1.86484e+06 0 0 0 0.273459 0.000554281 0.269915 0.0626137 0.0569286 0.405127 0.000345446 0.410321 0.0290665 0.039964 0.481263 0.000123815 0.484189 0.00624996 0.0107533 12346
1.57359e+10 0.0116983 0.00108928 5.28985e+07 2.50884e+06 0 0 0 0.283123 0.000625802 0.280299 0.0606129 0.057956 0.409576 0.000364595 0.413556 0.0278289 0.0359356 0.480604 0.000145647 0.483633 0.00680858 0.0110619 9745
2.48457e+10 0.0178177 0.00150874 6.52047e+07 3.07886e+06 0 0 0 0.291248 0.000693025 0.289428 0.0594425 0.0586407 0.409818 0.000398466 0.413053 0.028212 0.0339921 0.478012 0.000201327 0.482013 0.00762892 0.0129332 7689
3.93726e+10 0.0244774 0.00206568 7.69042e+07 4.02583e+06 0 0 0 0.298174 0.000776519 0.296282 0.0572045 0.0541061 0.406661 0.000475276 0.409984 0.0287336 0.0343918 0.474059 0.000293965 0.47959 0.00882301 0.0165231 5597
6.18221e+10 0.0321014 0.00289551 8.46448e+07 5.05094e+06 0 0 0 0.301959 0.000929392 0.300426 0.0552782 0.0537331 0.400288 0.000608341 0.403101 0.0313052 0.0361257 0.467726 0.000419112 0.47426 0.0118443 0.0223943 3707
9.78511e+10 0.0538894 0.00488908 1.13082e+08 8.17671e+06 0 0 0 0.302 0.0012077 0.300705 0.0541639 0.0530679 0.390705 0.00084947 0.393779 0.0325789 0.0366818 0.458021 0.000700044 0.466467 0.0154451 0.0292473 2134
1.52914e+11 0.0872618 0.00894243 1.47627e+08 1.41025e+07 0 0 0 0.29925 0.00171517 0.297671 0.0550391 0.0485496 0.377584 0.00135563 0.380756 0.0348012 0.040599 0.444412 0.00122647 0.454878 0.0210019 0.0417173 997
2.3763e+11 0.156923 0.0202071 2.50034e+08 3.41447e+07 0 5.47975e+08 0 0.286176 0.00286869 0.285902 0.0505067 0.0544788 0.354723 0.00251609 0.356286 0.0403641 0.0516993 0.422358 0.00236387 0.431136 0.029434 0.0517163 325
3.68944e+11 0.27451 0.0631117 4.65532e+08 1.14618e+08 0 8.72654e+08 0 0.263923 0.00719273 0.261813 0.0513875 0.0471985 0.334072 0.00763879 0.342675 0.031798 0.0555791 0.398641 0.00677597 0.405291 0.0421587 0.0476306 51
5.62774e+11 0.5 0.5 1.5796e+08 1.5796e+08 3.15921e+08 0 3.15921e+08 0.247404 0.0465889 0.293993 0 0.0931777 0.303511 0.0319508 0.335462 0 0.0639017 0.37341 0.029746 0.403156 0 0.0594921 2
