#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.334 4.57368e+08 3.58016e+06 4.10865e+08 1.89e+08 8.77178e+07 1.64619e+09 7.78706e+06 1.63903e+09 4.01037e+08 3.06417e+08 1880
63.062 4.46093e+08 3.7533e+06 3.95991e+08 1.72792e+08 7.57293e+07 1.70269e+09 9.25573e+06 1.75696e+09 3.37367e+08 4.2435e+08 1799
81.0345 4.84671e+08 4.08651e+06 4.18078e+08 2.28242e+08 9.49306e+07 1.57409e+09 9.11607e+06 1.63903e+09 4.55301e+08 5.62728e+08 2569
100.035 5.22429e+08 4.04044e+06 4.42101e+08 2.89391e+08 1.17321e+08 1.38649e+09 8.60081e+06 1.39517e+09 5.34093e+08 5.84386e+08 3454
126.219 5.53899e+08 4.2193e+06 4.70295e+08 3.12028e+08 1.38006e+08 1.21372e+09 8.14158e+06 1.20565e+09 5.51314e+08 5.30864e+08 3836
157.896 5.69684e+08 4.6244e+06 4.77585e+08 3.46486e+08 1.4161e+08 1.10891e+09 8.42931e+06 1.0763e+09 6.22037e+08 5.39586e+08 3615
197.652 5.76777e+08 5.60975e+06 4.74045e+08 3.69573e+08 1.36678e+08 1.03823e+09 9.60634e+06 9.44654e+08 6.34393e+08 4.07939e+08 2705
247.314 5.86132e+08 7.26897e+06 4.8796e+08 3.48038e+08 1.46232e+08 9.84603e+08 1.25091e+07 8.77994e+08 6.40409e+08 4.1105e+08 1501
307.264 5.89512e+08 1.27514e+07 4.83078e+08 3.5292e+08 1.39234e+08 9.50366e+08 2.02931e+07 8.10788e+08 6.4632e+08 3.43845e+08 525
385.364 6.10684e+08 2.82546e+07 5.17181e+08 4.47064e+08 1.75903e+08 8.75446e+08 3.9586e+07 7.43049e+08 6.52126e+08 2.76105e+08 125
483.316 6.08507e+08 6.55534e+07 4.7771e+08 5.57299e+08 1.33866e+08 6.8622e+08 8.54972e+07 6.06006e+08 6.03518e+08 2.45841e+08 18
613.218 4.64504e+08 8.00651e+07 3.95131e+08 4.01328e+08 8.8714e+07 1.40635e+09 2.02663e+08 1.26943e+09 1.13368e+09 1.93133e+08 6
856.04 1.19797e+09 1.19797e+09 1.19797e+09 0 0 6.74785e+08 6.74785e+08 6.74785e+08 0 0 1
