#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.169 0.226427 0.264833 0.000575763 0 1 0 0.146417 0.000134406 0.114234 0.153291 0.08274 843387
62.4259 0.220971 0.258275 0.000909852 0 1 0 0.137803 0.000191416 0.112389 0.133735 0.0813147 332057
79.1126 0.206723 0.237283 0.00109692 0 1 0 0.154539 0.000253658 0.133158 0.136996 0.094022 206353
99.0508 0.224676 0.259134 0.00138858 0 1 0 0.180359 0.000333328 0.162081 0.146515 0.107873 138546
124.576 0.275638 0.327153 0.00202266 0 1 0 0.216497 0.000479387 0.204178 0.157585 0.133301 81607
157.027 0.369633 0.470966 0.00315114 0 1 0 0.268402 0.000739258 0.263601 0.179676 0.180071 48770
197.632 0.512625 0.730272 0.00498246 1 1 1 0.36299 0.0011663 0.371668 0.20754 0.24277 29704
248.365 0.572448 0.868598 0.00724911 1 1 1 0.510876 0.00161302 0.551264 0.165171 0.283867 16674
312.341 0.475373 0.683235 0.0091026 0 2 0 0.650596 0.00180133 0.691414 0.108377 0.203857 8852
393.273 0.382223 0.514116 0.011279 0 1 0 0.730497 0.00204583 0.76099 0.0841387 0.140703 4534
493.493 0.296044 0.386539 0.0145372 0 1 0 0.783497 0.00217068 0.800995 0.0689203 0.101497 2199
620.857 0.250244 0.314761 0.0188793 0 1 0 0.812863 0.0027061 0.826448 0.060499 0.0781875 1023
778.635 0.214286 0.257143 0.0263545 0 1 0 0.840025 0.00351687 0.852467 0.0497147 0.066626 420
972.213 0.206667 0.226667 0.0391711 0 1 0 0.845758 0.00521783 0.855901 0.0491993 0.0592962 150
1213.98 0.157895 0.184211 0.0740541 0 0 0 0.872729 0.0094736 0.88667 0.0303695 0.0574419 38
1622.9 0 0 0 0 0 0 0.887475 0.00176787 0.889242 0 0.00353575 2
