#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.9594 0.202381 0.23272 0.000991246 0 1 0 0.151921 0.000250257 0.121072 0.152904 0.0876629 249218
62.6889 0.18707 0.212516 0.00116551 0 1 0 0.151928 0.000286078 0.128085 0.138563 0.0888441 164345
79.4518 0.171257 0.190967 0.0012637 0 1 0 0.171643 0.00034331 0.15265 0.138355 0.103914 123341
98.9049 0.184497 0.206433 0.00156792 0 1 0 0.202555 0.000438619 0.189349 0.142936 0.122413 85839
124.467 0.226076 0.260121 0.0023842 0 1 0 0.244245 0.000652296 0.238553 0.150488 0.14865 46909
156.567 0.314894 0.391017 0.00403317 0 1 0 0.309276 0.00102272 0.314003 0.164474 0.187526 25380
196.978 0.451638 0.619763 0.007067 0 1 0 0.417482 0.00169081 0.436661 0.176396 0.235569 12913
247.732 0.50218 0.730179 0.0112926 1 1 1 0.556888 0.00243111 0.595552 0.143269 0.246438 6193
311.329 0.407331 0.567427 0.014794 0 1 0 0.68073 0.00277877 0.715495 0.0956654 0.165016 2892
392.066 0.332526 0.43745 0.0201841 0 1 0 0.746764 0.00366029 0.771524 0.0836996 0.1204 1239
490.848 0.266802 0.327902 0.027216 0 1 0 0.793699 0.00443442 0.806889 0.0698273 0.083215 491
620.51 0.261084 0.325123 0.042636 0 1 0 0.807849 0.00724863 0.826544 0.0665609 0.0927716 203
769.282 0.278689 0.295082 0.0633503 0 1 0 0.838307 0.00895059 0.855033 0.0533782 0.0762432 61
961.47 0.0909091 0.0909091 0.0909091 0 0 0 0.84536 0.0168547 0.848904 0.0701825 0.0467473 11
1234.8 0 0 0 0 0 0 0.897917 0.897917 0.897917 0 0 1
