#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 9.25 - 9.75
#HM   Stats: 2.426470e+11 (median) + 1.022060e+11  / - 8.147101e+10
#SM   Stats: 2.877560e+09 (median) + 1.542590e+09  / - 8.307301e+08
#VMP  Stats: 1.312600e+02 (median) + 1.026001e+01  / - 9.879997e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 8.178137e-10 (median) + 5.670153e-10  / - 3.500928e-10
sfh 0.055623 0 0 0 #avg: 9.89997e-07; avg_err: 7.97748e-07; sd: 0.000193984; counts: 59130
sfh 0.060123 0 0 0 #avg: 4.81234e-05; avg_err: 2.18374e-05; sd: 0.00531008; counts: 59130
sfh 0.062373 0 0 0 #avg: 0.000228472; avg_err: 0.000109023; sd: 0.0265105; counts: 59130
sfh 0.064623 0 0 0 #avg: 0.000371439; avg_err: 0.000115181; sd: 0.028008; counts: 59130
sfh 0.066873 0 0 0 #avg: 0.00105325; avg_err: 0.000254079; sd: 0.061783; counts: 59130
sfh 0.069123 0 0 0 #avg: 0.00206647; avg_err: 0.000424393; sd: 0.103197; counts: 59130
sfh 0.071373 0 0 0 #avg: 0.0032664; avg_err: 0.00075065; sd: 0.182531; counts: 59130
sfh 0.073623 0 0 0 #avg: 0.00409962; avg_err: 0.000394983; sd: 0.0960459; counts: 59130
sfh 0.075873 0 0 0 #avg: 0.00601098; avg_err: 0.000420971; sd: 0.102365; counts: 59130
sfh 0.078123 0 0 0 #avg: 0.00901468; avg_err: 0.00054157; sd: 0.131691; counts: 59130
sfh 0.080373 0 0 0 #avg: 0.013125; avg_err: 0.000715681; sd: 0.174028; counts: 59130
sfh 0.082623 0 0 0 #avg: 0.0164359; avg_err: 0.000701408; sd: 0.170558; counts: 59130
sfh 0.085998 0 0 0 #avg: 0.0253584; avg_err: 0.00106004; sd: 0.257763; counts: 59130
sfh 0.089373 0 0.00648223 0 #avg: 0.0333501; avg_err: 0.00110742; sd: 0.269286; counts: 59130
sfh 0.092748 0 0.025084 0 #avg: 0.0418363; avg_err: 0.00103898; sd: 0.252643; counts: 59130
sfh 0.096123 0 0.0478343 0 #avg: 0.0521447; avg_err: 0.00104396; sd: 0.253854; counts: 59130
sfh 0.099498 0 0.0733797 0 #avg: 0.0635166; avg_err: 0.0012218; sd: 0.2971; counts: 59130
sfh 0.102873 0 0.0955506 0 #avg: 0.0714125; avg_err: 0.00137559; sd: 0.334495; counts: 59130
sfh 0.106248 0.00353347 0.110571 0.00353347 #avg: 0.0802756; avg_err: 0.00117112; sd: 0.284775; counts: 59130
sfh 0.109623 0.00935536 0.124895 0.00935536 #avg: 0.0926618; avg_err: 0.00130289; sd: 0.316816; counts: 59130
sfh 0.112998 0.0150446 0.13641 0.0150446 #avg: 0.103702; avg_err: 0.00141267; sd: 0.34351; counts: 59130
sfh 0.116373 0.0201103 0.147968 0.0201103 #avg: 0.115238; avg_err: 0.0015847; sd: 0.385343; counts: 59130
sfh 0.119748 0.0250325 0.160287 0.0250325 #avg: 0.126703; avg_err: 0.0016603; sd: 0.403727; counts: 59130
sfh 0.123123 0.0300532 0.174288 0.0300532 #avg: 0.137302; avg_err: 0.00162111; sd: 0.394196; counts: 59130
sfh 0.126498 0.0360449 0.187075 0.0358565 #avg: 0.149376; avg_err: 0.00173125; sd: 0.420979; counts: 59130
sfh 0.129873 0.0423305 0.20474 0.0411472 #avg: 0.163381; avg_err: 0.00183594; sd: 0.446435; counts: 59130
sfh 0.133248 0.0484571 0.22128 0.0459435 #avg: 0.179258; avg_err: 0.00200353; sd: 0.487187; counts: 59130
sfh 0.136623 0.0548571 0.243799 0.0509254 #avg: 0.19545; avg_err: 0.00209768; sd: 0.510082; counts: 59130
sfh 0.141685 0.0647293 0.271224 0.0586187 #avg: 0.216651; avg_err: 0.00225592; sd: 0.548561; counts: 59130
sfh 0.146748 0.0753875 0.300458 0.0665063 #avg: 0.234602; avg_err: 0.00213908; sd: 0.520148; counts: 59130
sfh 0.15181 0.0881735 0.331638 0.0766473 #avg: 0.256018; avg_err: 0.00225131; sd: 0.54744; counts: 59130
sfh 0.156873 0.10001 0.367767 0.085552 #avg: 0.280617; avg_err: 0.00239038; sd: 0.581255; counts: 59130
sfh 0.161935 0.114467 0.394838 0.0970703 #avg: 0.30513; avg_err: 0.00252929; sd: 0.615034; counts: 59130
sfh 0.166998 0.127901 0.425524 0.107024 #avg: 0.32684; avg_err: 0.00251855; sd: 0.612423; counts: 59130
sfh 0.17206 0.140535 0.454511 0.116191 #avg: 0.347229; avg_err: 0.00259045; sd: 0.629905; counts: 59130
sfh 0.177123 0.15658 0.481232 0.12847 #avg: 0.368911; avg_err: 0.00264688; sd: 0.643628; counts: 59130
sfh 0.182185 0.176189 0.50657 0.144186 #avg: 0.392541; avg_err: 0.00273064; sd: 0.663994; counts: 59130
sfh 0.187248 0.191457 0.539242 0.155538 #avg: 0.415991; avg_err: 0.00275076; sd: 0.668889; counts: 59130
sfh 0.19231 0.209647 0.560679 0.169261 #avg: 0.438639; avg_err: 0.00284719; sd: 0.692336; counts: 59130
sfh 0.197373 0.229129 0.591159 0.183482 #avg: 0.462373; avg_err: 0.00290463; sd: 0.706302; counts: 59130
sfh 0.202435 0.248247 0.607787 0.197477 #avg: 0.483953; avg_err: 0.00293988; sd: 0.714876; counts: 59130
sfh 0.207498 0.266911 0.624232 0.209912 #avg: 0.505453; avg_err: 0.00301628; sd: 0.733453; counts: 59130
sfh 0.21256 0.286712 0.63427 0.223153 #avg: 0.523761; avg_err: 0.00302496; sd: 0.735562; counts: 59130
sfh 0.217623 0.30819 0.64234 0.238859 #avg: 0.544211; avg_err: 0.00314968; sd: 0.765891; counts: 59130
sfh 0.222685 0.327752 0.658114 0.251414 #avg: 0.561204; avg_err: 0.00309525; sd: 0.752656; counts: 59130
sfh 0.227748 0.348839 0.661251 0.264249 #avg: 0.578389; avg_err: 0.00310394; sd: 0.754768; counts: 59130
sfh 0.23281 0.367224 0.669516 0.275548 #avg: 0.59667; avg_err: 0.00309535; sd: 0.752679; counts: 59130
sfh 0.237873 0.38776 0.67743 0.288581 #avg: 0.615879; avg_err: 0.00313716; sd: 0.762846; counts: 59130
sfh 0.242935 0.407507 0.681323 0.298809 #avg: 0.631669; avg_err: 0.0030935; sd: 0.75223; counts: 59130
sfh 0.247998 0.426878 0.681652 0.306925 #avg: 0.644475; avg_err: 0.00307457; sd: 0.747626; counts: 59130
sfh 0.25306 0.446846 0.677314 0.316911 #avg: 0.659927; avg_err: 0.0030875; sd: 0.75077; counts: 59130
sfh 0.258123 0.464909 0.676991 0.3233 #avg: 0.67697; avg_err: 0.00310276; sd: 0.754481; counts: 59130
sfh 0.263185 0.484475 0.685205 0.332498 #avg: 0.695722; avg_err: 0.00315469; sd: 0.767109; counts: 59130
sfh 0.268248 0.504953 0.687737 0.339433 #avg: 0.713012; avg_err: 0.0031404; sd: 0.763635; counts: 59130
sfh 0.27331 0.522389 0.684771 0.344906 #avg: 0.728005; avg_err: 0.00313401; sd: 0.762079; counts: 59130
sfh 0.278373 0.538247 0.695323 0.348478 #avg: 0.743921; avg_err: 0.00314126; sd: 0.763843; counts: 59130
sfh 0.283435 0.551664 0.677546 0.34733 #avg: 0.754742; avg_err: 0.00316105; sd: 0.768656; counts: 59130
sfh 0.288498 0.567749 0.678471 0.348785 #avg: 0.769007; avg_err: 0.00314786; sd: 0.765448; counts: 59130
