#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
42.7176 0 0 0 0 0 0 0.0852599 0.0152415 0.0686354 0.0638731 0.0531323 27
64.5696 0.222222 0.222222 0.146986 0 1 0 0.155299 0.0828588 0.0165829 0.288382 0.0023789 9
83.4885 0.031746 0.031746 0.0222661 0 0 0 0.183702 0.0212462 0.107833 0.28025 0.0916322 63
103.47 0.0714286 0.0714286 0.0143744 0 0 0 0.198588 0.00974495 0.16363 0.198528 0.124023 322
128.808 0.0593281 0.0593281 0.00631823 0 0 0 0.205485 0.00448864 0.163167 0.223396 0.123398 1399
160.163 0.0702934 0.0721271 0.00464556 0 0 0 0.22887 0.00303923 0.19054 0.220895 0.128686 3272
199.408 0.068651 0.0691311 0.00395995 0 0 0 0.244172 0.00267634 0.213986 0.213999 0.149202 4166
247.907 0.0748082 0.0754476 0.00476617 0 0 0 0.263279 0.00308098 0.239503 0.204284 0.153644 3128
310.082 0.0735809 0.0742817 0.00701459 0 0 0 0.298559 0.00475701 0.27912 0.206272 0.169536 1427
386.922 0.115942 0.115942 0.0145827 0 0 0 0.344395 0.00787661 0.335606 0.181646 0.178215 483
486.511 0.0735294 0.0735294 0.0224636 0 0 0 0.378278 0.0154885 0.377555 0.187255 0.212791 136
617.568 0.111111 0.111111 0.0762216 0 0 0 0.380917 0.0295379 0.345815 0.186877 0.0726127 18
805.615 0 0 0 0 0 0 0.598785 0.101669 0.61891 0.145042 0.205419 3
