#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.334 4.57368e+08 3.58016e+06 4.10865e+08 1.89e+08 8.77178e+07 1.64619e+09 7.78706e+06 1.63903e+09 4.01037e+08 3.06417e+08 1880
63.062 4.46093e+08 3.7533e+06 3.95991e+08 1.72792e+08 7.57293e+07 1.70269e+09 9.25573e+06 1.75696e+09 3.37367e+08 4.2435e+08 1799
81.0345 4.84671e+08 4.08651e+06 4.18078e+08 2.28242e+08 9.49306e+07 1.57409e+09 9.11607e+06 1.63903e+09 4.55301e+08 5.62728e+08 2569
100.035 5.22429e+08 4.04044e+06 4.42101e+08 2.89391e+08 1.17321e+08 1.38649e+09 8.60081e+06 1.39517e+09 5.34093e+08 5.84386e+08 3454
126.238 5.53617e+08 4.2028e+06 4.70295e+08 3.10807e+08 1.38006e+08 1.21168e+09 8.11552e+06 1.20565e+09 5.51314e+08 5.30864e+08 3857
157.916 5.69774e+08 4.60816e+06 4.77585e+08 3.47311e+08 1.4161e+08 1.10711e+09 8.37392e+06 1.0763e+09 6.22037e+08 5.39586e+08 3656
197.747 5.77228e+08 5.5402e+06 4.74045e+08 3.69573e+08 1.36678e+08 1.03563e+09 9.44697e+06 9.44654e+08 6.34393e+08 4.07939e+08 2770
247.708 5.85913e+08 7.06198e+06 4.8796e+08 3.55658e+08 1.46681e+08 9.80357e+08 1.20324e+07 8.77994e+08 6.40409e+08 4.1105e+08 1596
308.172 5.96778e+08 1.16722e+07 5.12454e+08 3.44786e+08 1.68609e+08 9.37362e+08 1.83733e+07 8.10788e+08 5.84386e+08 3.43845e+08 613
388.436 6.09806e+08 2.42201e+07 5.17181e+08 4.47064e+08 1.78533e+08 8.98205e+08 3.36608e+07 7.43049e+08 5.89564e+08 2.76105e+08 169
485.07 6.50577e+08 4.8342e+07 5.36715e+08 5.39586e+08 1.45275e+08 8.22245e+08 8.21868e+07 6.74785e+08 7.2039e+08 3.1462e+08 36
624.547 4.93073e+08 6.39842e+07 3.95131e+08 4.01328e+08 8.55179e+07 1.19151e+09 1.56818e+08 1.20565e+09 1.26964e+08 4.79042e+08 10
789.618 7.71102e+08 4.26873e+08 1.19797e+09 0 8.53746e+08 1.4113e+09 7.36517e+08 2.14782e+09 0 1.47303e+09 2
