#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.72233e+07 0.00524653 0.00528047 0.000134371 0 0 0 0.00391177 4.71076e-05 0 0 0 294671
1.56785e+08 0.00719095 0.0072689 0.000268015 0 0 0 0.00535076 9.86835e-05 0 0 0 102629
2.48363e+08 0.01002 0.0101498 0.000365746 0 0 0 0.00759674 0.00014472 0 0 0 77046
3.93846e+08 0.0132167 0.0133886 0.000482637 0 0 0 0.0106714 0.000209364 0 0 0 58184
6.24292e+08 0.0171191 0.0174633 0.000639966 0 0 0 0.0140874 0.000282119 0 0 0 43577
9.87514e+08 0.0201673 0.0204771 0.000800364 0 0 0 0.0184364 0.000376686 0 0.0096437 0 32280
1.56752e+09 0.0230493 0.0232607 0.00098934 0 0 0 0.0252834 0.00053083 0 0.0226012 0 23645
2.47875e+09 0.028475 0.0290078 0.00131553 0 0 0 0.032987 0.000726432 0 0.0403758 0 16892
3.93954e+09 0.0331796 0.0334266 0.00164346 0 0 0 0.0439351 0.000989162 0 0.0749522 0 12146
6.22943e+09 0.0354349 0.03578 0.00201222 0 0 0 0.0553113 0.00128811 0 0.119836 0 8692
9.87704e+09 0.0453822 0.0460191 0.00268229 0 0 0 0.0673158 0.0016159 0 0.166318 0 6280
1.56989e+10 0.0492416 0.0503407 0.0033304 0 0 0 0.0827722 0.0020987 0 0.212174 0 4549
2.49008e+10 0.0488963 0.0491757 0.00363651 0 0 0 0.0948319 0.0024178 0.0122474 0.2308 0.0122474 3579
3.93998e+10 0.0608696 0.0624506 0.00493983 0 0 0 0.106227 0.00304247 0.0215757 0.247608 0.0215757 2530
6.21773e+10 0.0695509 0.0711939 0.00616713 0 0 0 0.11778 0.00361508 0.0445283 0.239364 0.0445283 1826
9.8196e+10 0.0512153 0.0529514 0.00682535 0 0 0 0.114479 0.00422709 0.0453892 0.23241 0.0453892 1152
1.54755e+11 0.0295359 0.0295359 0.00635383 0 0 0 0.119133 0.00567187 0.0469709 0.250603 0.0469709 711
2.42538e+11 0.0171821 0.0171821 0.0076309 0 0 0 0.107374 0.00790772 0.0451917 0.214995 0.0451917 291
3.78071e+11 0.0181818 0.0181818 0.0181818 0 0 0 0.105298 0.0193936 0.0377693 0.243662 0.0377693 55
5.58211e+11 0 0 0 0 0 0 0.0856592 0.0369651 0.0722254 0.127775 0.0722254 5
