#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.3262 4.57307e+08 3.58086e+06 4.10865e+08 1.89e+08 8.77178e+07 1.64568e+09 7.78804e+06 1.63903e+09 4.01037e+08 3.06417e+08 1880
63.0608 4.45747e+08 3.75451e+06 3.95991e+08 1.72792e+08 7.57293e+07 1.70322e+09 9.26387e+06 1.75696e+09 3.37367e+08 4.2435e+08 1797
81.0225 4.84968e+08 4.12489e+06 4.18078e+08 2.32307e+08 9.49306e+07 1.57405e+09 9.20266e+06 1.63903e+09 4.55301e+08 5.62728e+08 2538
99.962 5.24888e+08 4.14673e+06 4.43556e+08 2.90456e+08 1.18776e+08 1.38008e+09 8.76336e+06 1.39517e+09 5.34093e+08 5.84386e+08 3356
126.002 5.58759e+08 4.44675e+06 4.73851e+08 3.15318e+08 1.41562e+08 1.19658e+09 8.42334e+06 1.14127e+09 6.15695e+08 4.66483e+08 3544
157.321 5.73104e+08 5.2462e+06 4.7771e+08 3.50531e+08 1.41735e+08 1.06436e+09 9.19177e+06 1.01076e+09 5.68287e+08 4.74045e+08 2888
196.992 5.70329e+08 6.53814e+06 4.70295e+08 3.54601e+08 1.31647e+08 9.67231e+08 1.12058e+07 8.77994e+08 5.79115e+08 4.1105e+08 1800
246.941 5.62247e+08 8.6087e+06 4.74045e+08 3.28446e+08 1.35397e+08 8.30906e+08 1.40464e+07 7.43049e+08 5.26385e+08 2.76105e+08 838
309.246 5.55142e+08 1.49711e+07 4.77585e+08 2.90673e+08 1.36307e+08 8.1524e+08 2.38358e+07 7.43049e+08 5.26385e+08 2.76105e+08 274
388.956 5.38494e+08 3.50549e+07 4.46348e+08 2.96701e+08 1.077e+08 7.55806e+08 5.19887e+07 6.06006e+08 5.35262e+08 2.45841e+08 59
494.523 5.51902e+08 7.06651e+07 4.66483e+08 3.79001e+08 8.35994e+07 6.36494e+08 8.05375e+07 6.74785e+08 2.03209e+08 3.1462e+08 11
563.99 3.06417e+08 3.06417e+08 3.06417e+08 0 0 1.33261e+09 1.33261e+09 1.33261e+09 0 0 1
