#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.61667 - 2.78333
#HM   Stats: 3.247060e+13 (median) + 1.817650e+13  / - 9.691202e+12
#SM   Stats: 2.162530e+11 (median) + 1.588550e+11  / - 9.922000e+10
#VMP  Stats: 4.661400e+02 (median) + 6.664001e+01  / - 4.020001e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.877927e-11 (median) + 2.063517e-11  / - 7.122846e-12
sfh 0.055623 0 0 0 #avg: 3.21335e-06; avg_err: 3.21335e-06; sd: 8.07185e-05; counts: 632
sfh 0.060123 0 0 0 #avg: 0.0446223; avg_err: 0.0276884; sd: 0.695525; counts: 632
sfh 0.062373 0 0 0 #avg: 0.0859573; avg_err: 0.0314534; sd: 0.7901; counts: 632
sfh 0.064623 0 0 0 #avg: 0.181257; avg_err: 0.05838; sd: 1.46649; counts: 632
sfh 0.066873 0 0.0882007 0 #avg: 0.367789; avg_err: 0.0765622; sd: 1.92322; counts: 632
sfh 0.069123 0 0.304024 0 #avg: 0.518202; avg_err: 0.112053; sd: 2.81473; counts: 632
sfh 0.071373 0 0.717331 0 #avg: 0.673268; avg_err: 0.110144; sd: 2.76677; counts: 632
sfh 0.073623 0.0247055 1.13359 0.0247055 #avg: 0.924157; avg_err: 0.137871; sd: 3.46328; counts: 632
sfh 0.075873 0.0846662 1.80636 0.0846662 #avg: 1.28029; avg_err: 0.169284; sd: 4.25236; counts: 632
sfh 0.078123 0.206147 2.07469 0.206147 #avg: 1.47915; avg_err: 0.152274; sd: 3.82509; counts: 632
sfh 0.080373 0.372986 2.38833 0.372986 #avg: 1.96923; avg_err: 0.218781; sd: 5.49571; counts: 632
sfh 0.082623 0.566526 2.57965 0.552308 #avg: 2.01601; avg_err: 0.19076; sd: 4.79184; counts: 632
sfh 0.085998 0.970476 3.26872 0.903703 #avg: 2.89338; avg_err: 0.263676; sd: 6.62345; counts: 632
sfh 0.089373 1.19224 4.21324 1.04927 #avg: 3.49885; avg_err: 0.305285; sd: 7.66867; counts: 632
sfh 0.092748 1.54803 5.18314 1.24591 #avg: 4.1163; avg_err: 0.333344; sd: 8.37351; counts: 632
sfh 0.096123 1.99872 6.50267 1.59586 #avg: 5.29698; avg_err: 0.431939; sd: 10.8502; counts: 632
sfh 0.099498 2.40389 7.52834 1.83066 #avg: 6.72018; avg_err: 0.719339; sd: 18.0696; counts: 632
sfh 0.102873 3.06309 8.49651 2.36463 #avg: 7.77811; avg_err: 0.704856; sd: 17.7058; counts: 632
sfh 0.106248 3.70138 9.60612 2.87462 #avg: 9.21858; avg_err: 0.82464; sd: 20.7147; counts: 632
