#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
46.9868 4.76462e+08 1.08642e+07 4.20356e+08 1.98933e+08 9.72089e+07 3.6012e+09 7.39084e+07 4.10191e+09 4.66638e+08 2.30453e+09 291
62.9429 4.37494e+08 8.17284e+06 3.84989e+08 1.69087e+08 6.23632e+07 4.25826e+09 3.00507e+07 4.39903e+09 2.788e+08 5.46096e+08 340
81.4414 4.73786e+08 8.54091e+06 4.10865e+08 2.08424e+08 8.82393e+07 4.16557e+09 2.1907e+07 4.22253e+09 4.55301e+08 4.97762e+08 555
99.9571 5.33418e+08 8.53693e+06 4.5052e+08 2.94204e+08 1.2574e+08 3.88205e+09 2.44137e+07 3.97868e+09 5.89866e+08 7.2039e+08 914
126.541 5.99698e+08 9.27928e+06 5.0218e+08 3.63489e+08 1.66205e+08 3.39409e+09 2.72947e+07 3.52816e+09 7.53685e+08 1.05261e+09 1201
158.331 7.00117e+08 1.13983e+07 5.45884e+08 5.16087e+08 1.97039e+08 2.37463e+09 3.23118e+07 2.3272e+09 1.46196e+09 1.47378e+09 1451
195.206 7.64475e+08 1.57284e+07 6.09694e+08 5.91268e+08 2.44504e+08 1.68946e+09 3.60746e+07 1.40892e+09 1.50052e+09 7.97101e+08 897
241.766 8.13099e+08 3.86913e+07 6.90425e+08 4.854e+08 3.06011e+08 1.27468e+09 7.25053e+07 9.3351e+08 1.16878e+09 4.02633e+08 166
306.594 1.11113e+09 1.01034e+08 1.0311e+09 5.34117e+08 4.19279e+08 8.73683e+08 1.13735e+08 6.11817e+08 8.75395e+08 8.09404e+07 30
393.756 9.24391e+08 3.67143e+08 1.25797e+09 5.44895e+08 9.42046e+08 7.31965e+08 1.3326e+08 6.92559e+08 4.00439e+08 2.42813e+08 4
479.201 1.33453e+09 6.91277e+08 2.02581e+09 0 1.38255e+09 4.49746e+08 2.52441 4.49746e+08 0 0 2
