#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 13.25 - 13.75
#HM   Stats: 2.514710e+13 (median) + 1.451470e+13  / - 5.941200e+12
#SM   Stats: 1.946390e+11 (median) + 1.387360e+11  / - 8.867901e+10
#VMP  Stats: 4.267300e+02 (median) + 6.556998e+01  / - 4.112003e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.968579e-11 (median) + 2.138849e-11  / - 7.886872e-12
sfh 0.055623 0 0 0 #avg: 2.23907e-06; avg_err: 2.23907e-06; sd: 6.73957e-05; counts: 907
sfh 0.060123 0 0 0 #avg: 0.0328466; avg_err: 0.0193384; sd: 0.582082; counts: 907
sfh 0.062373 0 0 0 #avg: 0.0661383; avg_err: 0.0222107; sd: 0.668539; counts: 907
sfh 0.064623 0 0 0 #avg: 0.137316; avg_err: 0.0410479; sd: 1.23553; counts: 907
sfh 0.066873 0 0.0253195 0 #avg: 0.28633; avg_err: 0.0548939; sd: 1.6523; counts: 907
sfh 0.069123 0 0.159678 0 #avg: 0.392658; avg_err: 0.079; sd: 2.37789; counts: 907
sfh 0.071373 0 0.407826 0 #avg: 0.536411; avg_err: 0.079589; sd: 2.39561; counts: 907
sfh 0.073623 0 0.787445 0 #avg: 0.716352; avg_err: 0.0980117; sd: 2.95014; counts: 907
sfh 0.075873 0.0376449 1.23396 0.0376449 #avg: 1.01304; avg_err: 0.124142; sd: 3.73666; counts: 907
sfh 0.078123 0.117083 1.63548 0.117083 #avg: 1.22698; avg_err: 0.119589; sd: 3.59962; counts: 907
sfh 0.080373 0.248131 1.80637 0.248131 #avg: 1.6413; avg_err: 0.179613; sd: 5.40632; counts: 907
sfh 0.082623 0.351905 1.75906 0.351905 #avg: 1.63204; avg_err: 0.160295; sd: 4.82486; counts: 907
sfh 0.085998 0.640712 2.72909 0.614601 #avg: 2.32755; avg_err: 0.210553; sd: 6.3376; counts: 907
sfh 0.089373 0.862391 3.24906 0.773599 #avg: 2.91917; avg_err: 0.290072; sd: 8.73113; counts: 907
sfh 0.092748 1.10981 3.65846 0.947256 #avg: 3.24843; avg_err: 0.268079; sd: 8.06912; counts: 907
sfh 0.096123 1.48875 4.34607 1.25791 #avg: 4.11072; avg_err: 0.314094; sd: 9.45419; counts: 907
sfh 0.099498 1.80124 5.77205 1.46226 #avg: 4.92842; avg_err: 0.380055; sd: 11.4396; counts: 907
sfh 0.102873 2.11997 6.71875 1.69304 #avg: 5.99125; avg_err: 0.488204; sd: 14.6949; counts: 907
sfh 0.106248 2.51334 7.16873 1.95136 #avg: 6.95235; avg_err: 0.554647; sd: 16.6948; counts: 907
sfh 0.109623 3.05198 8.76132 2.35631 #avg: 8.23867; avg_err: 0.633716; sd: 19.0748; counts: 907
sfh 0.112998 3.49877 9.65073 2.67637 #avg: 9.57257; avg_err: 0.742404; sd: 22.3462; counts: 907
sfh 0.116373 4.10701 12.2995 3.16921 #avg: 11.1985; avg_err: 0.812933; sd: 24.4691; counts: 907
sfh 0.119748 4.51395 13.6803 3.41531 #avg: 12.9939; avg_err: 0.933278; sd: 28.0915; counts: 907
sfh 0.123123 5.34495 14.683 4.08112 #avg: 14.7574; avg_err: 1.12202; sd: 33.7727; counts: 907
sfh 0.126498 6.00436 16.2391 4.54939 #avg: 17.4302; avg_err: 1.43527; sd: 43.2015; counts: 907
sfh 0.129873 6.81252 18.2466 5.1542 #avg: 20.049; avg_err: 2.00249; sd: 60.2745; counts: 907
sfh 0.133248 7.73795 18.6704 5.74119 #avg: 20.3958; avg_err: 1.97302; sd: 59.3875; counts: 907
sfh 0.136623 8.3417 19.6092 6.19969 #avg: 21.5746; avg_err: 1.66318; sd: 50.0616; counts: 907
sfh 0.141685 9.76053 23.4556 7.29561 #avg: 23.53; avg_err: 1.53501; sd: 46.2035; counts: 907
sfh 0.146748 10.4757 30.1222 7.89502 #avg: 26.9663; avg_err: 2.07938; sd: 62.589; counts: 907
sfh 0.15181 11.9518 35.722 8.92876 #avg: 30.4055; avg_err: 2.2288; sd: 67.0866; counts: 907
sfh 0.156873 13.6543 38.2074 10.2052 #avg: 35.7219; avg_err: 2.63956; sd: 79.4502; counts: 907
sfh 0.161935 15.9016 39.2891 11.8599 #avg: 38.2652; avg_err: 2.56289; sd: 77.1427; counts: 907
sfh 0.166998 17.0128 45.5361 12.1098 #avg: 40.7582; avg_err: 2.48124; sd: 74.6849; counts: 907
sfh 0.17206 18.8504 52.7596 13.4358 #avg: 44.7798; avg_err: 2.68623; sd: 80.8551; counts: 907
sfh 0.177123 22.0338 53.1528 16.1023 #avg: 48.0543; avg_err: 2.85048; sd: 85.7989; counts: 907
sfh 0.182185 24.3621 60.8523 17.8923 #avg: 51.7733; avg_err: 2.63449; sd: 79.2976; counts: 907
sfh 0.187248 25.9836 68.2735 19.0845 #avg: 55.3673; avg_err: 2.80578; sd: 84.4534; counts: 907
sfh 0.19231 28.5614 80.2186 21.2293 #avg: 61.367; avg_err: 3.01954; sd: 90.8877; counts: 907
sfh 0.197373 32.717 79.348 24.9701 #avg: 64.9705; avg_err: 3.03462; sd: 91.3414; counts: 907
sfh 0.202435 33.0567 94.4183 24.4246 #avg: 70.9948; avg_err: 3.47749; sd: 104.672; counts: 907
sfh 0.207498 35.766 100.111 26.4472 #avg: 76.0939; avg_err: 3.88199; sd: 116.847; counts: 907
sfh 0.21256 39.734 108.622 29.2404 #avg: 81.3988; avg_err: 3.97199; sd: 119.556; counts: 907
sfh 0.217623 44.6711 116.224 32.7747 #avg: 86.595; avg_err: 3.99673; sd: 120.301; counts: 907
sfh 0.222685 45.4192 112.427 33.4923 #avg: 88.5398; avg_err: 4.06848; sd: 122.46; counts: 907
sfh 0.227748 48.8645 114.556 36.0859 #avg: 91.4456; avg_err: 4.00526; sd: 120.558; counts: 907
sfh 0.23281 53.6776 127.349 39.4551 #avg: 96.4559; avg_err: 4.00792; sd: 120.638; counts: 907
sfh 0.237873 56.6125 133.175 42.7096 #avg: 100.948; avg_err: 4.12723; sd: 124.229; counts: 907
sfh 0.242935 54.6957 133.414 39.8221 #avg: 102.943; avg_err: 4.23434; sd: 127.453; counts: 907
sfh 0.247998 61.0971 135.975 46.1953 #avg: 106.361; avg_err: 4.30592; sd: 129.607; counts: 907
sfh 0.25306 66.012 139.605 50.1108 #avg: 110.865; avg_err: 4.53211; sd: 136.416; counts: 907
sfh 0.258123 67.1843 134.501 51.6138 #avg: 113.027; avg_err: 4.62549; sd: 139.227; counts: 907
sfh 0.263185 67.2877 144.154 53.3814 #avg: 114.418; avg_err: 4.51433; sd: 135.881; counts: 907
sfh 0.268248 72.344 149.158 58.4633 #avg: 117.737; avg_err: 4.49647; sd: 135.343; counts: 907
sfh 0.27331 75.8027 150.697 61.7663 #avg: 120.889; avg_err: 4.4559; sd: 134.122; counts: 907
sfh 0.278373 81.9221 156.569 66.635 #avg: 122.765; avg_err: 4.32823; sd: 130.279; counts: 907
sfh 0.283435 85.1615 141.66 69.0264 #avg: 123.481; avg_err: 4.19145; sd: 126.162; counts: 907
