#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 8.75 - 9.25
#HM   Stats: 1.431180e+11 (median) + 6.614701e+10  / - 4.922089e+10
#SM   Stats: 9.062250e+08 (median) + 4.874550e+08  / - 2.613900e+08
#VMP  Stats: 1.120400e+02 (median) + 9.830002e+00  / - 9.169998e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 6.249995e-10 (median) + 4.617212e-10  / - 2.756665e-10
sfh 0.055623 0 0 0 #avg: 9.48953e-09; avg_err: 9.48953e-09; sd: 3.25445e-06; counts: 117617
sfh 0.060123 0 0 0 #avg: 3.27405e-06; avg_err: 2.13863e-06; sd: 0.000733446; counts: 117617
sfh 0.062373 0 0 0 #avg: 5.11929e-05; avg_err: 2.41801e-05; sd: 0.00829262; counts: 117617
sfh 0.064623 0 0 0 #avg: 0.000107322; avg_err: 4.82368e-05; sd: 0.0165429; counts: 117617
sfh 0.066873 0 0 0 #avg: 0.000233375; avg_err: 6.99815e-05; sd: 0.0240003; counts: 117617
sfh 0.069123 0 0 0 #avg: 0.00050766; avg_err: 0.00011875; sd: 0.0407256; counts: 117617
sfh 0.071373 0 0 0 #avg: 0.000801778; avg_err: 0.000119665; sd: 0.0410394; counts: 117617
sfh 0.073623 0 0 0 #avg: 0.00133905; avg_err: 0.000148812; sd: 0.0510354; counts: 117617
sfh 0.075873 0 0 0 #avg: 0.00209606; avg_err: 0.000163663; sd: 0.0561285; counts: 117617
sfh 0.078123 0 0 0 #avg: 0.0030243; avg_err: 0.000178245; sd: 0.0611294; counts: 117617
sfh 0.080373 0 0 0 #avg: 0.00457069; avg_err: 0.000239318; sd: 0.0820746; counts: 117617
sfh 0.082623 0 0 0 #avg: 0.00611971; avg_err: 0.000255266; sd: 0.0875438; counts: 117617
sfh 0.085998 0 0 0 #avg: 0.010049; avg_err: 0.000322526; sd: 0.110611; counts: 117617
sfh 0.089373 0 0 0 #avg: 0.0142001; avg_err: 0.000379696; sd: 0.130217; counts: 117617
sfh 0.092748 0 0.000772029 0 #avg: 0.0184854; avg_err: 0.000360452; sd: 0.123618; counts: 117617
sfh 0.096123 0 0.0102978 0 #avg: 0.0238437; avg_err: 0.000395484; sd: 0.135632; counts: 117617
sfh 0.099498 0 0.0244532 0 #avg: 0.0288728; avg_err: 0.000391254; sd: 0.134181; counts: 117617
sfh 0.102873 0 0.0388416 0 #avg: 0.0346024; avg_err: 0.00046173; sd: 0.158351; counts: 117617
sfh 0.106248 0 0.0520031 0 #avg: 0.039154; avg_err: 0.000434545; sd: 0.149028; counts: 117617
sfh 0.109623 1.91757e-06 0.0639976 1.91757e-06 #avg: 0.0445102; avg_err: 0.000477031; sd: 0.163599; counts: 117617
sfh 0.112998 0.00237799 0.0712385 0.00237799 #avg: 0.0488678; avg_err: 0.000479635; sd: 0.164492; counts: 117617
sfh 0.116373 0.00565543 0.0756844 0.00565543 #avg: 0.0536614; avg_err: 0.000509767; sd: 0.174826; counts: 117617
sfh 0.119748 0.00855993 0.0809303 0.00855993 #avg: 0.0589538; avg_err: 0.000560267; sd: 0.192145; counts: 117617
sfh 0.123123 0.0114978 0.0863567 0.0114978 #avg: 0.0636991; avg_err: 0.000545567; sd: 0.187103; counts: 117617
sfh 0.126498 0.0145034 0.0928906 0.0145034 #avg: 0.068959; avg_err: 0.000561376; sd: 0.192525; counts: 117617
sfh 0.129873 0.0177783 0.100612 0.0177783 #avg: 0.0744407; avg_err: 0.000557848; sd: 0.191315; counts: 117617
sfh 0.133248 0.0212016 0.108044 0.0212016 #avg: 0.08097; avg_err: 0.000597797; sd: 0.205016; counts: 117617
sfh 0.136623 0.0249473 0.115127 0.0246379 #avg: 0.087695; avg_err: 0.000629907; sd: 0.216028; counts: 117617
sfh 0.141685 0.0302509 0.127297 0.0288874 #avg: 0.0968387; avg_err: 0.000668801; sd: 0.229366; counts: 117617
sfh 0.146748 0.0359025 0.139171 0.0333196 #avg: 0.105453; avg_err: 0.000648368; sd: 0.222359; counts: 117617
sfh 0.15181 0.0413189 0.150791 0.0371988 #avg: 0.114753; avg_err: 0.000684592; sd: 0.234782; counts: 117617
sfh 0.156873 0.0467467 0.163814 0.0410136 #avg: 0.123122; avg_err: 0.000699394; sd: 0.239859; counts: 117617
sfh 0.161935 0.0524771 0.175077 0.0449818 #avg: 0.132242; avg_err: 0.000730742; sd: 0.250609; counts: 117617
sfh 0.166998 0.0589756 0.185127 0.0496854 #avg: 0.141601; avg_err: 0.000753451; sd: 0.258398; counts: 117617
sfh 0.17206 0.0647639 0.194337 0.0537496 #avg: 0.149112; avg_err: 0.000757641; sd: 0.259834; counts: 117617
sfh 0.177123 0.0717359 0.205453 0.0591034 #avg: 0.158157; avg_err: 0.00077655; sd: 0.266319; counts: 117617
sfh 0.182185 0.0790207 0.215562 0.0643686 #avg: 0.167463; avg_err: 0.000788615; sd: 0.270457; counts: 117617
sfh 0.187248 0.0857439 0.223438 0.0691649 #avg: 0.174571; avg_err: 0.000788342; sd: 0.270364; counts: 117617
sfh 0.19231 0.0937494 0.225912 0.0752143 #avg: 0.181789; avg_err: 0.000797943; sd: 0.273656; counts: 117617
sfh 0.197373 0.101063 0.234901 0.0803522 #avg: 0.190533; avg_err: 0.00080073; sd: 0.274612; counts: 117617
sfh 0.202435 0.108567 0.239808 0.085305 #avg: 0.197165; avg_err: 0.000803186; sd: 0.275454; counts: 117617
sfh 0.207498 0.115336 0.242824 0.0896678 #avg: 0.202792; avg_err: 0.000801784; sd: 0.274973; counts: 117617
sfh 0.21256 0.122738 0.244306 0.094272 #avg: 0.208278; avg_err: 0.000799415; sd: 0.274161; counts: 117617
sfh 0.217623 0.12917 0.245533 0.0975687 #avg: 0.213406; avg_err: 0.000793144; sd: 0.27201; counts: 117617
sfh 0.222685 0.135836 0.24723 0.101159 #avg: 0.219318; avg_err: 0.000798865; sd: 0.273972; counts: 117617
sfh 0.227748 0.143015 0.247382 0.10502 #avg: 0.224737; avg_err: 0.000785814; sd: 0.269497; counts: 117617
