#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.00082e+07 0.181818 0.272727 0.134548 0 1 0 0.141057 0.0332237 0.106391 0.2655 0.095175 22
1.62269e+08 0.0526316 0.0526316 0.0526316 0 0 0 0.278776 0.0719242 0.117991 0.598759 0.0919806 19
2.56008e+08 0.162162 0.162162 0.0614333 0 1 0 0.219323 0.0382185 0.12066 0.42315 0.0977936 37
4.05337e+08 0.0793651 0.0952381 0.04361 0 0 0 0.277023 0.0350393 0.133167 0.548996 0.0954615 63
6.54926e+08 0.164706 0.176471 0.0316095 0 1 0 0.239859 0.0175334 0.167475 0.346157 0.143996 170
1.01689e+09 0.113497 0.119632 0.0190214 0 0 0 0.213582 0.0118919 0.135611 0.337061 0.112745 326
1.61115e+09 0.148688 0.158892 0.0149965 0 0 0 0.24824 0.00808286 0.208102 0.286641 0.182654 686
2.5685e+09 0.155709 0.165225 0.0117214 0 0 0 0.24094 0.00586394 0.182789 0.284487 0.143306 1156
4.0781e+09 0.128602 0.13714 0.00853608 0 0 0 0.239131 0.00456888 0.186732 0.268891 0.146957 1874
6.39195e+09 0.126294 0.136991 0.00695934 0 0 0 0.243828 0.00352219 0.19985 0.263555 0.147719 2898
1.01518e+10 0.136416 0.144884 0.00568737 0 0 0 0.240313 0.00274435 0.203103 0.236354 0.15011 4369
1.61048e+10 0.129165 0.138639 0.00469058 0 0 0 0.238596 0.00221834 0.204071 0.231531 0.150268 6333
2.53599e+10 0.119126 0.127505 0.00381756 0 0 0 0.235803 0.00180039 0.205192 0.213527 0.147848 8831
4.01066e+10 0.110283 0.116157 0.00316957 0 0 0 0.231706 0.00150803 0.203103 0.203153 0.136363 11407
6.3131e+10 0.0925851 0.0954961 0.00273053 0 0 0 0.227541 0.0014167 0.202056 0.194126 0.135678 12367
9.93378e+10 0.0734102 0.0754819 0.00258061 0 0 0 0.229829 0.00147853 0.205452 0.192793 0.138289 11102
1.55185e+11 0.0589391 0.0598559 0.00275891 0 0 0 0.236803 0.00175357 0.21574 0.189377 0.147862 7635
2.41476e+11 0.0659134 0.0669895 0.00417119 0 0 0 0.251988 0.0024935 0.239897 0.177483 0.157322 3717
3.74753e+11 0.0606061 0.0614719 0.00717597 0 0 0 0.268782 0.00456244 0.266949 0.168714 0.172056 1155
5.82267e+11 0.0680628 0.0680628 0.0182714 0 0 0 0.29057 0.0104223 0.286755 0.157172 0.14698 191
8.85953e+11 0.0740741 0.0740741 0.0513611 0 0 0 0.329611 0.0261829 0.353053 0.101375 0.201349 27
1.30387e+12 0 0 0 0 0 0 0.408115 0.408115 0.408115 0 0 1
