#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
46.9594 0.997043 0.000108771 1.59173e+09 2.75826e+06 1.28215e+09 1.63771e+09 9.4697e+08 0.37745 0.000227207 0.369312 0.108412 0.101355 0.638981 0.000229166 0.649613 0.102413 0.128101 0.8594 0.000172185 0.88083 0.056073 0.100169 249218
62.6889 0.99728 0.000128472 1.75344e+09 3.45072e+06 1.48602e+09 1.67388e+09 9.92076e+08 0.326629 0.000239158 0.318804 0.0923342 0.0842679 0.628424 0.000267643 0.641418 0.092694 0.123733 0.850259 0.000212156 0.869458 0.0610302 0.099346 164345
79.4518 0.997462 0.000143257 2.05582e+09 4.23412e+06 1.84551e+09 1.79852e+09 1.24027e+09 0.330464 0.000274068 0.323267 0.0891753 0.0827789 0.624554 0.000298699 0.637555 0.0891464 0.121346 0.832834 0.000260642 0.850474 0.0720384 0.109441 123341
98.9049 0.997612 0.0001666 2.45007e+09 5.53264e+06 2.20847e+09 2.04749e+09 1.49151e+09 0.350685 0.000331719 0.344314 0.0890755 0.0846976 0.618797 0.000341275 0.634054 0.0787575 0.119248 0.805657 0.000327899 0.820777 0.0825155 0.117076 85839
124.467 0.994521 0.000340818 2.94372e+09 8.50148e+06 2.80036e+09 2.19803e+09 1.85863e+09 0.370794 0.000431855 0.36743 0.0819177 0.0849201 0.582553 0.000374432 0.587201 0.0681455 0.0805815 0.752816 0.000449236 0.763507 0.0902215 0.117304 46909
156.567 0.977935 0.000922075 3.61734e+09 1.39148e+07 3.52252e+09 2.53738e+09 2.46774e+09 0.364877 0.000512978 0.363577 0.0691264 0.0744591 0.515953 0.000438809 0.514979 0.0612105 0.0617596 0.666522 0.00061441 0.666798 0.100519 0.102479 25380
196.978 0.969178 0.00152101 4.55786e+09 2.39379e+07 4.62622e+09 2.93184e+09 3.22973e+09 0.328719 0.000643048 0.327849 0.0633833 0.0671348 0.445283 0.000631912 0.443666 0.0618861 0.0621278 0.575574 0.000919991 0.569917 0.109192 0.0971535 12913
247.732 0.975456 0.00196634 5.57406e+09 3.89119e+07 5.89302e+09 3.04871e+09 4.15101e+09 0.286472 0.000909433 0.283172 0.0634582 0.0629855 0.383931 0.000987154 0.378692 0.0703644 0.0643775 0.500951 0.00149907 0.481255 0.13698 0.0904005 6193
311.329 0.987898 0.00203361 6.4873e+09 5.64485e+07 7.14361e+09 2.42766e+09 4.58114e+09 0.252195 0.00112557 0.24981 0.0569115 0.054812 0.336651 0.00128186 0.335348 0.0582261 0.0620399 0.440017 0.00205086 0.421566 0.115535 0.0790521 2892
392.066 0.988701 0.003004 6.85889e+09 8.2726e+07 7.39254e+09 2.40993e+09 4.11209e+09 0.223594 0.00150158 0.219023 0.0512747 0.0449955 0.303669 0.00180068 0.301711 0.0560025 0.0591584 0.406357 0.00277569 0.39106 0.100726 0.0711827 1239
490.848 0.995927 0.00287733 6.96856e+09 1.15204e+08 7.22667e+09 2.2669e+09 2.84751e+09 0.207134 0.00194084 0.204999 0.0454588 0.0395144 0.287318 0.00263861 0.285001 0.0522288 0.0490976 0.39691 0.0039134 0.39102 0.0945682 0.0778647 491
620.51 1 0 6.90426e+09 1.74234e+08 6.97729e+09 2.74843e+09 2.47472e+09 0.196698 0.00367713 0.189253 0.0375918 0.0346652 0.272326 0.00413566 0.266459 0.0522289 0.042706 0.384904 0.00644865 0.376326 0.0842283 0.0798505 203
769.282 1 0 6.445e+09 3.12299e+08 6.31028e+09 2.63144e+09 2.78776e+09 0.182557 0.00550472 0.176325 0.0445607 0.0303112 0.260575 0.00629528 0.260001 0.0481559 0.0526405 0.382394 0.00921405 0.385149 0.0727238 0.0890687 61
961.47 1 0 6.83462e+09 4.39966e+08 6.56062e+09 9.97441e+08 1.00104e+09 0.169422 0.0100354 0.166026 0.0445 0.031533 0.234353 0.0106093 0.223889 0.0599111 0.0364459 0.358299 0.0114395 0.370042 0.030958 0.0556191 11
1234.8 1 1 2.32608e+09 2.32608e+09 2.32608e+09 0 0 0.16482 0.16482 0.16482 0 0 0.246346 0.246346 0.246346 0 0 0.459568 0.459568 0.459568 0 0 1
