#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.1724 1 0 1.43963e+09 1.43475e+06 1.05478e+09 1.74558e+09 1.05478e+09 0.400428 0.000132777 0.390164 0.126862 0.111456 0.643601 0.000130153 0.656361 0.1063 0.136515 0.851921 0.000103561 0.876467 0.06088 0.108729 872645
62.4262 1 0 1.5232e+09 2.30055e+06 1.16825e+09 1.75161e+09 1.16825e+09 0.32602 0.000171389 0.317163 0.0995235 0.08934 0.625629 0.000196953 0.639991 0.0969073 0.129853 0.846118 0.000161182 0.867832 0.0639553 0.104709 344029
79.1087 1 0 1.78566e+09 3.13691e+06 1.51125e+09 1.7692e+09 1.05649e+09 0.332216 0.000219393 0.323748 0.0995322 0.0889173 0.622759 0.000240651 0.636783 0.0926386 0.126548 0.829653 0.000217326 0.850799 0.0738809 0.116372 213584
99.0489 1 0 2.11246e+09 4.20109e+06 1.85802e+09 2.02994e+09 1.36408e+09 0.357962 0.000269861 0.351464 0.0979497 0.0921188 0.618783 0.000273984 0.63307 0.0804189 0.116788 0.801799 0.000271413 0.819986 0.0823525 0.123081 143271
124.533 1 0 2.53668e+09 6.23522e+06 2.20847e+09 2.41775e+09 1.49151e+09 0.378954 0.000331022 0.375607 0.0894242 0.0893829 0.580787 0.000291061 0.583532 0.0710035 0.0791324 0.740229 0.00035312 0.74822 0.0967038 0.117074 83844
156.917 1 0 3.13025e+09 9.91694e+06 2.80036e+09 2.84252e+09 1.97124e+09 0.370677 0.000378649 0.369013 0.075771 0.0772038 0.514763 0.000349712 0.510449 0.0681219 0.0632209 0.646961 0.000489986 0.637075 0.115219 0.0955686 48345
197.704 1 0 3.97907e+09 1.64306e+07 3.52252e+09 3.78713e+09 2.58078e+09 0.336733 0.000442615 0.335177 0.0692337 0.0700346 0.453018 0.00053597 0.442964 0.0740002 0.063167 0.572265 0.000783405 0.548165 0.147187 0.0951331 29142
248.529 1 0 5.32653e+09 2.68967e+07 5.3931e+09 3.94417e+09 4.22485e+09 0.299392 0.000593902 0.296014 0.0708284 0.0691883 0.415166 0.000995135 0.388027 0.104277 0.0697046 0.547687 0.00141186 0.493075 0.269345 0.114008 16730
312.332 1 0 7.09966e+09 3.93091e+07 8.78177e+09 1.69553e+09 7.03976e+09 0.272412 0.000802332 0.265573 0.0684602 0.0619705 0.412546 0.00180676 0.355531 0.22691 0.0752593 0.571801 0.00233405 0.536054 0.305343 0.194773 8985
393.262 1 0 8.40289e+09 5.26509e+07 9.95494e+09 1.2317e+09 7.27371e+09 0.256179 0.00122411 0.244633 0.0702464 0.058343 0.437869 0.00298008 0.354946 0.324566 0.0956255 0.629596 0.00342573 0.642729 0.258119 0.304663 4684
493.917 1 0 9.40054e+09 6.77905e+07 1.06228e+10 9.65335e+08 3.9788e+09 0.248477 0.00190776 0.23207 0.0693465 0.0543922 0.471521 0.00429519 0.450887 0.241427 0.192987 0.695055 0.00460804 0.726805 0.205804 0.287972 2286
620.694 1 0 1.00237e+10 8.76249e+07 1.09788e+10 8.6567e+08 2.43863e+09 0.244481 0.00297174 0.223297 0.0719267 0.0509629 0.513821 0.00646135 0.514832 0.225685 0.249523 0.743758 0.0060101 0.779901 0.174155 0.234909 1065
779.278 1 0 1.07425e+10 1.09926e+08 1.13226e+10 7.68259e+08 1.14168e+09 0.240209 0.00491653 0.212587 0.0985972 0.0534605 0.546213 0.00978792 0.54529 0.218555 0.221445 0.778986 0.00855594 0.810351 0.151589 0.193192 429
972.866 1 0 1.06722e+10 1.86897e+08 1.14565e+10 6.34394e+08 1.35052e+09 0.25345 0.0085685 0.219384 0.117248 0.0469804 0.579289 0.014301 0.584222 0.189131 0.206763 0.841962 0.0122583 0.886627 0.0946172 0.197079 154
1217.11 1 0 1.1282e+10 3.01091e+08 1.1907e+10 3.61788e+08 1.07833e+09 0.258128 0.0184066 0.216138 0.189033 0.0620814 0.668528 0.0278797 0.706492 0.153287 0.236067 0.891905 0.0143453 0.908721 0.0749709 0.104655 40
1622.9 1 0 1.1938e+10 3.09668e+07 1.1969e+10 0 6.19336e+07 0.473742 0.0176522 0.491395 0 0.0353045 0.674483 0.0210397 0.695522 0 0.0420794 0.881978 0.00325733 0.885236 0 0.00651467 2
