#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.7974 0.0002201 0.000220217 5.07972e-06 0 0 0 0.000215339 1.5494e-06 0 0 0 8541566
62.4912 0.000530404 0.000530993 1.25227e-05 0 0 0 0.000615452 3.87488e-06 0 0 0 3391757
78.5508 0.0015046 0.00150694 2.97321e-05 0 0 0 0.0015185 9.04424e-06 0 0 0 1707428
98.4712 0.00421423 0.00423985 7.22056e-05 0 0 0 0.00327994 2.17945e-05 0 0 0 819604
123.978 0.0104962 0.0105969 0.00017053 0 0 0 0.00696763 5.32308e-05 0 0 0 367465
155.898 0.0228651 0.0232529 0.000383271 0 0 0 0.0146596 0.000126082 0 0.0137365 0 159894
195.869 0.0427634 0.0436743 0.000820324 0 0 0 0.0277188 0.000280525 0 0.0488417 0 64775
245.776 0.0698468 0.0714223 0.0017448 0 0 0 0.0450834 0.000598721 0 0.100779 0 22850
308.385 0.0943948 0.0974746 0.00380757 0 0 0 0.0690539 0.00144835 0.00943671 0.151132 0.00943671 6494
386.807 0.114576 0.115254 0.00837254 0 0 0 0.0950259 0.00342674 0.0369596 0.182198 0.0369596 1475
488.445 0.12 0.123333 0.0195936 0 0 0 0.162077 0.0102013 0.101528 0.222528 0.101528 300
619.515 0.163934 0.163934 0.0477947 0 1 0 0.206775 0.0208145 0.177906 0.205137 0.152269 61
758.885 0.25 0.25 0.163663 0 1 0 0.33955 0.0492138 0.310573 0.104579 0.0289443 8
990.61 0 0 0 0 0 0 0.243323 0.243323 0.243323 0 0 1
