#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#sm range: 7.75 - 8.25
#HM   Stats: 4.033820e+10 (median) + 1.982360e+10  / - 1.389700e+10
#SM   Stats: 9.290410e+07 (median) + 4.863790e+07  / - 2.770220e+07
#VMP  Stats: 6.234000e+01 (median) + 5.119999e+00  / - 4.459999e+00
#ICL  Stats: 4.432900e+04 (median) + 3.419811e+06  / - 4.432900e+04
#SSFR Stats: 1.712946e-10 (median) + 2.535221e-10  / - 1.663146e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1187634
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1187634
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1187634
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1187634
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1187634
sfh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1187634
sfh 0.071373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1187634
sfh 0.073623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1187634
sfh 0.075873 0 0 0 #avg: 2.0796e-16; avg_err: 1.45736e-16; sd: 1.58821e-13; counts: 1187634
sfh 0.078123 0 0 0 #avg: 1.4541e-15; avg_err: 6.52426e-16; sd: 7.11005e-13; counts: 1187634
sfh 0.080373 0 0 0 #avg: 5.2976e-15; avg_err: 1.53025e-15; sd: 1.66765e-12; counts: 1187634
sfh 0.082623 0 0 0 #avg: 1.2037e-14; avg_err: 2.5766e-15; sd: 2.80794e-12; counts: 1187634
sfh 0.085998 0 0 0 #avg: 3.69336e-14; avg_err: 6.05292e-15; sd: 6.59639e-12; counts: 1187634
