#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.24722e+09 0 0 9.97108e+07 218333 0 0 0 0.514365 7.58469e-05 0.499331 0.160224 0.121012 0.738259 5.96297e-05 0.744371 0.10517 0.116691 0.943788 2.55295e-05 0.955683 0.0212168 0.0386984 3575344
1.569e+10 0 0 7.67657e+07 251140 0 0 0 0.41256 8.7916e-05 0.405058 0.10922 0.09834 0.686016 7.71273e-05 0.692087 0.0895045 0.102071 0.93459 3.23605e-05 0.94485 0.020726 0.0391065 1658451
2.47366e+10 0 0 7.21257e+07 285728 0 0 0 0.377702 9.68853e-05 0.371509 0.101346 0.0949407 0.681491 8.48677e-05 0.686868 0.083674 0.0936521 0.936013 3.27286e-05 0.943985 0.0195626 0.0335838 1184411
3.91145e+10 0 0 7.46442e+07 355128 0 0 0 0.368276 0.000111451 0.362581 0.0963447 0.0901635 0.687432 9.16229e-05 0.690445 0.0761026 0.0818236 0.93752 3.38549e-05 0.943554 0.0183237 0.0288982 807469
6.20252e+10 0 0 8.52917e+07 479221 0 0 0 0.375806 0.000130606 0.370739 0.0906925 0.0854275 0.693299 0.000102993 0.694691 0.0702478 0.0748022 0.938279 3.8453e-05 0.943305 0.017368 0.0259627 534706
9.83488e+10 0 0 1.05217e+08 679697 0 0 0 0.393405 0.000152355 0.388624 0.0852187 0.0791635 0.700733 0.000119781 0.701892 0.0646896 0.0704142 0.937357 4.8432e-05 0.942024 0.0173663 0.0245448 348530
1.55767e+11 0 0 1.35373e+08 995641 0 0 0 0.41483 0.000182998 0.409241 0.0829198 0.0741552 0.702832 0.000144093 0.702617 0.0619794 0.0649626 0.929645 7.30391e-05 0.935352 0.0202419 0.028877 222642
2.46707e+11 0 0 1.81973e+08 1.48185e+06 0 3.35182e+08 0 0.43168 0.000221405 0.426187 0.0805928 0.0714912 0.687599 0.000182033 0.684164 0.0649961 0.0598727 0.907674 0.000127107 0.916274 0.0300537 0.0450446 140503
3.90787e+11 0 0 2.64703e+08 2.36317e+06 0 5.67362e+08 0 0.439733 0.0002749 0.434837 0.0783615 0.0696727 0.653224 0.000245478 0.647248 0.0708142 0.0587252 0.864731 0.000234678 0.875926 0.0514002 0.0752027 86462
6.19143e+11 0 0 3.8838e+08 3.78268e+06 0 8.29125e+08 0 0.43433 0.000340942 0.429641 0.0772206 0.0679957 0.609793 0.000327612 0.602739 0.0744014 0.0610552 0.805264 0.000386221 0.811243 0.0846497 0.0970364 53822
9.79991e+11 0 0 5.87332e+08 6.23361e+06 0 1.28215e+09 0 0.414982 0.000436729 0.41054 0.0742341 0.0667316 0.563538 0.000444885 0.555381 0.0769434 0.0622155 0.743303 0.000588299 0.736873 0.119074 0.0948451 32036
1.54905e+12 0 0 9.58845e+08 1.07836e+07 3.70934e+08 1.61399e+09 3.70934e+08 0.389475 0.00058879 0.385353 0.0739349 0.0688142 0.521904 0.000648539 0.512474 0.0815293 0.0673643 0.692412 0.000897367 0.680211 0.141242 0.105346 18555
2.44965e+12 0 0 1.53565e+09 1.86161e+07 8.33819e+08 2.30306e+09 8.33819e+08 0.359075 0.000779989 0.356506 0.0738374 0.0733132 0.484161 0.000968792 0.472327 0.0923102 0.0750568 0.660914 0.00142695 0.646197 0.175719 0.135759 10694
3.89613e+12 0 0 2.40056e+09 3.36192e+07 1.39649e+09 3.82191e+09 1.05097e+09 0.331123 0.00113286 0.327364 0.0777376 0.0770693 0.457305 0.00167244 0.435447 0.11749 0.0863098 0.639385 0.00234694 0.631138 0.213628 0.18806 5785
6.13174e+12 0 0 3.35625e+09 5.5223e+07 2.08027e+09 5.23614e+09 1.50232e+09 0.303101 0.001442 0.300027 0.0702799 0.0718819 0.44013 0.00267603 0.402826 0.159195 0.0822796 0.637083 0.00357637 0.636891 0.232838 0.234261 3093
9.73654e+12 0 0 4.2493e+09 8.31208e+07 3.32716e+09 5.18638e+09 2.6102e+09 0.284911 0.00213742 0.278409 0.0710583 0.0696634 0.43998 0.00425047 0.382815 0.241525 0.0882551 0.645168 0.00515883 0.664405 0.221761 0.277134 1672
1.55085e+13 0 0 5.70763e+09 1.28455e+08 6.5733e+09 3.19152e+09 5.6105e+09 0.273886 0.00344923 0.256851 0.0815667 0.05939 0.439685 0.00647706 0.372283 0.288343 0.0976694 0.672819 0.00775704 0.709158 0.20812 0.330698 845
2.44742e+13 0 0 5.85653e+09 2.04389e+08 6.83327e+09 3.29859e+09 5.8642e+09 0.265557 0.00472836 0.255145 0.0708536 0.0663316 0.462892 0.0105669 0.392211 0.330226 0.11509 0.696311 0.0118379 0.750116 0.197821 0.347841 370
3.88747e+13 0 0 6.68253e+09 3.01121e+08 8.20391e+09 2.41891e+09 7.0544e+09 0.254259 0.00642449 0.243529 0.0708144 0.0587098 0.473291 0.015158 0.417449 0.27527 0.143504 0.718732 0.0158059 0.757787 0.182474 0.28261 177
5.98973e+13 0 0 6.86239e+09 5.16956e+08 8.56839e+09 2.0125e+09 7.28623e+09 0.235575 0.0112202 0.217195 0.0603355 0.0463202 0.45811 0.0277787 0.3894 0.321208 0.148513 0.707608 0.0285614 0.719452 0.201444 0.291023 59
9.30114e+13 0 0 6.82338e+09 7.76975e+08 8.50542e+09 2.88443e+09 7.56368e+09 0.29201 0.0327907 0.229907 0.129486 0.0446802 0.491726 0.0382858 0.428823 0.295332 0.159639 0.784044 0.0294601 0.811613 0.110951 0.115851 33
