#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.6128 0.0912905 0.106395 0.000153784 0 0 0 0.0311708 3.288e-05 0 0.0589412 0 5437770
62.1902 0.0950364 0.111353 0.000288378 0 0 0 0.0354262 6.02507e-05 0 0.0782767 0 1630028
78.6052 0.113242 0.131167 0.000435824 0 0 0 0.0484326 0.000100972 0 0.120017 0 808243
98.6888 0.155095 0.180765 0.000691943 0 0 0 0.0710527 0.000169579 0.00797236 0.174421 0.00797236 427145
124.12 0.233323 0.281746 0.0012208 0 1 0 0.104663 0.000295079 0.0375934 0.218862 0.0375934 208535
156.388 0.366918 0.482095 0.00226887 0 1 0 0.163593 0.000529474 0.110241 0.25145 0.110241 101426
196.966 0.562456 0.84219 0.00406659 1 1 1 0.277727 0.000935689 0.254144 0.267027 0.218999 50884
247.866 0.663464 1.07609 0.00638828 1 1 1 0.451103 0.00142318 0.478559 0.210113 0.296543 24877
311.748 0.583893 0.890158 0.00860395 1 1 1 0.610793 0.00173524 0.656496 0.128204 0.243994 11908
392.526 0.469922 0.658882 0.0110959 0 1 0 0.707672 0.00202629 0.745107 0.0917773 0.175687 5652
493.187 0.354118 0.485882 0.0151759 0 1 0 0.770581 0.00228328 0.794904 0.0706177 0.115944 2550
619.942 0.281778 0.366222 0.0195059 0 1 0 0.8047 0.00294521 0.821651 0.0626987 0.089379 1125
778.535 0.234899 0.288591 0.027409 0 1 0 0.835889 0.003906 0.851432 0.0520154 0.0729456 447
973.651 0.219355 0.23871 0.0389255 0 1 0 0.845711 0.00510436 0.853595 0.0515047 0.0564758 155
1214.97 0.170732 0.195122 0.0717339 0 1 0 0.856688 0.0179705 0.885147 0.0318928 0.067477 41
1622.9 0 0 0 0 0 0 0.887475 0.00176787 0.889242 0 0.00353575 2
