#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#sm range: 9.25 - 9.75
#HM   Stats: 2.698530e+11 (median) + 1.307350e+11  / - 9.544099e+10
#SM   Stats: 2.778460e+09 (median) + 1.528790e+09  / - 7.642899e+08
#VMP  Stats: 1.534800e+02 (median) + 1.542000e+01  / - 1.361000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.301519e-09 (median) + 1.305638e-09  / - 6.505066e-10
sfh 0.055623 0 0 0 #avg: 5.03781e-15; avg_err: 4.36247e-15; sd: 8.00273e-13; counts: 33653
sfh 0.060123 0 0 0 #avg: 1.15046e-13; avg_err: 3.57363e-14; sd: 6.55564e-12; counts: 33653
sfh 0.062373 0 0 0 #avg: 4.87815e-13; avg_err: 1.37133e-13; sd: 2.51564e-11; counts: 33653
sfh 0.064623 0 0 0 #avg: 1.64107e-12; avg_err: 4.98714e-13; sd: 9.14865e-11; counts: 33653
sfh 0.066873 0 0 0 #avg: 2.64162e-12; avg_err: 5.36107e-13; sd: 9.8346e-11; counts: 33653
sfh 0.069123 0 0 0 #avg: 3.78969e-12; avg_err: 4.80123e-13; sd: 8.80761e-11; counts: 33653
sfh 0.071373 0 0 0 #avg: 5.69371e-12; avg_err: 6.87099e-13; sd: 1.26045e-10; counts: 33653
sfh 0.073623 0 0 0 #avg: 7.78795e-12; avg_err: 5.60541e-13; sd: 1.02828e-10; counts: 33653
sfh 0.075873 0 0 0 #avg: 1.11153e-11; avg_err: 6.33236e-13; sd: 1.16164e-10; counts: 33653
sfh 0.078123 0 0 0 #avg: 1.57791e-11; avg_err: 9.03165e-13; sd: 1.65681e-10; counts: 33653
sfh 0.080373 0 0 0 #avg: 1.98276e-11; avg_err: 8.84504e-13; sd: 1.62258e-10; counts: 33653
sfh 0.082623 0 4.73402e-12 0 #avg: 2.17183e-11; avg_err: 8.14078e-13; sd: 1.49338e-10; counts: 33653
sfh 0.085998 0 1.82855e-11 0 #avg: 3.09081e-11; avg_err: 9.37451e-13; sd: 1.71971e-10; counts: 33653
sfh 0.089373 0 3.66722e-11 0 #avg: 3.8412e-11; avg_err: 9.7976e-13; sd: 1.79732e-10; counts: 33653
sfh 0.092748 0 5.51931e-11 0 #avg: 4.52324e-11; avg_err: 1.00054e-12; sd: 1.83545e-10; counts: 33653
sfh 0.096123 1.16097e-12 7.30882e-11 1.16097e-12 #avg: 5.55866e-11; avg_err: 1.14524e-12; sd: 2.10089e-10; counts: 33653
sfh 0.099498 4.74076e-12 8.82291e-11 4.74076e-12 #avg: 6.51928e-11; avg_err: 1.28487e-12; sd: 2.35703e-10; counts: 33653
sfh 0.102873 9.72553e-12 9.91261e-11 9.72553e-12 #avg: 7.59898e-11; avg_err: 1.41256e-12; sd: 2.59127e-10; counts: 33653
sfh 0.106248 1.45154e-11 1.10514e-10 1.45154e-11 #avg: 8.7905e-11; avg_err: 1.49754e-12; sd: 2.74717e-10; counts: 33653
sfh 0.109623 1.95681e-11 1.26075e-10 1.95681e-11 #avg: 1.00255e-10; avg_err: 1.63118e-12; sd: 2.99231e-10; counts: 33653
sfh 0.112998 2.42499e-11 1.40573e-10 2.42499e-11 #avg: 1.12444e-10; avg_err: 1.75509e-12; sd: 3.21963e-10; counts: 33653
sfh 0.116373 2.89162e-11 1.59114e-10 2.83761e-11 #avg: 1.23863e-10; avg_err: 1.78453e-12; sd: 3.27363e-10; counts: 33653
