#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.06324e+07 4.42063e+08 9.06567e+06 3.84989e+08 1.77792e+08 6.65392e+07 4.17347e+09 4.41335e+07 4.39903e+09 3.32289e+08 6.09881e+08 350
1.60156e+08 4.47688e+08 1.48714e+07 3.74223e+08 2.33979e+08 6.1469e+07 4.20312e+09 4.26102e+07 4.34047e+09 3.37367e+08 6.80662e+08 159
2.48505e+08 4.52327e+08 1.33009e+07 3.87959e+08 1.90918e+08 6.53334e+07 4.15053e+09 4.5417e+07 4.28184e+09 3.95991e+08 5.57071e+08 164
3.99296e+08 4.95058e+08 1.75988e+07 4.14234e+08 3.06156e+08 9.2381e+07 4.04451e+09 5.95341e+07 4.22253e+09 5.0879e+08 7.61036e+08 182
6.43251e+08 4.79872e+08 1.82365e+07 3.94861e+08 2.39065e+08 7.17137e+07 3.90874e+09 5.76235e+07 4.10191e+09 5.21663e+08 7.75354e+08 188
1.00877e+09 5.16676e+08 1.62967e+07 4.77585e+08 2.38021e+08 1.55732e+08 3.69575e+09 7.06501e+07 3.85294e+09 6.59833e+08 9.43495e+08 176
1.57406e+09 5.11926e+08 1.80536e+07 4.17109e+08 2.75449e+08 9.82363e+07 3.42753e+09 7.78876e+07 3.72477e+09 6.74262e+08 1.47216e+09 203
2.54606e+09 5.52707e+08 1.97693e+07 4.36884e+08 3.96804e+08 1.09228e+08 3.16196e+09 8.5079e+07 3.52816e+09 8.70876e+08 1.96295e+09 223
3.96481e+09 5.78622e+08 1.84603e+07 4.59381e+08 4.39417e+08 1.26128e+08 3.03757e+09 8.0525e+07 3.39429e+09 8.8755e+08 2.1428e+09 269
6.37402e+09 6.44386e+08 2.14581e+07 5.26385e+08 4.63779e+08 1.76165e+08 2.41598e+09 7.94127e+07 2.40139e+09 1.57729e+09 1.6283e+09 303
1.01969e+10 7.1422e+08 2.56589e+07 5.30864e+08 5.56351e+08 1.93497e+08 2.11148e+09 7.20498e+07 1.64291e+09 2.21002e+09 1.0311e+09 385
1.59473e+10 6.76685e+08 1.87207e+07 5.39375e+08 4.84905e+08 2.16229e+08 1.79649e+09 5.13318e+07 1.33034e+09 2.1191e+09 7.18525e+08 570
2.51417e+10 7.59601e+08 1.71458e+07 6.15082e+08 5.8588e+08 2.52396e+08 1.65379e+09 4.11524e+07 1.25149e+09 1.72869e+09 6.39673e+08 764
3.97571e+10 7.32551e+08 1.54128e+07 6.11817e+08 4.89208e+08 2.44543e+08 1.49496e+09 3.70199e+07 1.17237e+09 1.44955e+09 6.41496e+08 823
6.25618e+10 6.84212e+08 1.41605e+07 5.63628e+08 4.49746e+08 2.03132e+08 1.41632e+09 3.66857e+07 1.093e+09 1.33466e+09 5.62121e+08 724
9.90151e+10 6.6671e+08 1.61077e+07 5.60556e+08 4.67189e+08 2.04578e+08 1.32875e+09 4.76757e+07 9.3351e+08 1.54204e+09 4.02633e+08 457
1.51782e+11 7.09224e+08 3.10497e+07 5.55505e+08 5.4552e+08 2.04232e+08 1.14141e+09 6.33034e+07 7.73094e+08 1.02428e+09 3.23348e+08 217
2.41959e+11 7.34178e+08 4.1899e+07 6.35825e+08 4.72661e+08 2.97177e+08 8.543e+08 4.88663e+07 6.92559e+08 4.00439e+08 1.61682e+08 89
3.68093e+11 8.11522e+08 7.72414e+07 7.14118e+08 4.58255e+08 3.1045e+08 6.96104e+08 5.06341e+07 6.92559e+08 2.99914e+08 2.42813e+08 33
6.01452e+11 1.05786e+09 2.80206e+08 1.57142e+09 3.02701e+08 1.25151e+09 5.89594e+08 3.89956e+07 5.63628e+08 2.09465e+08 3.63558e+07 6
