#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 7.75 - 8.25
#HM   Stats: 4.900000e+10 (median) + 2.369120e+10  / - 1.663240e+10
#SM   Stats: 9.742680e+07 (median) + 4.763019e+07  / - 3.070700e+07
#VMP  Stats: 8.105000e+01 (median) + 6.699997e+00  / - 8.020004e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 4.820356e-10 (median) + 3.761185e-10  / - 2.178686e-10
sfh 0.055623 0 0 0 #avg: 5.8656e-09; avg_err: 5.8656e-09; sd: 3.45138e-06; counts: 346229
sfh 0.060123 0 0 0 #avg: 4.80353e-08; avg_err: 4.80353e-08; sd: 2.82645e-05; counts: 346229
sfh 0.062373 0 0 0 #avg: 5.42707e-08; avg_err: 5.42707e-08; sd: 3.19335e-05; counts: 346229
sfh 0.064623 0 0 0 #avg: 4.59373e-07; avg_err: 4.12793e-07; sd: 0.000242892; counts: 346229
sfh 0.066873 0 0 0 #avg: 5.65194e-08; avg_err: 5.65028e-08; sd: 3.32469e-05; counts: 346229
sfh 0.069123 0 0 0 #avg: 1.48344e-06; avg_err: 5.97153e-07; sd: 0.000351372; counts: 346229
sfh 0.071373 0 0 0 #avg: 6.13774e-06; avg_err: 1.68086e-06; sd: 0.000989037; counts: 346229
sfh 0.073623 0 0 0 #avg: 1.26474e-05; avg_err: 2.61405e-06; sd: 0.00153814; counts: 346229
sfh 0.075873 0 0 0 #avg: 3.37622e-05; avg_err: 5.62138e-06; sd: 0.00330768; counts: 346229
sfh 0.078123 0 0 0 #avg: 7.22558e-05; avg_err: 1.0168e-05; sd: 0.00598297; counts: 346229
sfh 0.080373 0 0 0 #avg: 0.000119943; avg_err: 1.1551e-05; sd: 0.00679674; counts: 346229
sfh 0.082623 0 0 0 #avg: 0.000182225; avg_err: 1.1757e-05; sd: 0.00691798; counts: 346229
sfh 0.085998 0 0 0 #avg: 0.000382371; avg_err: 1.70901e-05; sd: 0.010056; counts: 346229
sfh 0.089373 0 0 0 #avg: 0.000651985; avg_err: 2.02302e-05; sd: 0.0119037; counts: 346229
sfh 0.092748 0 0 0 #avg: 0.00110739; avg_err: 2.60978e-05; sd: 0.0153563; counts: 346229
sfh 0.096123 0 0 0 #avg: 0.00170819; avg_err: 3.05716e-05; sd: 0.0179887; counts: 346229
sfh 0.099498 0 0 0 #avg: 0.0025034; avg_err: 3.58369e-05; sd: 0.0210868; counts: 346229
sfh 0.102873 0 0 0 #avg: 0.00345074; avg_err: 4.18751e-05; sd: 0.0246398; counts: 346229
sfh 0.106248 0 0 0 #avg: 0.0044532; avg_err: 4.43634e-05; sd: 0.0261039; counts: 346229
sfh 0.109623 0 0.00123562 0 #avg: 0.00556541; avg_err: 4.78331e-05; sd: 0.0281455; counts: 346229
sfh 0.112998 0 0.00434588 0 #avg: 0.00664093; avg_err: 5.14248e-05; sd: 0.0302589; counts: 346229
sfh 0.116373 0 0.00758918 0 #avg: 0.00751996; avg_err: 5.37895e-05; sd: 0.0316504; counts: 346229
sfh 0.119748 0 0.010286 0 #avg: 0.00827771; avg_err: 5.38324e-05; sd: 0.0316756; counts: 346229
sfh 0.123123 0 0.0127844 0 #avg: 0.00910306; avg_err: 5.48008e-05; sd: 0.0322454; counts: 346229
sfh 0.126498 0 0.0151719 0 #avg: 0.0102152; avg_err: 5.76662e-05; sd: 0.0339315; counts: 346229
sfh 0.129873 0.000104697 0.0176042 0.000104697 #avg: 0.0114361; avg_err: 6.15232e-05; sd: 0.0362009; counts: 346229
sfh 0.133248 0.000703838 0.0196935 0.000703838 #avg: 0.0125983; avg_err: 6.19061e-05; sd: 0.0364262; counts: 346229
sfh 0.136623 0.00148986 0.0214488 0.00148986 #avg: 0.0137632; avg_err: 6.42756e-05; sd: 0.0378205; counts: 346229
sfh 0.141685 0.0026312 0.0241507 0.0026312 #avg: 0.0155941; avg_err: 6.74206e-05; sd: 0.0396711; counts: 346229
sfh 0.146748 0.00393638 0.0262371 0.00393638 #avg: 0.0173503; avg_err: 7.08715e-05; sd: 0.0417016; counts: 346229
sfh 0.15181 0.00537186 0.0277887 0.00537186 #avg: 0.018923; avg_err: 7.18322e-05; sd: 0.0422669; counts: 346229
sfh 0.156873 0.00681885 0.0288651 0.00681885 #avg: 0.0202998; avg_err: 7.08838e-05; sd: 0.0417088; counts: 346229
sfh 0.161935 0.00816129 0.0296284 0.00808524 #avg: 0.0216548; avg_err: 7.3948e-05; sd: 0.0435119; counts: 346229
sfh 0.166998 0.00944803 0.0305333 0.00906501 #avg: 0.0228628; avg_err: 7.45941e-05; sd: 0.043892; counts: 346229
sfh 0.17206 0.0104576 0.0306427 0.00968389 #avg: 0.0235759; avg_err: 7.29555e-05; sd: 0.0429278; counts: 346229
sfh 0.177123 0.0112683 0.0310937 0.0100562 #avg: 0.02427; avg_err: 7.19531e-05; sd: 0.042338; counts: 346229
sfh 0.182185 0.0122078 0.0317962 0.0105708 #avg: 0.0250473; avg_err: 7.05228e-05; sd: 0.0414964; counts: 346229
sfh 0.187248 0.0129059 0.0323858 0.0108852 #avg: 0.0256394; avg_err: 6.88117e-05; sd: 0.0404896; counts: 346229
sfh 0.19231 0.0136308 0.0325257 0.0112248 #avg: 0.0262133; avg_err: 6.79244e-05; sd: 0.0399675; counts: 346229
sfh 0.197373 0.014432 0.0321082 0.0116164 #avg: 0.0266737; avg_err: 6.78612e-05; sd: 0.0399303; counts: 346229
sfh 0.202435 0.0151759 0.0320522 0.0119605 #avg: 0.0271027; avg_err: 6.65227e-05; sd: 0.0391427; counts: 346229
