#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.9558 0.202705 0.233087 0.000977433 0 1 0 0.149572 0.000245553 0.118646 0.152674 0.086445 256600
62.6879 0.187383 0.212889 0.00114946 0 1 0 0.149362 0.00028084 0.125587 0.138201 0.0870574 169210
79.452 0.172146 0.192186 0.00125096 0 1 0 0.168784 0.00033746 0.150069 0.138081 0.10272 126846
98.9023 0.184909 0.206979 0.00154829 0 1 0 0.19905 0.000432184 0.185738 0.143606 0.12177 88265
124.45 0.225883 0.258976 0.00234118 0 1 0 0.24006 0.000640443 0.233165 0.151837 0.144901 48016
156.527 0.30522 0.373138 0.00389961 0 1 0 0.304885 0.00099147 0.307578 0.162355 0.179912 25516
197.016 0.407665 0.536084 0.00651033 0 1 0 0.396983 0.00160967 0.411313 0.175057 0.218922 12942
247.822 0.420202 0.568913 0.00987389 0 1 0 0.484531 0.00237098 0.506714 0.170259 0.235015 6247
311.346 0.359593 0.468251 0.0131501 0 1 0 0.544673 0.0031979 0.569356 0.148585 0.215056 2945
391.943 0.307387 0.398729 0.0189347 0 1 0 0.559976 0.00471376 0.582259 0.145396 0.193831 1259
491.828 0.28827 0.33002 0.0249525 0 1 0 0.550056 0.00707685 0.561738 0.146339 0.172396 503
620.618 0.269608 0.303922 0.0377954 0 1 0 0.546339 0.0106506 0.53267 0.181858 0.129503 204
769.538 0.193548 0.209677 0.0569686 0 1 0 0.489188 0.0217534 0.47977 0.192375 0.201566 62
961.47 0.454545 0.545455 0.207305 0 1 0 0.545787 0.0333027 0.491345 0.239045 0.00801617 11
1234.8 0 0 0 0 0 0 0.185354 0.185354 0.185354 0 0 1
