#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.3502 9.13725e+08 1.24895e+06 6.89768e+08 7.41497e+08 3.30226e+08 1.91727e+09 2.5966e+06 1.39649e+09 2.00484e+09 7.91253e+08 309474
62.2927 8.23991e+08 2.19065e+06 5.95618e+08 6.86534e+08 2.476e+08 1.54129e+09 4.65227e+06 1.13677e+09 1.30731e+09 5.67263e+08 82374
78.9975 9.08497e+08 3.17554e+06 6.82122e+08 7.93756e+08 3.30476e+08 1.51573e+09 6.05785e+06 1.16825e+09 1.27584e+09 5.63017e+08 49213
99.4064 1.01851e+09 4.23259e+06 7.17979e+08 9.75515e+08 3.57391e+08 1.65497e+09 7.81937e+06 1.28215e+09 1.38353e+09 6.76918e+08 35309
125.167 1.17106e+09 5.87096e+06 8.29125e+08 1.149e+09 4.1826e+08 1.91959e+09 1.03222e+07 1.51125e+09 1.64866e+09 8.34329e+08 26231
157.482 1.41509e+09 8.7138e+06 9.78049e+08 1.46489e+09 5.18192e+08 2.35657e+09 1.42745e+07 1.82165e+09 2.1887e+09 1.10469e+09 19231
197.743 1.88873e+09 1.47154e+07 1.26213e+09 2.26817e+09 7.68185e+08 2.82893e+09 1.88098e+07 2.20847e+09 2.78993e+09 1.37934e+09 13421
247.498 2.80976e+09 3.01977e+07 1.79671e+09 3.98488e+09 1.19148e+09 2.74778e+09 2.42435e+07 2.20847e+09 2.78993e+09 1.37934e+09 6960
309.75 4.07757e+09 6.07065e+07 3.097e+09 4.99921e+09 2.29376e+09 2.40518e+09 3.31014e+07 1.93506e+09 2.3209e+09 1.10594e+09 2742
389.428 5.34505e+09 1.21529e+08 5.95538e+09 3.52669e+09 5.03573e+09 1.98591e+09 4.73702e+07 1.62642e+09 1.77491e+09 9.0946e+08 921
491.044 5.54889e+09 2.4272e+08 6.05989e+09 3.86413e+09 5.00511e+09 1.6892e+09 7.78914e+07 1.28215e+09 1.51821e+09 5.94923e+08 253
606.27 5.96595e+09 4.87767e+08 7.05864e+09 3.31493e+09 5.77648e+09 1.45332e+09 1.40015e+08 1.05478e+09 1.03647e+09 3.70096e+08 63
774.434 7.17931e+09 9.10048e+08 8.83692e+09 2.11525e+09 7.10979e+09 1.69533e+09 2.8727e+08 1.37544e+09 1.30579e+09 6.04806e+08 16
1013.68 4.96139e+09 3.23156e+09 2.32608e+09 9.06377e+09 1.15783e+09 6.03226e+08 2.36422e+08 3.91441e+08 6.838e+08 4.84449e+07 3
1132.3 3.23486e+09 3.23485e+09 3.23485e+09 0 0 6.64402e+09 6.64402e+09 6.64402e+09 0 0 1
