#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.71771e+07 7.67347e+08 3.02223e+06 5.71639e+08 5.96612e+08 2.26118e+08 1.53007e+09 7.07006e+06 1.14106e+09 1.30303e+09 5.75867e+08 35738
1.57668e+08 7.83144e+08 5.06032e+06 5.7795e+08 5.95991e+08 2.31178e+08 1.51484e+09 1.18453e+07 1.13248e+09 1.31047e+09 5.60837e+08 13258
2.49734e+08 8.16542e+08 5.91315e+06 5.89973e+08 6.85865e+08 2.41955e+08 1.49333e+09 1.26573e+07 1.05478e+09 1.2713e+09 4.68711e+08 10973
3.96463e+08 8.28121e+08 6.4227e+06 6.00964e+08 6.81188e+08 2.5172e+08 1.50942e+09 1.38894e+07 1.16825e+09 1.15783e+09 5.96612e+08 9382
6.28793e+08 8.6408e+08 7.35535e+06 6.14608e+08 7.64735e+08 2.64159e+08 1.55547e+09 1.50269e+07 1.16825e+09 1.27584e+09 5.63017e+08 8212
9.94892e+08 9.09622e+08 8.29085e+06 6.82122e+08 7.69676e+08 3.29286e+08 1.56682e+09 1.53932e+07 1.16825e+09 1.27584e+09 5.63017e+08 7382
1.58009e+09 9.16372e+08 8.77037e+06 6.87229e+08 7.56646e+08 3.33227e+08 1.66067e+09 1.78571e+07 1.28215e+09 1.39907e+09 6.76918e+08 6802
2.5128e+09 9.7566e+08 9.76518e+06 7.11392e+08 8.45988e+08 3.50804e+08 1.67496e+09 1.80806e+07 1.28215e+09 1.39907e+09 6.76918e+08 6432
3.97727e+09 1.03336e+09 1.08631e+07 7.1696e+08 9.97289e+08 3.56372e+08 1.8086e+09 2.0346e+07 1.39649e+09 1.52337e+09 7.91253e+08 6347
6.32456e+09 1.1179e+09 1.23436e+07 8.14837e+08 1.0173e+09 4.46838e+08 1.83586e+09 1.9694e+07 1.39649e+09 1.64322e+09 7.91253e+08 6256
9.99819e+09 1.22221e+09 1.40856e+07 8.29125e+08 1.16253e+09 3.81333e+08 1.93859e+09 1.96986e+07 1.51125e+09 1.64866e+09 7.94287e+08 6463
1.58988e+10 1.37206e+09 1.6791e+07 9.0946e+08 1.30871e+09 4.58169e+08 2.17408e+09 2.20047e+07 1.74201e+09 1.90202e+09 1.02505e+09 6736
2.5228e+10 1.5684e+09 1.88825e+07 9.86188e+08 1.59459e+09 5.26331e+08 2.3293e+09 2.27485e+07 1.74558e+09 2.16368e+09 1.02862e+09 7225
3.99373e+10 1.75295e+09 2.1318e+07 1.05701e+09 1.91446e+09 5.92173e+08 2.61441e+09 2.39096e+07 1.98493e+09 2.51764e+09 1.1558e+09 7524
6.27876e+10 2.01479e+09 2.50063e+07 1.18919e+09 2.51495e+09 7.11957e+08 2.76629e+09 2.61314e+07 2.20847e+09 2.54162e+09 1.37934e+09 7030
9.8425e+10 2.33363e+09 3.20881e+07 1.3674e+09 3.27821e+09 8.69108e+08 2.85848e+09 2.95662e+07 2.20847e+09 2.89363e+09 1.37934e+09 5456
1.53245e+11 2.7989e+09 5.07988e+07 1.51125e+09 4.58548e+09 9.31076e+08 2.74477e+09 3.80307e+07 2.20847e+09 2.55255e+09 1.37934e+09 2913
2.39094e+11 3.18561e+09 9.44593e+07 1.85802e+09 5.31906e+09 1.24341e+09 2.41893e+09 5.81222e+07 1.85802e+09 2.39794e+09 1.12811e+09 1014
3.73623e+11 3.40102e+09 2.05952e+08 2.09125e+09 5.13541e+09 1.26213e+09 1.97365e+09 1.152e+08 1.28215e+09 2.36187e+09 6.15732e+08 215
5.8755e+11 4.66632e+09 6.36888e+08 2.68123e+09 6.65605e+09 1.48361e+09 1.36267e+09 2.27541e+08 1.0327e+09 1.00322e+09 6.44246e+08 33
8.52131e+11 7.69454e+09 9.30508e+08 8.94173e+09 3.16968e+08 3.75655e+09 8.49241e+08 2.80801e+08 1.29158e+09 8.38566e+07 9.74613e+08 4
