#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#vmpeak range: 1.61667 - 1.78333
#HM   Stats: 1.207790e+10 (median) + 7.069200e+09  / - 5.013190e+09
#SM   Stats: 3.346780e+07 (median) + 2.824782e+08  / - 2.026410e+07
#VMP  Stats: 4.566000e+01 (median) + 9.529999e+00  / - 3.430000e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.066424e-11 (median) + 7.124212e-12  / - 4.505472e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 35
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 35
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 35
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 35
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 35
sfh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 35
sfh 0.071373 0 0 0 #avg: 6.91036e-13; avg_err: 6.91036e-13; sd: 4.0294e-12; counts: 35
sfh 0.073623 0 0 0 #avg: 6.69028e-13; avg_err: 6.69028e-13; sd: 3.90107e-12; counts: 35
sfh 0.075873 0 0 0 #avg: 3.16862e-13; avg_err: 3.16862e-13; sd: 1.84761e-12; counts: 35
sfh 0.078123 0 0 0 #avg: 7.15646e-13; avg_err: 7.15646e-13; sd: 4.17289e-12; counts: 35
sfh 0.080373 0 0 0 #avg: 5.81501e-13; avg_err: 5.81501e-13; sd: 3.3907e-12; counts: 35
sfh 0.082623 0 0 0 #avg: 3.64146e-12; avg_err: 3.64146e-12; sd: 2.12332e-11; counts: 35
sfh 0.085998 0 0 0 #avg: 1.11e-11; avg_err: 1.11e-11; sd: 6.47233e-11; counts: 35
