#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
1.17889e+08 4.70735e+08 6.59807e+07 5.36715e+08 0 1.31961e+08 6.05279e+08 726752 6.06006e+08 0 1.4535e+06 2
1.65538e+08 6.40249e+08 1.31573e+08 7.68258e+08 7.0953e+06 3.91124e+08 8.98368e+08 1.23014e+08 8.10788e+08 3.3048e+08 6.77395e+07 3
2.60947e+08 7.06304e+08 1.46563e+08 7.53685e+08 3.48629e+08 4.44072e+08 7.65456e+08 1.31794e+08 6.74785e+08 5.94649e+08 2.07841e+08 8
4.06698e+08 5.70328e+08 9.44496e+07 4.58646e+08 5.52114e+08 1.36793e+08 8.68857e+08 8.67368e+07 8.77994e+08 3.91441e+08 3.60165e+08 10
6.77608e+08 4.60906e+08 1.41284e+08 3.33253e+08 4.09796e+08 2.68362e+07 8.67349e+08 2.40893e+08 7.43049e+08 5.89564e+08 2.16664e+08 3
1.03407e+09 4.59572e+08 6.70789e+07 4.01517e+08 3.77875e+08 7.83698e+07 1.02729e+09 2.10784e+08 1.0763e+09 8.52966e+08 6.09358e+08 6
1.52349e+09 6.30537e+08 1.28837e+08 6.52126e+08 3.7718e+08 3.45709e+08 7.94144e+08 1.32547e+08 7.43049e+08 5.89564e+08 2.76105e+08 6
2.61657e+09 4.75645e+08 6.43735e+07 4.5052e+08 2.24264e+08 1.14545e+08 6.90838e+08 9.98114e+07 6.74785e+08 2.69869e+08 2.07841e+08 7
4.04427e+09 5.21347e+08 1.09608e+08 4.72159e+08 5.51395e+08 1.68995e+08 9.34505e+08 1.77927e+08 1.0763e+09 3.80807e+08 6.09358e+08 6
6.08052e+09 5.50956e+08 1.10361e+08 4.66638e+08 2.59969e+08 1.1864e+08 1.16691e+09 2.11974e+08 1.26943e+09 2.48968e+08 5.94649e+08 8
9.5979e+09 5.93773e+08 7.51021e+07 5.26385e+08 2.70073e+08 1.31525e+08 8.08347e+08 1.02763e+08 8.10788e+08 2.65513e+08 3.43845e+08 5
1.50935e+10 6.67924e+08 1.07917e+08 8.70876e+08 4.15203e+07 5.46096e+08 8.33433e+08 1.0382e+08 9.44654e+08 1.06805e+08 3.38648e+08 8
2.46091e+10 5.34985e+08 9.34341e+07 4.66944e+08 6.39204e+07 9.73485e+07 8.62162e+08 1.10734e+08 6.80662e+08 5.24987e+08 7.13039e+07 7
3.81926e+10 5.34519e+08 3.27372e+07 5.36715e+08 1.09604e+08 1.25666e+08 7.56416e+08 8.12544e+07 8.10788e+08 2.65513e+08 3.43845e+08 9
5.82974e+10 6.58671e+08 1.65871e+08 8.77994e+08 1.28558e+08 5.12268e+08 1.03126e+09 1.46088e+08 1.14127e+09 1.91345e+08 5.00859e+08 4
9.57183e+10 7.26294e+08 2.1583e+08 7.01053e+08 4.1105e+08 3.35327e+08 8.92517e+08 2.50003e+08 8.77994e+08 4.54619e+08 4.1105e+08 3
