#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#vmpeak range: 2.61667 - 2.78333
#HM   Stats: 9.527940e+12 (median) + 3.935260e+12  / - 2.400000e+12
#SM   Stats: 1.490470e+11 (median) + 6.609401e+10  / - 7.528960e+10
#VMP  Stats: 4.494500e+02 (median) + 6.000998e+01  / - 3.019000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.738527e-10 (median) + 3.671268e-09  / - 2.609480e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 22
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 22
sfh 0.062373 0 0 0 #avg: 2.36535e-13; avg_err: 2.36535e-13; sd: 1.08394e-12; counts: 22
sfh 0.064623 0 0 0 #avg: 2.13302e-12; avg_err: 2.06392e-12; sd: 9.45806e-12; counts: 22
sfh 0.066873 0 0 0 #avg: 5.14724e-12; avg_err: 5.00241e-12; sd: 2.29239e-11; counts: 22
sfh 0.069123 0 1.18461e-12 0 #avg: 3.52097e-12; avg_err: 3.24231e-12; sd: 1.48581e-11; counts: 22
sfh 0.071373 0 3.35187e-12 0 #avg: 4.53423e-12; avg_err: 3.77782e-12; sd: 1.73121e-11; counts: 22
sfh 0.073623 0 3.74075e-12 0 #avg: 3.16509e-12; avg_err: 2.35593e-12; sd: 1.07962e-11; counts: 22
sfh 0.075873 0 7.06589e-12 0 #avg: 8.49138e-12; avg_err: 4.66385e-12; sd: 2.13724e-11; counts: 22
sfh 0.078123 2.83054e-14 1.29713e-11 2.83054e-14 #avg: 2.12919e-11; avg_err: 1.72914e-11; sd: 7.92393e-11; counts: 22
sfh 0.080373 1.0751e-13 6.95273e-12 1.0751e-13 #avg: 3.9881e-11; avg_err: 3.52206e-11; sd: 1.61401e-10; counts: 22
sfh 0.082623 2.30603e-13 1.17249e-11 2.30603e-13 #avg: 2.221e-11; avg_err: 1.48082e-11; sd: 6.78598e-11; counts: 22
sfh 0.085998 1.968e-13 1.09187e-11 1.968e-13 #avg: 2.953e-11; avg_err: 2.24913e-11; sd: 1.03068e-10; counts: 22
sfh 0.089373 3.87071e-13 2.32266e-11 3.87071e-13 #avg: 1.17579e-10; avg_err: 1.09733e-10; sd: 5.02861e-10; counts: 22
sfh 0.092748 1.45651e-12 2.62393e-11 1.45651e-12 #avg: 5.89437e-11; avg_err: 5.15809e-11; sd: 2.36374e-10; counts: 22
sfh 0.096123 9.66031e-13 3.80784e-11 9.66031e-13 #avg: 2.95791e-11; avg_err: 1.77469e-11; sd: 8.13264e-11; counts: 22
sfh 0.099498 1.98654e-12 7.22032e-11 1.86591e-12 #avg: 2.77996e-11; avg_err: 1.13245e-11; sd: 5.18954e-11; counts: 22
sfh 0.102873 4.71528e-12 1.8414e-11 4.40962e-12 #avg: 3.77982e-11; avg_err: 1.84944e-11; sd: 8.47522e-11; counts: 22
sfh 0.106248 9.52145e-12 1.17206e-11 8.90107e-12 #avg: 1.27838e-10; avg_err: 8.89233e-11; sd: 4.07498e-10; counts: 22
sfh 0.109623 1.19069e-11 2.29319e-11 1.09312e-11 #avg: 1.88279e-10; avg_err: 1.24341e-10; sd: 5.69803e-10; counts: 22
sfh 0.112998 1.71224e-11 4.34379e-11 1.64388e-11 #avg: 1.91095e-10; avg_err: 1.20287e-10; sd: 5.51223e-10; counts: 22
sfh 0.116373 1.38381e-11 1.5239e-10 1.34556e-11 #avg: 1.72965e-10; avg_err: 9.93339e-11; sd: 4.55205e-10; counts: 22
sfh 0.119748 2.00354e-11 1.44722e-10 1.85621e-11 #avg: 1.22327e-10; avg_err: 6.81014e-11; sd: 3.1208e-10; counts: 22
sfh 0.123123 1.71343e-11 1.55122e-10 1.56739e-11 #avg: 9.67149e-11; avg_err: 4.3731e-11; sd: 2.00401e-10; counts: 22
sfh 0.126498 1.84274e-11 1.52468e-10 1.69491e-11 #avg: 9.77669e-11; avg_err: 3.64399e-11; sd: 1.66989e-10; counts: 22
sfh 0.129873 2.90844e-11 1.76023e-10 2.78778e-11 #avg: 1.29277e-10; avg_err: 5.66359e-11; sd: 2.59538e-10; counts: 22
sfh 0.133248 3.14742e-11 1.52318e-10 2.88337e-11 #avg: 1.48173e-10; avg_err: 7.73867e-11; sd: 3.5463e-10; counts: 22
sfh 0.136623 2.67852e-11 2.72131e-10 2.60887e-11 #avg: 1.77794e-10; avg_err: 9.24443e-11; sd: 4.23633e-10; counts: 22
sfh 0.141685 5.75213e-11 1.62151e-10 5.22175e-11 #avg: 1.8917e-10; avg_err: 8.8767e-11; sd: 4.06782e-10; counts: 22
sfh 0.146748 3.65006e-11 2.62135e-10 2.95208e-11 #avg: 1.86262e-10; avg_err: 8.06165e-11; sd: 3.69431e-10; counts: 22
sfh 0.15181 4.41787e-11 3.38236e-10 4.09406e-11 #avg: 1.93649e-10; avg_err: 7.66463e-11; sd: 3.51237e-10; counts: 22
sfh 0.156873 4.34061e-11 3.90865e-10 4.0517e-11 #avg: 2.05422e-10; avg_err: 7.93276e-11; sd: 3.63525e-10; counts: 22
