#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 12.25 - 12.75
#HM   Stats: 2.692650e+12 (median) + 1.427940e+12  / - 6.897102e+11
#SM   Stats: 7.073510e+10 (median) + 7.665990e+10  / - 4.087980e+10
#VMP  Stats: 2.732500e+02 (median) + 4.067001e+01  / - 3.014000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.467899e-12 (median) + 2.493216e-12  / - 8.954651e-13
sfh 0.055623 0 0 0 #avg: 0.000874805; avg_err: 0.000712186; sd: 0.0613059; counts: 7411
sfh 0.060123 0 0 0 #avg: 0.00442398; avg_err: 0.00132699; sd: 0.114229; counts: 7411
sfh 0.062373 0 0 0 #avg: 0.0145185; avg_err: 0.00350188; sd: 0.301447; counts: 7411
sfh 0.064623 0 0 0 #avg: 0.0352883; avg_err: 0.00646908; sd: 0.556867; counts: 7411
sfh 0.066873 0 0 0 #avg: 0.0536644; avg_err: 0.00607415; sd: 0.522871; counts: 7411
sfh 0.069123 0 0 0 #avg: 0.0968997; avg_err: 0.0146829; sd: 1.26392; counts: 7411
sfh 0.071373 0 0 0 #avg: 0.143588; avg_err: 0.0172059; sd: 1.48111; counts: 7411
sfh 0.073623 0 0.0311052 0 #avg: 0.20427; avg_err: 0.0225649; sd: 1.94242; counts: 7411
sfh 0.075873 0 0.0966605 0 #avg: 0.288387; avg_err: 0.0283868; sd: 2.44358; counts: 7411
sfh 0.078123 0 0.20949 0 #avg: 0.390085; avg_err: 0.0347372; sd: 2.99022; counts: 7411
sfh 0.080373 0 0.34676 0 #avg: 0.425193; avg_err: 0.0327995; sd: 2.82342; counts: 7411
sfh 0.082623 0 0.493001 0 #avg: 0.46252; avg_err: 0.0310716; sd: 2.67469; counts: 7411
sfh 0.085998 0.0238435 0.73086 0.0238435 #avg: 0.651925; avg_err: 0.0451145; sd: 3.88352; counts: 7411
sfh 0.089373 0.065458 0.886342 0.065458 #avg: 0.749641; avg_err: 0.0339917; sd: 2.92605; counts: 7411
sfh 0.092748 0.121036 1.01083 0.121036 #avg: 0.96071; avg_err: 0.0537059; sd: 4.62308; counts: 7411
sfh 0.096123 0.18578 1.1775 0.18578 #avg: 1.25564; avg_err: 0.180531; sd: 15.5404; counts: 7411
sfh 0.099498 0.241694 1.33718 0.237085 #avg: 1.29127; avg_err: 0.0582762; sd: 5.01649; counts: 7411
sfh 0.102873 0.295608 1.63865 0.278982 #avg: 1.62209; avg_err: 0.103287; sd: 8.89109; counts: 7411
sfh 0.106248 0.352052 1.96442 0.320928 #avg: 1.88061; avg_err: 0.0949657; sd: 8.17478; counts: 7411
