#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.3262 4.57307e+08 3.58086e+06 4.10865e+08 1.89e+08 8.77178e+07 1.64568e+09 7.78804e+06 1.63903e+09 4.01037e+08 3.06417e+08 1880
63.0608 4.45747e+08 3.75451e+06 3.95991e+08 1.72792e+08 7.57293e+07 1.70322e+09 9.26387e+06 1.75696e+09 3.37367e+08 4.2435e+08 1797
81.0225 4.84968e+08 4.12489e+06 4.18078e+08 2.32307e+08 9.49306e+07 1.57405e+09 9.20266e+06 1.63903e+09 4.55301e+08 5.62728e+08 2538
99.962 5.24888e+08 4.14673e+06 4.43556e+08 2.90456e+08 1.18776e+08 1.38008e+09 8.76336e+06 1.39517e+09 5.34093e+08 5.84386e+08 3356
126.024 5.58426e+08 4.42785e+06 4.73851e+08 3.15318e+08 1.41562e+08 1.19448e+09 8.39318e+06 1.14127e+09 6.15695e+08 4.66483e+08 3565
157.343 5.73248e+08 5.23041e+06 4.7771e+08 3.56707e+08 1.41735e+08 1.0624e+09 9.13122e+06 1.01076e+09 5.68287e+08 4.74045e+08 2922
197.055 5.70305e+08 6.44442e+06 4.70295e+08 3.54601e+08 1.31647e+08 9.64874e+08 1.10097e+07 8.77994e+08 5.79115e+08 4.1105e+08 1845
247.3 5.6179e+08 8.27663e+06 4.74045e+08 3.30725e+08 1.32767e+08 8.33899e+08 1.35333e+07 7.43049e+08 5.26385e+08 2.76105e+08 894
310.219 5.61465e+08 1.41353e+07 4.7771e+08 2.97643e+08 1.33866e+08 8.02551e+08 2.15916e+07 6.74785e+08 5.30864e+08 2.07841e+08 311
388.208 5.28961e+08 2.9162e+07 4.42101e+08 2.90618e+08 1.03453e+08 7.71785e+08 4.33445e+07 6.74785e+08 4.66483e+08 2.07841e+08 77
491.351 5.44712e+08 4.84984e+07 4.66944e+08 2.94092e+08 7.20832e+07 7.64116e+08 9.27321e+07 6.74785e+08 5.30864e+08 3.1462e+08 17
600.362 4.56211e+08 1.49795e+08 6.06006e+08 0 2.9959e+08 1.02961e+09 3.03003e+08 1.33261e+09 0 6.06006e+08 2
