#Delta_Time Ranked_Correl Ignore Ignore Ranked_Error Pearson_Correl Ignore Ignore Pearson_Error Counts
#mpeak range: 10.25 - 10.75
#HM   Stats: 3.714710e+10 (median) + 1.480880e+10  / - 1.550000e+10
#SM   Stats: 3.596980e+07 (median) + 3.716540e+07  / - 3.085142e+07
#VMP  Stats: 8.952000e+01 (median) + 8.170006e+00  / - 1.739000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 3.349122e-12 (median) + 9.699806e-13  / - 6.798357e-13
3.06847e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
3.04039e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
3.02594e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
3.01123e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
2.99626e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
2.98104e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
2.96557e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
2.94986e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
2.9339e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
2.9177e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
2.90127e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
2.88462e+09 0.70098 0 0 #SE: 0.184142 #Pearson correl: 0.703035 0 0 #SE: 0.183619 #counts: 17
2.8592e+09 0.678922 0 0 #SE: 0.189572 #Pearson correl: 0.679974 0 0 #SE: 0.189321 #counts: 17
2.83328e+09 0.683824 0 0 #SE: 0.188394 #Pearson correl: 0.680372 0 0 #SE: 0.189225 #counts: 17
2.80688e+09 0.683824 0 0 #SE: 0.188394 #Pearson correl: 0.671205 0 0 #SE: 0.191396 #counts: 17
2.77998e+09 0.651961 0 0 #SE: 0.19578 #Pearson correl: 0.662332 0 0 #SE: 0.193445 #counts: 17
2.75262e+09 0.651961 0 0 #SE: 0.19578 #Pearson correl: 0.657601 0 0 #SE: 0.194518 #counts: 17
2.72479e+09 0.639706 0 0 #SE: 0.198457 #Pearson correl: 0.644064 0 0 #SE: 0.197515 #counts: 17
2.69651e+09 0.556373 0 0 #SE: 0.214546 #Pearson correl: 0.569669 0 0 #SE: 0.212207 #counts: 17
2.66777e+09 0.595588 0 0 #SE: 0.207409 #Pearson correl: 0.553421 0 0 #SE: 0.215054 #counts: 17
