#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.9558 0.202775 0.233168 0.000977582 0 1 0 0.149768 0.000246075 0.118708 0.152764 0.0864676 256600
62.6879 0.187761 0.213392 0.00115105 0 1 0 0.14969 0.000281552 0.125758 0.138463 0.0871785 169210
79.452 0.172871 0.193069 0.00125381 0 1 0 0.169363 0.000338621 0.150434 0.138534 0.103057 126846
98.9023 0.186427 0.208882 0.00155541 0 1 0 0.200089 0.000433586 0.186577 0.143968 0.122251 88265
124.45 0.229236 0.263912 0.00236982 0 1 0 0.242297 0.000645003 0.236439 0.151186 0.147661 48016
156.527 0.319447 0.397594 0.00405431 0 1 0 0.31152 0.0010049 0.31534 0.162941 0.183444 25516
197.016 0.453253 0.623319 0.00707806 0 1 0 0.421103 0.00166055 0.438403 0.175386 0.230041 12942
247.822 0.503602 0.735073 0.0113003 1 1 1 0.557855 0.00239816 0.595598 0.143326 0.246096 6247
311.346 0.411545 0.578608 0.0148659 0 1 0 0.678816 0.0027776 0.713853 0.0966057 0.167331 2945
391.943 0.335981 0.44162 0.0200462 0 1 0 0.745917 0.00367079 0.771574 0.082308 0.121441 1259
491.828 0.276342 0.341948 0.0273721 0 1 0 0.793034 0.00438556 0.806599 0.0689522 0.081267 503
620.618 0.264706 0.333333 0.0432136 0 1 0 0.807379 0.00722827 0.826544 0.0665609 0.0942722 204
769.538 0.274194 0.290323 0.0625016 0 1 0 0.840144 0.00899453 0.856341 0.0552192 0.0775515 62
961.47 0.0909091 0.0909091 0.0909091 0 0 0 0.84536 0.0168547 0.848904 0.0701825 0.0467473 11
1234.8 0 0 0 0 0 0 0.897917 0.897917 0.897917 0 0 1
