#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 9.25 - 9.75
#HM   Stats: 2.698530e+11 (median) + 1.307350e+11  / - 9.544099e+10
#SM   Stats: 2.778460e+09 (median) + 1.528790e+09  / - 7.642899e+08
#VMP  Stats: 1.534800e+02 (median) + 1.542000e+01  / - 1.361000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.301519e-09 (median) + 1.305638e-09  / - 6.505066e-10
sfh 0.055623 0 0 0 #avg: 1.85486e-05; avg_err: 1.69811e-05; sd: 0.0031151; counts: 33653
sfh 0.060123 0 0 0 #avg: 0.000403511; avg_err: 0.000140225; sd: 0.0257236; counts: 33653
sfh 0.062373 0 0 0 #avg: 0.00151105; avg_err: 0.000422206; sd: 0.0774515; counts: 33653
sfh 0.064623 0 0 0 #avg: 0.00472709; avg_err: 0.00132508; sd: 0.243079; counts: 33653
sfh 0.066873 0 0 0 #avg: 0.00831049; avg_err: 0.0017838; sd: 0.327229; counts: 33653
sfh 0.069123 0 0 0 #avg: 0.0116081; avg_err: 0.00144434; sd: 0.264956; counts: 33653
sfh 0.071373 0 0 0 #avg: 0.0173393; avg_err: 0.00196317; sd: 0.360133; counts: 33653
sfh 0.073623 0 0 0 #avg: 0.0241072; avg_err: 0.00181634; sd: 0.333197; counts: 33653
sfh 0.075873 0 0 0 #avg: 0.033882; avg_err: 0.00195879; sd: 0.35933; counts: 33653
sfh 0.078123 0 0 0 #avg: 0.0470298; avg_err: 0.00254969; sd: 0.467727; counts: 33653
sfh 0.080373 0 0 0 #avg: 0.0580349; avg_err: 0.00243679; sd: 0.447016; counts: 33653
sfh 0.082623 0 0.0143273 0 #avg: 0.0634699; avg_err: 0.00223942; sd: 0.410811; counts: 33653
sfh 0.085998 0 0.0547975 0 #avg: 0.0917064; avg_err: 0.00278358; sd: 0.510634; counts: 33653
sfh 0.089373 0 0.108804 0 #avg: 0.115286; avg_err: 0.00300479; sd: 0.551214; counts: 33653
sfh 0.092748 0 0.164208 0 #avg: 0.135498; avg_err: 0.00304067; sd: 0.557795; counts: 33653
sfh 0.096123 0.00341192 0.216207 0.00341192 #avg: 0.16562; avg_err: 0.00353582; sd: 0.648628; counts: 33653
sfh 0.099498 0.0142455 0.260187 0.0142455 #avg: 0.192714; avg_err: 0.00382702; sd: 0.702047; counts: 33653
sfh 0.102873 0.0286142 0.290131 0.0286142 #avg: 0.224906; avg_err: 0.00410849; sd: 0.753682; counts: 33653
sfh 0.106248 0.0423762 0.323937 0.0423762 #avg: 0.260959; avg_err: 0.00469925; sd: 0.862053; counts: 33653
sfh 0.109623 0.0570464 0.368744 0.0570464 #avg: 0.29565; avg_err: 0.0048188; sd: 0.883984; counts: 33653
sfh 0.112998 0.0702521 0.412916 0.0702521 #avg: 0.331321; avg_err: 0.00517835; sd: 0.949941; counts: 33653
sfh 0.116373 0.0839757 0.468626 0.0824539 #avg: 0.367157; avg_err: 0.00547764; sd: 1.00484; counts: 33653
sfh 0.119748 0.100083 0.51972 0.0954673 #avg: 0.40676; avg_err: 0.00566366; sd: 1.03897; counts: 33653
sfh 0.123123 0.117634 0.591154 0.109976 #avg: 0.454889; avg_err: 0.00625005; sd: 1.14654; counts: 33653
sfh 0.126498 0.134386 0.658222 0.12338 #avg: 0.506451; avg_err: 0.00695058; sd: 1.27505; counts: 33653
sfh 0.129873 0.155486 0.725152 0.140516 #avg: 0.562502; avg_err: 0.00753808; sd: 1.38282; counts: 33653
sfh 0.133248 0.177099 0.801432 0.15761 #avg: 0.615243; avg_err: 0.00789943; sd: 1.44911; counts: 33653
sfh 0.136623 0.203203 0.877857 0.17924 #avg: 0.663811; avg_err: 0.00795914; sd: 1.46006; counts: 33653
sfh 0.141685 0.243161 0.982149 0.212144 #avg: 0.730939; avg_err: 0.00807189; sd: 1.48075; counts: 33653
sfh 0.146748 0.291616 1.08989 0.251524 #avg: 0.79772; avg_err: 0.00829033; sd: 1.52082; counts: 33653
sfh 0.15181 0.343466 1.2061 0.293974 #avg: 0.881729; avg_err: 0.00859629; sd: 1.57695; counts: 33653
sfh 0.156873 0.401577 1.32846 0.340713 #avg: 0.973607; avg_err: 0.0091395; sd: 1.67659; counts: 33653
