#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.10521e+07 4.77888e+08 6.95199e+06 4.10865e+08 2.17405e+08 8.77178e+07 4.07045e+09 2.43595e+07 4.22253e+09 4.55301e+08 6.94375e+08 880
1.58702e+08 5.02965e+08 1.17503e+07 4.11571e+08 2.69091e+08 9.31214e+07 3.99143e+09 3.08328e+07 4.10191e+09 5.21663e+08 7.07614e+08 460
2.48251e+08 4.96435e+08 1.01399e+07 4.20356e+08 2.56162e+08 9.72089e+07 3.98114e+09 3.26061e+07 4.10191e+09 5.21663e+08 7.07614e+08 490
3.97928e+08 5.29334e+08 1.08973e+07 4.48964e+08 2.8933e+08 1.21205e+08 3.8806e+09 3.49352e+07 4.04061e+09 5.82958e+08 8.51102e+08 516
6.36271e+08 5.44655e+08 1.27707e+07 4.42101e+08 2.91911e+08 1.14446e+08 3.70807e+09 3.66245e+07 3.85294e+09 6.59833e+08 1.0147e+09 594
1.0068e+09 5.47261e+08 1.23119e+07 4.58646e+08 3.0239e+08 1.36793e+08 3.53698e+09 4.13018e+07 3.72477e+09 7.87999e+08 1.17583e+09 568
1.57913e+09 6.14334e+08 1.59495e+07 4.84849e+08 3.87961e+08 1.54369e+08 3.34812e+09 4.39121e+07 3.65981e+09 7.39229e+08 1.48217e+09 635
2.53736e+09 6.06044e+08 1.3235e+07 4.74045e+08 4.08811e+08 1.43565e+08 3.07304e+09 4.46585e+07 3.32655e+09 9.5529e+08 1.68364e+09 744
3.98203e+09 6.60189e+08 1.47747e+07 5.07642e+08 4.50913e+08 1.65915e+08 2.88622e+09 4.526e+07 3.25829e+09 9.64245e+08 2.16529e+09 848
6.36589e+09 6.7446e+08 1.43816e+07 5.0218e+08 5.49377e+08 1.60453e+08 2.60008e+09 4.33099e+07 2.69447e+09 1.40744e+09 1.76096e+09 947
1.01507e+10 7.3874e+08 1.6086e+07 5.46527e+08 5.8273e+08 2.048e+08 2.35009e+09 4.13902e+07 2.25261e+09 1.72607e+09 1.47951e+09 1092
1.60032e+10 7.55239e+08 1.42012e+07 5.58931e+08 6.30495e+08 2.1292e+08 2.18118e+09 3.42736e+07 1.95053e+09 1.77425e+09 1.232e+09 1422
2.51069e+10 7.95478e+08 1.30008e+07 6.25002e+08 6.33412e+08 2.55686e+08 1.99272e+09 3.07148e+07 1.7203e+09 1.80785e+09 1.02774e+09 1676
3.98371e+10 7.78964e+08 1.25974e+07 6.11817e+08 6.12244e+08 2.50028e+08 1.91115e+09 3.05091e+07 1.56521e+09 1.96295e+09 9.53396e+08 1669
6.2178e+10 7.017e+08 1.06634e+07 5.60556e+08 5.24084e+08 2.04578e+08 1.88739e+09 3.1597e+07 1.56521e+09 1.82908e+09 9.53396e+08 1523
9.8619e+10 7.21796e+08 1.47543e+07 5.58931e+08 5.38181e+08 1.93741e+08 1.8643e+09 4.07953e+07 1.40892e+09 2.05258e+09 7.97101e+08 965
1.52138e+11 7.76379e+08 2.47229e+07 6.09694e+08 5.75863e+08 2.31206e+08 1.66896e+09 6.0693e+07 1.093e+09 2.30129e+09 5.62121e+08 448
2.40787e+11 9.1065e+08 5.22192e+07 6.92559e+08 7.94653e+08 3.23243e+08 1.3672e+09 9.42904e+07 8.53413e+08 1.69553e+09 3.22537e+08 177
3.77008e+11 9.70797e+08 1.04798e+08 7.73094e+08 5.56107e+08 3.69426e+08 1.1044e+09 1.71694e+08 6.92559e+08 5.58931e+08 2.42813e+08 45
5.78029e+11 1.1415e+09 3.01302e+08 7.92119e+08 9.90873e+08 3.42374e+08 6.96684e+08 7.27881e+07 6.11817e+08 1.61277e+08 4.81887e+07 7
