#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.95784e+09 0.000155173 0.000156435 5.0089e-06 0 0 0 6.15576e-05 8.79827e-07 0 0 0 6334885
1.56668e+10 0.000319884 0.000322389 1.1691e-05 0 0 0 0.000137791 1.71818e-06 0 0 0 2394619
2.47404e+10 0.000483547 0.000485329 1.70376e-05 0 0 0 0.000255312 2.58818e-06 0 0 0 1683395
3.91566e+10 0.000692974 0.000695563 2.45827e-05 0 0 0 0.00040973 3.87847e-06 0 0 0 1158773
6.20443e+10 0.00106876 0.0010802 3.74211e-05 0 0 0 0.000604565 5.93169e-06 0 0 0 786890
9.83005e+10 0.00185491 0.0018745 6.11677e-05 0 0 0 0.000887334 9.86268e-06 0 0 0 510536
1.55782e+11 0.003254 0.00332501 0.000103294 0 0 0 0.00129617 1.70198e-05 0 0 0 323909
2.46723e+11 0.00551503 0.00575333 0.00017401 0 0 0 0.00195971 3.0078e-05 0 0 0 205620
3.90905e+11 0.00995353 0.0103887 0.000294561 0 0 0 0.00320317 5.30485e-05 0 0 0 128698
6.17401e+11 0.0183814 0.0192518 0.000518232 0 0 0 0.00584598 0.000100467 0 0 0 76980
9.75231e+11 0.0368349 0.0386154 0.000971593 0 0 0 0.0114643 0.000191263 0 0.00993307 0 43247
1.53306e+12 0.0691198 0.0732969 0.00195523 0 0 0 0.0243015 0.00042826 0 0.0445723 0 20110
2.4036e+12 0.114471 0.119304 0.00398541 0 0 0 0.045043 0.000972237 0 0.105309 0 7242
3.79709e+12 0.144419 0.154897 0.00834457 0 0 0 0.0789377 0.002377 0.0232967 0.162581 0.0232967 2195
6.13866e+12 0.160904 0.172872 0.0149087 0 1 0 0.146753 0.00527151 0.112546 0.186279 0.112546 752
9.78937e+12 0.165789 0.184211 0.0222198 0 1 0 0.194338 0.0075488 0.183778 0.180725 0.154063 380
1.53762e+13 0.164835 0.181319 0.0316585 0 1 0 0.241914 0.0119191 0.234098 0.190348 0.166677 182
2.45232e+13 0.19802 0.207921 0.0429525 0 1 0 0.267158 0.0172455 0.264591 0.160387 0.175622 101
3.83945e+13 0.171875 0.1875 0.0539832 0 1 0 0.222249 0.0228841 0.223772 0.156363 0.201646 64
5.9613e+13 0.176471 0.176471 0.095305 0 1 0 0.183576 0.0343218 0.161044 0.190533 0.138661 17
9.26321e+13 0.181818 0.363636 0.278722 0 1 0 0.256281 0.0478365 0.245527 0.231427 0.144222 11
1.3525e+14 0 0 0 0 0 0 0.00738131 0.00738131 0.00738131 0 0 1
2.15588e+14 1 1 1 1 0 0 0.193407 0.193407 0.193407 0 0 1
