#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.72631e+07 7.97519e+08 2.81418e+06 5.80006e+08 6.72779e+08 2.33234e+08 1.53906e+09 6.1754e+06 1.16825e+09 1.27584e+09 5.94493e+08 46411
1.5768e+08 8.23423e+08 4.79996e+06 5.8607e+08 6.94247e+08 2.38051e+08 1.52333e+09 1.03205e+07 1.14531e+09 1.29878e+09 5.40078e+08 17614
2.50097e+08 8.70624e+08 5.61673e+06 6.05234e+08 7.79114e+08 2.5599e+08 1.50033e+09 1.08804e+07 1.15369e+09 1.1724e+09 5.48453e+08 15047
3.97734e+08 9.01384e+08 6.03114e+06 6.79528e+08 7.83337e+08 3.29079e+08 1.52916e+09 1.15915e+07 1.16825e+09 1.27584e+09 5.63017e+08 13447
6.2858e+08 9.39215e+08 6.7777e+06 6.87229e+08 8.25746e+08 3.34393e+08 1.56944e+09 1.27849e+07 1.16825e+09 1.27584e+09 5.63017e+08 12220
9.94992e+08 9.78224e+08 7.54395e+06 6.99664e+08 9.15299e+08 3.44522e+08 1.59322e+09 1.31494e+07 1.16825e+09 1.37751e+09 5.63017e+08 10864
1.57911e+09 1.00618e+09 8.33706e+06 7.15814e+08 9.27405e+08 3.59542e+08 1.68178e+09 1.50182e+07 1.28215e+09 1.39907e+09 6.76918e+08 9893
2.51066e+09 1.03859e+09 8.96782e+06 7.20099e+08 1.007e+09 3.59511e+08 1.70065e+09 1.55547e+07 1.28215e+09 1.39907e+09 6.76918e+08 9076
3.97418e+09 1.08623e+09 9.93755e+06 7.88209e+08 9.97798e+08 4.24631e+08 1.83075e+09 1.72128e+07 1.39649e+09 1.52337e+09 7.91253e+08 8744
6.31415e+09 1.16629e+09 1.11518e+07 8.25923e+08 1.0876e+09 4.56376e+08 1.87515e+09 1.7489e+07 1.51125e+09 1.52846e+09 9.06013e+08 8506
9.98738e+09 1.26812e+09 1.29078e+07 8.38856e+08 1.25912e+09 3.91064e+08 1.97324e+09 1.77829e+07 1.53348e+09 1.62642e+09 8.16524e+08 8413
1.58926e+10 1.40194e+09 1.49694e+07 9.16284e+08 1.40646e+09 4.64993e+08 2.19136e+09 1.96296e+07 1.74201e+09 1.90202e+09 1.02505e+09 8584
2.51625e+10 1.58686e+09 1.70486e+07 1.01217e+09 1.67219e+09 5.54694e+08 2.34895e+09 2.07241e+07 1.79925e+09 2.18445e+09 1.08229e+09 8946
3.98493e+10 1.77458e+09 1.93732e+07 1.07843e+09 1.9897e+09 6.13596e+08 2.63082e+09 2.20907e+07 2.00484e+09 2.49773e+09 1.17571e+09 8984
6.26747e+10 2.0076e+09 2.282e+07 1.19761e+09 2.48687e+09 7.2184e+08 2.81324e+09 2.44041e+07 2.20847e+09 2.66568e+09 1.37934e+09 8246
9.80974e+10 2.3038e+09 2.9876e+07 1.33533e+09 3.22865e+09 8.4081e+08 2.8988e+09 2.83417e+07 2.21058e+09 2.9746e+09 1.38146e+09 6139
1.51512e+11 2.81665e+09 5.11448e+07 1.55732e+09 4.53647e+09 9.7339e+08 2.79785e+09 3.88707e+07 2.20847e+09 2.78993e+09 1.37934e+09 2862
2.33632e+11 3.4911e+09 1.23331e+08 2.04954e+09 5.41864e+09 1.36231e+09 2.49226e+09 7.50583e+07 1.95015e+09 2.42901e+09 1.12102e+09 631
3.68387e+11 3.54278e+09 3.8405e+08 1.74201e+09 5.90651e+09 1.02505e+09 2.14717e+09 2.01928e+08 1.51125e+09 2.49738e+09 8.16481e+08 75
5.93517e+11 5.44699e+09 4.27874e+09 9.72573e+09 0 8.55748e+09 3.23958e+08 1.90382e+07 3.42996e+08 0 3.80764e+07 2
