#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.8804e+07 0.00171783 0.00172822 7.77632e-05 0 0 0 0.000811255 1.19307e-05 0 0 0 288736
1.57403e+08 0.00230258 0.00233467 0.000138572 0 0 0 0.00102981 2.18356e-05 0 0 0 124643
2.48871e+08 0.00299626 0.00302593 0.00017441 0 0 0 0.00117546 2.57955e-05 0 0 0 101126
3.94254e+08 0.00375393 0.003805 0.000223674 0 0 0 0.00149472 3.57833e-05 0 0 0 78318
6.24535e+08 0.005815 0.00586428 0.000312067 0 0 0 0.00195777 5.13498e-05 0 0 0 60877
9.89013e+08 0.00715277 0.00741287 0.000413234 0 0 0 0.00247446 7.11881e-05 0 0 0 46136
1.56608e+09 0.0102749 0.0107601 0.000575766 0 0 0 0.00353827 0.000114871 0 0 0 35037
2.48766e+09 0.0159664 0.0168285 0.000827501 0 0 0 0.00486595 0.000149451 0 0 0 26681
3.93732e+09 0.0223497 0.0242121 0.00116405 0 0 0 0.00689557 0.000229165 0 0 0 20403
6.25761e+09 0.0288822 0.0308202 0.00145252 0 0 0 0.00943768 0.000299467 0 0.00513254 0 15996
9.91767e+09 0.0356391 0.038231 0.00184348 0 0 0 0.0118309 0.000399517 0 0.0102195 0 12346
1.57359e+10 0.0506927 0.0550026 0.00250221 0 0 0 0.0156413 0.000530683 0 0.0153933 0 9745
2.48457e+10 0.0587853 0.0620367 0.00291242 0 0 0 0.019026 0.000648735 0 0.0269627 0 7689
3.93726e+10 0.0619975 0.0657495 0.00351876 0 0 0 0.0219557 0.000798195 0 0.0347316 0 5597
6.18221e+10 0.0679795 0.0733747 0.00464208 0 0 0 0.0240493 0.000977398 0 0.0443456 0 3707
9.78511e+10 0.0670103 0.0726336 0.00607055 0 0 0 0.0292984 0.00154776 0 0.0518119 0 2134
1.52914e+11 0.0712136 0.0742227 0.00866209 0 0 0 0.0377208 0.00265096 0 0.0678206 0 997
2.3763e+11 0.0584615 0.0584615 0.0130341 0 0 0 0.0571328 0.00602441 0.0144285 0.0872202 0.0144285 325
3.68944e+11 0.0588235 0.0588235 0.0332756 0 0 0 0.0928046 0.0191016 0.0410049 0.11286 0.0410049 51
5.62774e+11 0.5 0.5 0.5 1 0 1 0.0689017 0.0176893 0.086591 0 0.0353786 2
