#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.1244 0.000252871 0.000254574 1.48187e-05 0 0 0 0.00011408 2.34907e-06 0 0 0 1174512
62.4856 0.000501299 0.000501299 2.718e-05 0 0 0 0.000282882 4.08545e-06 0 0 0 678238
79.4692 0.00124716 0.00125165 5.31914e-05 0 0 0 0.000706484 8.49773e-06 0 0 0 445011
98.4668 0.00345454 0.00348097 0.000115309 0 0 0 0.00140354 1.76609e-05 0 0 0 264869
123.9 0.0102582 0.010463 0.000303318 0 0 0 0.00307833 4.82505e-05 0 0 0 117175
155.267 0.0325572 0.0345742 0.000907273 0 0 0 0.00980454 0.000173846 0 0.00555234 0 45612
192.952 0.0853551 0.0908447 0.00288394 0 0 0 0.0296508 0.000651724 0 0.0577369 0 11294
240.943 0.138365 0.150245 0.0103379 0 0 0 0.0697279 0.00275309 0.0205315 0.138049 0.0205315 1431
306.933 0.238579 0.263959 0.0353587 0 1 0 0.146873 0.0112412 0.0922422 0.209739 0.0922422 197
393.856 0.148148 0.148148 0.0487969 0 0 0 0.211401 0.0232044 0.184324 0.19439 0.161849 54
497.937 0.142857 0.142857 0.0782461 0 0 0 0.256791 0.0420184 0.279197 0.15095 0.26361 21
630.359 0.2 0.2 0.2 0 1 0 0.248226 0.101431 0.161044 0.418439 0.153599 5
