#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#vmpeak range: 2.61667 - 2.78333
#HM   Stats: 9.586760e+12 (median) + 4.407340e+12  / - 1.876470e+12
#SM   Stats: 1.915470e+11 (median) + 1.509320e+11  / - 9.878660e+10
#VMP  Stats: 4.523400e+02 (median) + 6.247000e+01  / - 2.751001e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 3.409055e-11 (median) + 1.164626e-09  / - 2.148858e-11
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 596
sfh 0.060123 0 0 0 #avg: 1.93712e-13; avg_err: 8.31244e-14; sd: 2.02762e-12; counts: 596
sfh 0.062373 0 0 0 #avg: 1.50748e-12; avg_err: 8.07623e-13; sd: 1.97001e-11; counts: 596
sfh 0.064623 0 0 0 #avg: 2.17373e-12; avg_err: 1.05482e-12; sd: 2.57297e-11; counts: 596
sfh 0.066873 0 3.89353e-13 0 #avg: 2.74696e-12; avg_err: 9.02184e-13; sd: 2.20066e-11; counts: 596
sfh 0.069123 0 1.26349e-12 0 #avg: 3.08617e-12; avg_err: 6.73654e-13; sd: 1.64322e-11; counts: 596
sfh 0.071373 0 3.23309e-12 0 #avg: 4.14518e-12; avg_err: 7.20757e-13; sd: 1.75812e-11; counts: 596
sfh 0.073623 0 5.1889e-12 0 #avg: 4.86958e-12; avg_err: 7.17108e-13; sd: 1.74921e-11; counts: 596
sfh 0.075873 1.08659e-13 9.64633e-12 1.08659e-13 #avg: 6.27648e-12; avg_err: 8.68378e-13; sd: 2.1182e-11; counts: 596
sfh 0.078123 3.4115e-13 1.26584e-11 3.4115e-13 #avg: 1.02151e-11; avg_err: 2.1628e-12; sd: 5.27564e-11; counts: 596
sfh 0.080373 9.74316e-13 1.63713e-11 9.74316e-13 #avg: 1.85512e-11; avg_err: 6.50376e-12; sd: 1.58644e-10; counts: 596
sfh 0.082623 1.69034e-12 1.66185e-11 1.69034e-12 #avg: 1.41961e-11; avg_err: 2.30728e-12; sd: 5.62805e-11; counts: 596
sfh 0.085998 3.17197e-12 2.50874e-11 3.17197e-12 #avg: 2.11533e-11; avg_err: 3.01923e-12; sd: 7.36468e-11; counts: 596
sfh 0.089373 4.32588e-12 2.85774e-11 4.19387e-12 #avg: 2.62442e-11; avg_err: 4.61161e-12; sd: 1.12489e-10; counts: 596
sfh 0.092748 5.56903e-12 3.56298e-11 5.12836e-12 #avg: 2.8815e-11; avg_err: 3.05802e-12; sd: 7.45932e-11; counts: 596
